EF14U2,EF12U2,TAETIGKEITSSCHLUESSEL4,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
2018,1970,2,1,59,3,544
2018,1975,2,6,35,2,530
2018,1990,2,1,39,3,572
2018,2015,1,1,44,3,530
2018,2017,1,7,33,3,578
2018,2015,2,1,44,3,532
2018,1987,1,6,46,3,586
2018,1977,2,2,49,4,534
2018,1988,2,7,32,2,592
2018,1971,2,7,55,2,535
2018,2009,2,1,49,1,595
2018,2010,2,3,48,1,539
2018,2006,2,6,49,1,596
2018,2001,2,5,52,4,543
2018,1982,2,5,50,4,598
2018,2000,2,2,53,4,545
2018,2010,1,3,35,4,599
2018,2001,2,6,32,4,546
2018,1988,1,1,35,4,627
2018,1988,1,6,53,2,548
2018,1993,1,6,58,1,627
2018,1996,2,3,62,1,551
2018,1988,1,6,34,4,630
2018,1987,2,3,48,1,568
2018,1993,2,3,57,1,630
2018,1994,1,5,52,1,568
2018,1994,2,6,58,1,630
2018,1998,1,6,48,1,577
2018,1997,1,6,32,2,631
2018,1996,2,5,57,2,577
2018,2004,2,2,38,1,631
2018,1998,1,5,52,1,579
2018,1978,2,1,51,4,648
2018,2012,2,2,62,4,579
2018,1970,2,1,58,2,650
2018,1990,1,1,58,4,593
2018,1972,2,5,58,2,651
2018,1971,2,5,50,4,594
2018,1970,2,4,39,4,652
2018,1991,1,7,33,4,651
2018,1980,1,7,48,4,654
2018,1970,2,5,44,4,654
2018,1996,1,2,50,4,667
2018,2000,2,5,62,4,667
2018,1991,2,5,56,1,669
2018,1986,1,2,63,1,668
2018,1970,2,5,36,4,706
2018,1999,2,5,50,3,676
2018,1964,2,6,37,2,715
2018,1997,2,6,62,4,708
2018,2003,1,5,48,4,718
2018,1993,1,1,41,3,711
2018,2006,1,6,55,4,725
2018,1991,2,3,50,1,719
2018,1988,1,2,62,1,725
2018,1992,1,5,54,1,724
2018,1983,1,1,35,4,726
2018,1968,2,7,35,4,725
2018,1993,1,7,44,3,727
2018,1965,2,7,39,2,725
2018,2004,1,3,44,1,754
2018,1955,2,3,59,2,725
2018,1962,2,3,34,4,757
2018,1968,2,1,57,4,726
2018,1968,2,7,56,4,760
2018,1956,2,1,34,4,757
2018,1967,2,1,43,2,762
2018,1966,1,7,53,2,759
2018,1989,1,3,35,2,776
2018,1988,1,3,43,2,761
2018,2004,1,5,45,2,778
2018,2003,2,6,45,3,787
2018,1997,1,7,41,3,785
2018,1990,2,6,48,2,798
2018,1987,1,6,37,3,791
2018,1989,2,7,40,3,806
2018,2002,2,7,83,1,536
2018,1965,2,7,74,1,520
2018,1968,2,7,68,1,540
2018,1967,2,4,86,1,521
2018,2000,1,4,71,4,542
2018,1987,1,6,81,1,528
2018,1979,1,3,79,2,544
2018,1997,1,3,74,4,541
2018,1960,2,3,74,4,545
2018,1960,2,4,74,3,546
2018,1968,1,4,87,1,551
2018,1964,2,3,74,1,561
2018,1958,2,7,80,4,564
2018,1975,2,4,82,4,561
2018,1980,2,6,79,3,565
2018,1961,2,3,74,1,568
2018,1970,1,6,70,1,567
2018,1991,2,1,81,4,577
2018,1978,2,1,64,3,569
2018,1980,2,1,77,3,586
2018,2003,1,6,83,1,572
2018,2006,2,4,67,1,587
2018,1960,2,6,74,1,576
2018,1964,2,4,76,3,594
2018,1962,2,4,74,1,586
2018,1989,2,2,76,3,625
2018,2009,1,2,86,4,587
2018,1958,1,4,64,4,630
2018,1991,2,5,74,2,596
2018,1976,1,5,68,3,632
2018,1957,1,5,69,4,597
2018,2007,1,5,69,1,632
2018,1963,2,6,76,1,632
2018,1965,2,4,86,2,649
2018,1956,1,4,71,4,633
2018,1966,2,4,88,2,651
2018,1966,2,6,64,1,638
2018,2002,2,3,71,2,655
2018,2009,2,7,84,4,649
2018,2001,2,7,68,4,673
2018,2006,2,3,70,2,652
2018,2003,1,4,87,3,705
2018,2002,2,6,82,2,655
2018,1994,2,3,71,3,718
2018,1995,1,1,78,1,664
2018,1991,2,5,80,1,725
2018,1968,2,7,66,4,666
2018,2000,1,7,75,1,755
2018,2000,2,6,87,1,668
2018,2001,2,2,78,4,757
2018,1994,2,7,66,4,671
2018,1995,2,2,77,4,762
2018,1977,1,1,87,3,708
2018,2009,1,2,67,1,765
2018,1989,1,2,71,3,716
2018,1994,1,7,64,2,770
2018,1963,2,7,75,3,717
2018,2010,2,6,83,1,790
2018,1959,1,6,69,2,726
2018,1968,1,7,64,4,799
