B27,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
aa,1,96.56956733440654,1
aa,1,110.02025872560688,1
aa,1,123.5206236488086,1
aa,1,102.37164280467348,1
aa,1,122.63576026764255,1
aa,1,100.05658550438119,1
aa,1,106.99433070235256,1
aa,1,107.11699654561977,1
aa,1,107.07094892345543,1
aa,1,127.24460602799878,1
aa,1,100.87839218333188,1
aa,1,106.18648060644564,1
aa,1,123.34211188434251,1
aa,1,125.69599983378387,1
aa,1,1055.8641423046913,4
aa,1,1054.344323555218,4
aa,1,1055.9165640475794,4
aa,1,1054.4932317167763,4
aa,1,1048.886176428312,4
aa,1,1048.6136522130464,4
aa,1,1048.857587515901,4
aa,1,1048.3976999020715,4
aa,1,1049.2467875605416,4
aa,1,1218.222059675683,4
aa,1,1216.2789175019432,4
aa,1,1229.747022077161,4
aa,1,1220.983744624207,4
aa,1,1239.7847840109685,4
aa,1,1230.7843367763505,4
aa,1,1220.5429572163819,4
aa,1,1217.9086794713435,4
aa,1,1216.062154027631,4
aa,1,1229.3291027719195,4
aa,1,1229.2654109834195,4
aa,1,1223.4778169461222,4
aa,1,1193.877108954373,4
aa,1,1192.9799032513272,4
aa,1,1195.909096032091,4
aa,1,1195.3870668501709,4
aa,1,1194.5090433058808,4
aa,1,1192.7488240402697,4
aa,1,1195.3254956466521,4
aa,1,1195.1480906380698,4
aa,1,1195.8084023448864,4
aa,1,1192.4071769858801,4
aa,1,1314.606982277144,4
aa,1,1315.8806930300184,4
aa,1,1341.261441395952,4
aa,1,1340.348052137561,4
aa,1,1340.464861471519,4
aa,1,1341.5680502029736,4
aa,1,1315.242028757421,4
aa,1,1315.9921568569696,4
aa,1,1315.783489634841,4
aa,1,1314.9421528112196,4
aa,2,1222.7568078638567,4
aa,2,1234.8925285212752,4
aa,2,1158.7208946218002,4
aa,2,1194.5902920052988,4
aa,2,1237.9228730300363,4
aa,2,1130.0151886199249,4
aa,2,1130.0598741981137,4
aa,2,1147.8179134977356,4
aa,2,1150.1059743315498,4
aa,2,1145.7884263319224,4
aa,2,1135.4329407103844,4
aa,2,1135.4054733190326,4
aa,2,1141.756898584591,4
aa,2,1141.7445710056643,4
aa,2,1036.31207966723,4
aa,2,1037.6359373675468,4
aa,2,1039.2382191192012,4
aa,2,1333.975528776043,4
aa,2,1329.9610106538275,4
aa,2,1315.050487909142,4
aa,2,1292.3518251931703,4
aa,2,1292.2661434929516,4
aa,2,1304.8702863326366,4
