TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5,EF41,EF10,EF40,EF16U2,EF48,LEISTUNGSGRUPPE
2,2,73,1,35,3,1441.8856201281021,5
2,2,67,1,32,6,1446.2139555645756,4
1,2,81,1,28,3,1450.932912739148,4
1,3,17,1,16,2,1451.9014563258422,4
1,3,48,1,63,2,1453.862457029425,5
1,3,67,1,54,3,1454.590139804064,5
1,3,78,1,28,7,1454.9678537504744,4
2,1,66,1,6,6,1489.594096053127,2
1,4,38,2,42,6,1490.2411112592247,2
2,4,87,2,22,5,1491.4235323401933,2
2,4,66,2,54,5,1492.2948777916881,1
1,4,62,2,54,5,1492.9439070370274,3
2,1,62,1,17,1,1493.6805375172537,2
1,4,56,1,54,7,1494.9439172328505,2
2,2,20,1,21,7,1494.9607545241736,2
1,4,61,1,26,6,1495.8292421350964,2
1,4,77,1,26,1,1497.2139159734363,1
1,1,78,1,28,6,1497.2610979490692,1
1,4,25,2,61,6,1505.229634777924,2
2,4,25,2,0,5,1505.4409280590673,3
2,2,64,2,17,7,1508.4184808560258,3
2,4,64,2,27,6,1508.7417472695947,1
2,4,64,2,4,6,1509.0473125427886,4
2,4,25,2,4,6,1509.211439239787,4
1,4,26,2,61,7,1510.255864970715,4
1,4,79,2,54,1,1510.8891305972961,4
2,4,27,1,54,5,1512.4451248336272,1
1,2,57,1,26,6,1513.83018326207,4
2,2,64,1,16,5,1514.7920218670456,4
1,4,25,1,18,1,1518.639169327355,4
1,4,27,1,18,1,1519.1732295065308,3
2,2,52,1,54,1,1519.685183598359,3
2,4,64,1,28,1,1528.1426131864055,1
2,2,25,1,4,5,1528.3799248836165,1
2,2,64,1,54,5,1529.9910900232255,4
2,2,35,1,54,1,1530.694038507229,1
1,4,62,1,54,1,1530.7165546751273,1
1,1,25,1,54,7,1530.7737564386196,1
2,2,75,1,29,1,1533.0386000741846,3
2,2,15,1,22,2,1536.6534779357576,4
2,1,44,2,22,3,1537.056897214219,4
2,4,15,1,14,2,1542.8854422948561,4
2,2,17,2,14,2,1543.9098372455865,2
1,2,70,1,22,6,1545.0203013956364,2
1,1,17,2,22,2,1545.9420336512214,2
1,4,77,2,34,6,1547.5962771134266,2
1,3,14,1,61,6,1561.4276250621017,4
2,4,87,1,35,6,1564.115996903442,4
1,1,15,1,35,6,1566.3313522876458,4
2,1,35,1,55,6,1566.5684382002953,2
1,3,46,1,62,6,1566.6656847945155,2
1,4,25,1,63,6,1566.9366428497387,2
2,3,36,1,45,3,1567.4097536908123,2
1,1,46,1,12,7,1571.752058249693,4
2,3,49,2,61,2,1573.224731055686,4
2,2,34,1,34,6,1573.4159015248028,3
1,3,65,2,1,3,1577.0319426654821,5
1,1,62,2,23,6,1577.2868197445714,3
1,3,86,2,23,3,1577.8856052805845,2
2,3,35,2,45,6,1579.6054488302757,4
2,3,70,2,45,3,1580.881644298315,2
2,3,65,2,63,6,1582.0330736609935,2
2,2,49,2,63,6,1582.9509453282021,4
1,4,45,1,29,3,1617.1894570599675,2
2,4,18,1,29,3,1617.6517405705733,4
2,3,44,1,34,4,1618.284964010947,2
1,1,81,2,38,7,1619.085499154383,5
1,4,82,1,23,3,1619.4550499374766,5
1,3,79,1,23,1,1619.5315867929578,5
1,2,30,1,53,1,1620.2022450703855,5
1,3,59,1,35,7,1620.363377936811,4
1,1,69,1,13,2,1621.1942563525406,5
1,3,45,1,33,4,1621.459423735279,3
2,2,47,2,15,1,1622.2683336022876,4
1,2,18,2,63,1,1623.7314995416234,2
1,1,76,1,63,2,1648.3050169408898,2
1,1,17,2,63,7,1648.3939119639704,2
1,3,17,1,61,2,1648.6728112813414,3
1,3,86,2,35,6,1650.4538226564023,4
2,2,56,2,3,6,1650.6583925802195,3
1,1,76,1,38,1,1651.3129020788908,3
2,1,77,2,27,1,1651.9344683141026,2
2,1,50,1,35,1,1652.9773606231827,2
2,1,56,1,35,1,1653.8256546823948,5
2,2,37,1,20,6,1653.9864969069731,4
1,2,78,2,20,6,1655.104610735298,1
1,3,76,1,20,4,1655.7904702569272,3
2,1,86,2,20,4,1655.8709573566455,4
1,3,39,1,12,1,1680.0960079690417,1
2,1,87,2,12,6,1680.503810079341,3
1,1,87,2,44,1,1680.6868336603814,1
2,1,20,2,42,1,1681.1324394576598,1
1,3,87,2,15,6,1681.3804159700321,1
1,3,58,2,45,4,1682.400914861854,5
1,3,32,2,63,6,1682.4247677655849,5
1,3,88,2,36,1,1683.177454305612,1
2,1,61,2,55,1,1684.469419235712,1
1,1,61,1,27,1,1684.9931927392788,1
1,1,61,2,46,6,1685.5123120878413,5
1,1,20,2,45,1,1685.9833825557398,1
1,4,14,2,61,7,1686.249050080494,1
1,3,20,2,42,7,1686.7329695893634,3
1,4,54,2,28,4,1686.8728474151383,3
1,2,49,1,46,4,1686.883533781512,5
2,4,51,1,5,7,1687.5643591565763,4
2,4,15,2,42,7,1687.8889914284891,3
2,4,23,2,47,5,1699.3391500408836,3
2,4,89,1,48,5,1704.6200445999261,5
2,4,20,1,47,5,1704.6247365807592,1
2,2,58,1,46,4,1704.9483754300534,3
2,2,63,1,46,4,1706.3052314972542,4
2,2,20,1,42,7,1711.456157831642,4
2,4,70,1,55,7,1711.4784960418256,5
2,4,70,1,42,4,1713.6470975871296,5
2,1,52,1,49,2,1715.1188323738606,5
2,4,44,1,14,7,1716.7294043884144,5
2,1,46,2,23,7,1717.2016368624445,5
2,1,50,2,54,5,1717.9881075630487,1
2,1,84,2,54,5,1718.9289490436643,4
1,1,23,1,54,7,1725.8580855693838,4
2,3,60,1,1,2,1726.6248284246324,4
2,2,20,2,47,2,1730.7860147054653,3
2,1,20,1,47,2,1740.0605619308235,4
2,4,42,1,46,3,1741.2500457532306,3
2,4,90,1,46,2,1742.649653075373,3
2,3,28,2,47,4,1745.1034890917506,5
2,1,20,2,42,4,1745.8803693838618,5
2,4,89,1,42,4,1746.0320163330387,3
2,4,88,2,42,4,1747.5595709157903,1
2,4,20,2,46,4,1750.0253301615444,1
2,3,20,2,13,3,1753.2004842338367,1
2,4,62,2,4,5,1755.8133335693801,1
1,4,20,1,47,7,1756.9600551532715,1
1,2,70,1,36,7,1757.0949981023678,3
1,3,62,1,29,7,1759.4600733288228,5
1,2,34,1,43,2,1759.9144754632257,1
1,3,62,1,50,5,1777.385439010325,1
1,2,81,1,43,5,1777.9744537739164,5
1,3,51,1,49,5,1778.7269754230063,3
1,3,62,1,15,3,1781.516619508957,1
1,3,21,1,49,5,1786.515680590415,1
1,2,21,1,63,2,1790.0368063073709,3
2,1,58,2,20,1,1810.3587264279015,1
2,1,20,2,32,6,1811.6680202364823,1
2,1,49,2,37,4,1814.4654151793038,1
2,1,86,2,14,5,1814.9495204126963,1
2,2,30,2,54,5,1816.5350486424932,1
2,1,20,2,35,6,1817.5021635873522,1
2,1,39,1,32,2,1817.6547355601554,1
2,4,32,2,36,2,1818.0968429091345,3
1,4,24,2,7,5,1819.1383745066119,1
2,3,52,1,6,5,1820.1246163380313,1
2,4,39,2,6,1,1821.5937707527357,3
1,4,69,2,33,2,1821.612460196963,3
2,1,39,2,22,5,1821.7509695678864,3
1,2,60,2,61,5,1825.872171985767,3
1,1,22,2,62,2,1826.4265966483322,1
1,3,32,2,5,1,1826.8473266200388,3
2,2,22,2,18,5,1827.4321643660862,3
2,3,60,1,5,2,1827.8366974003454,3
1,3,45,1,20,5,1828.4410103513708,2
2,2,39,2,3,1,1828.9037037844018,2
1,3,53,1,59,5,1830.874296037632,4
1,3,49,1,21,2,1831.9820255892064,5
1,2,90,1,28,3,1840.0072226917928,5
1,3,20,2,57,3,1840.0438340550866,2
2,2,27,2,62,2,1840.2155520625072,2
2,3,53,1,10,2,1840.493199932892,3
1,3,53,1,52,2,1841.4795635187484,1
1,3,20,1,30,2,1842.394159336749,5
1,3,31,2,26,3,1842.7108222466222,2
1,1,58,1,45,2,1844.7575452206117,4
2,1,64,1,45,2,1844.8827276094105,3
1,3,69,1,39,1,1845.4706184252705,4
1,3,54,1,60,1,1859.2290084986826,3
1,3,21,1,54,1,1859.5787194315596,4
1,3,79,1,29,4,1860.4923020987849,1
2,1,79,1,27,1,1860.8696008358802,1
1,4,20,1,63,3,1861.323202493781,1
1,3,51,1,3,5,1862.5933645997231,1
2,4,21,1,32,1,1863.313624774184,1
1,3,36,1,54,3,1866.1501043356495,2
1,3,49,1,60,3,1866.1722377991061,2
1,1,82,2,63,1,1866.5455245853834,2
1,2,50,2,29,1,1868.3261406907689,2
1,4,83,2,56,1,1871.1203676315404,2
1,4,41,2,12,4,1871.6879177870605,3
2,1,44,2,23,3,1876.6680962857072,1
2,1,49,2,9,1,1881.4603397599956,4
2,4,78,2,54,3,1883.7914859652103,2
2,3,78,2,35,3,1885.1272438434573,1
2,1,70,2,11,7,1886.6503597235821,4
2,2,78,2,63,7,1887.8045868511094,2
2,1,78,1,20,7,1887.98654220806,4
1,1,79,1,20,6,1888.5048278177655,4
1,1,44,2,21,6,1888.5868100054834,1
2,2,22,1,14,7,1889.7936726725964,4
1,4,22,1,50,7,1890.0842311262975,3
2,1,82,1,61,7,1890.748987496638,3
1,1,22,2,19,7,1891.9668634009452,4
2,1,36,2,14,7,1892.199980367059,3
2,1,79,1,48,7,1893.3677980828852,5
1,4,79,1,10,7,1896.239189475251,3
2,4,37,1,44,7,1900.7880277881438,4
1,1,79,2,23,4,1903.9241770509814,2
1,1,47,2,44,5,1912.0591996851672,4
1,1,78,1,14,6,1912.1643948388053,5
2,4,70,1,44,6,1912.841145925094,4
1,2,26,1,44,5,1913.8309981084772,5
2,4,21,1,20,7,1913.8727208982152,4
1,4,45,1,48,3,1914.1688519981963,5
2,4,78,2,34,5,1914.4919332637648,1
1,1,78,1,61,7,1914.727653447754,2
2,4,82,1,9,7,1914.8048227614538,1
1,1,21,2,57,4,1915.5161664679677,1
2,2,47,2,57,6,1915.6162906800164,1
2,4,79,2,57,5,1915.7826206033174,2
2,2,78,2,59,4,1916.0198942832606,2
1,2,30,2,59,3,1916.8636624759476,5
1,4,59,1,20,3,1917.0782771728943,2
1,2,44,1,44,3,1917.7471309263133,2
1,2,21,1,18,3,1917.9733369814567,2
1,2,78,2,63,3,1918.545474342638,4
2,4,21,2,63,6,1918.6198832710818,5
2,4,79,2,6,6,1918.954887328319,1
2,1,37,1,9,3,1924.7317119618453,5
2,4,85,1,14,3,1935.6805382066348,5
2,4,49,1,15,3,1952.0574546573675,1
2,1,14,1,6,6,1954.4615802182877,5
2,1,69,1,60,3,1956.147326599583,5
2,1,69,1,36,4,1960.1580124625195,5
2,4,38,2,38,2,1961.4523506197281,3
2,4,48,2,32,6,1964.0328909619404,4
2,1,24,1,28,3,1965.8638148358168,5
2,1,68,2,37,2,1967.27000890927,4
2,3,84,2,29,4,1971.1907748323642,5
2,2,84,2,18,3,1982.334587745315,5
2,2,36,2,53,2,1984.8160900495573,3
2,2,86,2,48,2,1987.44123025272,5
2,2,64,2,15,6,1988.0701788938723,4
2,3,87,2,48,3,1988.3449596323205,1
2,1,90,1,14,3,1991.4545919978898,3
2,2,86,1,14,4,1993.8968771051686,5
2,2,27,1,3,4,1997.0320639705149,3
1,1,51,1,9,3,2000.6128076795817,3
1,3,37,1,14,3,2004.7437820120035,3
1,3,37,1,5,2,2007.679477277488,3
1,4,51,1,37,4,2012.8494913483657,3
1,1,44,1,49,4,2013.3263000385016,4
2,3,54,1,20,2,2033.240632673478,4
1,3,45,1,2,2,2034.5579300465145,3
1,4,83,2,54,3,2037.265494411629,4
1,4,30,2,54,2,2038.8297852791898,3
1,1,46,2,56,6,2039.0871986128047,3
2,1,29,2,5,2,2039.680253489184,3
1,1,89,2,14,6,2040.7050708886427,5
2,1,31,2,54,6,2042.7582765250736,4
1,1,64,2,36,4,2043.451594328884,1
2,3,35,2,18,6,2045.5866113358004,4
1,4,31,2,61,4,2046.3802254914312,4
1,3,54,2,53,3,2052.0689898315113,2
1,2,81,2,45,6,2052.3092022774913,1
1,2,81,1,45,5,2052.3401087586876,3
1,2,38,1,13,5,2052.5543032432297,1
1,4,54,2,38,3,2054.1959251874596,3
1,2,55,2,9,5,2054.226403815477,1
2,2,54,1,30,5,2054.773493330862,1
1,1,55,2,33,3,2055.0772101933094,3
1,1,81,1,42,2,2055.6897215199742,1
2,1,14,2,42,5,2064.3583625568467,2
1,4,53,2,43,2,2067.640083505873,3
1,2,46,1,44,2,2067.694528388612,3
2,3,53,1,43,2,2069.838172745526,1
2,1,81,2,31,3,2072.0187608262195,2
2,1,29,2,55,2,2073.594986465193,2
1,1,53,2,52,6,2074.7384420017656,3
1,4,15,2,4,5,2076.257322001463,3
1,4,29,2,22,5,2077.429490064136,1
1,2,53,2,43,3,2079.551630774005,1
2,4,36,2,46,2,2088.642568707461,1
2,4,55,1,31,2,2088.9971639261344,1
2,1,34,2,4,6,2089.5694560938846,2
2,2,55,2,42,3,2089.976900665041,5
2,3,76,2,6,2,2090.029465946116,4
2,1,15,1,31,3,2090.1970257561675,5
2,4,31,2,2,2,2090.3581079156124,2
2,1,29,1,52,2,2090.675880634589,1
1,3,33,1,13,2,2090.706372160359,2
1,2,31,1,2,2,2091.1574460666916,5
2,2,17,1,23,3,2091.2465636045854,1
2,4,55,1,2,3,2091.258818667328,5
2,3,55,1,43,2,2092.268461316047,1
2,3,29,1,15,3,2092.894280048857,4
2,4,55,1,31,6,2093.1670636674976,5
2,3,55,1,6,3,2093.555723329584,1
2,4,31,1,53,1,2093.7768279742913,4
2,4,55,1,53,3,2093.8791633653036,5
2,1,76,1,53,1,2094.285239187105,1
1,1,55,1,35,1,2094.93055121722,5
1,3,83,1,0,1,2095.405954716052,2
1,3,82,1,3,3,2097.0255011092427,1
1,3,52,1,56,5,2097.619200900415,5
2,3,52,1,55,5,2099.674737941582,5
2,4,52,1,55,1,2102.869978419726,5
1,4,82,1,24,6,2104.7554905306115,1
1,3,82,1,10,1,2109.401343438399,4
2,4,52,2,43,5,2110.8708478158746,1
2,1,36,2,56,6,2112.4107553700355,3
1,1,17,2,56,1,2114.1739288134445,3
2,4,17,2,46,7,2115.2465579560667,3
1,4,31,2,23,6,2116.4529539356054,1
1,1,31,2,5,4,2118.7620096422916,4
1,1,18,2,13,6,2124.3394804879135,4
1,1,41,2,29,3,2124.993695901075,3
1,2,40,2,10,7,2125.393932789589,3
1,2,80,1,39,7,2128.7436976848917,3
2,3,68,2,1,4,2134.584632853998,3
1,2,80,1,20,3,2134.7523425745653,3
2,2,42,2,13,6,2143.4684345594164,4
2,2,66,2,1,4,2160.918110770897,4
2,4,31,1,29,6,2161.194753386825,4
2,2,83,1,52,4,2162.3424075789285,5
2,2,35,1,47,5,2162.4307305073594,1
2,1,54,1,29,4,2162.8605290333485,3
2,2,83,1,22,6,2163.5696442298754,2
2,2,77,1,39,7,2163.610256772117,1
2,1,66,1,22,6,2163.826892333168,1
2,1,31,1,2,7,2164.1453140837125,5
2,1,54,1,56,1,2165.170790386345,1
2,2,55,1,59,6,2166.743359392703,2
1,2,18,2,46,6,2166.9861490376766,1
1,4,82,1,0,5,2168.03151338591,1
1,2,83,1,36,4,2168.277666509397,1
1,2,55,2,16,7,2169.470950825005,1
1,2,55,1,38,5,2173.13061581949,5
1,2,30,2,4,4,2174.5245030730393,3
1,3,36,2,0,6,2174.92159047761,4
2,3,16,2,47,5,2175.796881461335,3
1,4,74,2,56,4,2181.3035260119104,4
1,4,42,2,56,1,2190.870805079255,3
2,3,74,2,7,3,2191.559575818752,4
2,3,37,2,1,4,2200.5328768045765,4
2,4,29,2,53,3,2201.444781536052,5
2,4,29,2,28,5,2201.4704273390576,5
2,4,67,2,4,4,2202.4659981941186,2
1,3,71,2,0,1,2203.0778548710405,4
1,1,31,2,5,5,2203.461120370101,3
2,3,30,2,58,3,2203.6785080325076,4
2,2,44,1,58,6,2204.3642923306325,2
2,1,71,1,58,5,2204.87244857102,3
2,4,30,2,54,4,2204.9494973648184,4
1,2,30,2,58,5,2205.2258930195444,3
2,4,71,1,52,4,2205.6729061575916,3
2,1,29,2,26,5,2205.9004748909847,2
2,4,67,2,28,4,2207.1064725230412,4
2,4,33,2,28,3,2214.371995626444,4
2,4,40,2,1,4,2223.2143717571985,4
1,4,15,1,24,4,2227.180771261805,4
1,4,15,1,3,4,2227.6285690210802,4
2,4,40,2,56,1,2234.4291287092924,5
1,4,22,2,52,6,2236.371683267885,4
2,2,41,2,37,7,2236.560533704333,5
1,1,40,1,52,7,2236.979649976141,4
2,4,31,2,24,3,2239.527141694204,3
2,3,78,1,9,7,2272.490295177478,2
1,4,66,2,56,4,2274.494104142816,5
1,3,75,2,53,4,2275.3354632487176,4
2,4,78,2,38,1,2279.928738418487,2
1,4,78,2,36,4,2282.566784389288,2
2,3,15,2,44,6,2284.967246386332,2
1,4,35,2,57,7,2287.4382619180815,2
1,3,40,2,38,1,2287.648164323248,2
2,3,28,2,56,7,2289.331079890585,2
2,3,28,2,44,6,2296.606191697791,2
1,4,28,2,22,6,2303.0621904773707,2
