EF21H,TAETIGKEITSSCHLUESSEL4,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
1268.5307742303319,1,5,86,3,321
865.9083960122155,1,4,64,3,341
552.9699427420728,2,7,77,1,337
217.95373684860542,1,2,84,4,353
529.199258841223,1,2,67,4,349
69.72949882048397,1,5,83,3,355
69.72949882048397,1,3,84,3,352
869.014753673676,1,7,84,3,356
117.94346651928227,1,7,77,4,354
213.15250951561032,1,2,87,4,357
274.0569416860751,1,7,87,3,356
274.0569416860751,1,1,64,3,365
788.9149737300304,1,1,75,3,364
707.5435583828756,1,6,87,4,367
850.5661145121877,2,6,85,2,375
1100.4983926690825,2,5,69,2,382
52.56984058465057,2,6,78,1,380
327.1633918863233,2,1,86,3,385
5152.788272741206,2,6,72,4,413
4889.904015437551,2,4,83,4,413
1465.8062104885473,2,6,78,2,415
2048.643215588633,2,6,78,4,417
5332.899913183271,1,6,64,4,438
347.51432392495366,1,5,77,1,452
3347.5684150642173,2,5,71,4,452
654.9326096627246,1,3,69,2,456
5181.645689386915,1,7,68,4,458
5181.645689386915,1,6,73,4,456
868.5991496642782,2,7,89,3,466
579.7679099713931,2,1,65,1,460
1642.2392840368407,2,1,66,2,484
4828.50853278991,1,6,73,4,461
746.834727976326,2,5,82,1,492
998.4776219212714,2,6,64,1,466
699.0151412052443,1,3,69,3,496
161.35541830991505,1,2,78,3,467
998.4776219212714,1,1,83,1,500
998.4776219212714,1,5,83,1,467
749.5678285028905,1,3,64,1,503
3647.252551004105,2,6,65,4,497
702.5126209025818,1,3,79,1,503
566.249285100854,1,4,76,1,499
621.6012908602402,1,3,87,1,504
621.6012908602402,1,1,73,1,500
1173.2958549105635,1,1,86,1,506
1173.2958549105635,1,2,83,1,506
730.8990475309507,1,1,77,1,509
723.1108275780167,2,3,83,1,509
1724.2230724449043,1,5,21,4,534
433.4889461196596,1,5,17,3,521
463.8973615538062,1,3,19,4,539
433.6897694871344,1,5,29,3,548
246.04632824077902,1,3,17,4,542
438.8141686343253,1,5,25,3,562
49.02528854960312,1,5,21,4,542
857.5128220697002,1,1,20,3,571
434.1173872397093,1,5,18,3,546
859.9428617560554,1,2,17,3,578
1120.7683963729326,1,5,18,3,548
436.66030837664897,1,5,17,3,594
690.6687721414833,2,2,20,3,551
691.7783165073641,1,3,30,3,594
318.63478826260314,2,3,29,2,574
441.30772567188706,1,1,26,3,625
111.05741161582557,1,5,20,4,586
1495.277466727599,2,5,20,3,628
771.815743531804,1,3,29,3,586
107.7114629243743,2,4,19,4,632
183.8178794976605,1,2,29,1,587
164.32238873740735,2,1,19,1,650
676.4561669580062,1,2,26,4,593
678.1907097967198,2,2,31,4,652
676.4561669580062,1,4,20,4,595
176.21537283103467,1,1,18,2,664
1470.3448724386838,1,3,16,4,597
799.1439326462284,1,3,26,1,669
856.2388131152364,1,1,26,4,626
990.6137127674054,2,2,31,1,686
863.1445943911692,2,7,20,4,631
1018.0599564832287,1,7,28,3,715
1271.7457365432167,2,7,21,3,636
1008.9370725317037,2,3,30,4,726
265.00552916237575,2,3,30,2,650
1219.4828819442357,2,7,26,4,754
346.27426859221754,2,7,17,2,655
424.56827842270644,2,7,26,1,755
559.1984806033392,2,7,20,3,673
1012.6433310705474,2,7,26,4,755
428.14762739337186,2,7,20,1,681
428.5992713155135,2,1,26,1,759
679.3892103080044,2,1,21,4,703
1467.6652604995113,2,7,19,1,763
1501.2084191854833,2,1,29,1,715
701.9060221810545,2,1,26,2,764
691.6724142720633,2,3,21,3,725
1027.294264046139,2,1,18,1,766
698.3983321146086,2,7,24,2,759
1038.9792845855263,2,7,28,1,767
604.345029820267,2,5,32,2,523
1433.7368433149204,2,1,32,1,541
194.61526250085035,2,7,32,2,726
40.50203726063481,2,7,32,4,542
1123.563291712967,2,6,33,4,758
1122.4048520960512,2,7,33,4,710
68.86897422078347,1,1,32,3,787
182.59425898006506,1,7,32,3,791
604.345029820267,2,7,34,2,571
509.54968244050207,1,4,35,3,545
456.6514660971603,1,3,35,4,724
194.08963722636068,1,4,35,1,632
196.2083536038408,2,4,35,3,725
682.3006165712436,1,7,35,4,704
176.83232631899327,1,7,34,3,770
44.618093389625145,1,6,35,3,756
46.22228473306074,1,2,35,3,809
46.22228473306074,1,2,35,3,766
466.56983270622663,2,1,39,3,540
641.1956590493293,2,3,38,1,593
1433.7368433149204,2,3,39,1,651
502.17970135329927,1,3,39,3,650
502.17970135329927,1,3,36,3,714
196.2083536038408,1,3,39,3,765
70.97744387633155,2,2,37,3,726
346.34795138124036,2,2,45,3,543
926.1508138203067,2,4,42,2,523
926.1508138203067,2,2,41,2,567
797.4375235033081,2,4,46,2,594
1152.1675773265863,2,5,44,2,593
690.6881813497487,2,6,44,3,652
1460.21261682362,2,5,42,2,624
1494.345148865893,2,6,40,1,704
969.3776647079336,1,1,41,3,790
970.3864743193889,1,6,46,3,815
644.5917682264815,2,4,58,4,513
650.0433691624821,2,6,54,4,521
640.0236696263793,2,6,49,2,528
651.3544062274826,2,6,62,4,521
860.0260595539188,1,1,55,4,545
306.11427066079756,2,1,60,1,522
856.5342269075843,1,1,55,1,550
861.9450027731084,2,1,60,4,522
863.325351310044,2,4,57,1,550
1520.3371882578017,2,6,62,2,538
1300.3058089097742,2,1,62,2,577
1604.931716485873,2,6,62,3,542
1312.1481161897868,1,1,60,3,586
201.99861409623423,2,7,62,1,548
1327.9875988077029,2,5,58,2,595
815.9745785369217,1,7,48,3,561
1513.8815613852935,1,6,48,3,628
279.39647499947677,1,5,62,4,565
499.5999223382752,2,2,52,4,648
506.9882114725043,1,5,62,4,566
1209.784147556883,1,7,60,4,650
1165.5997463802453,1,5,62,4,578
206.309847584824,1,5,58,2,651
509.28384156255714,2,2,59,4,586
1270.808573699616,2,2,59,2,654
488.2634439881062,2,5,49,1,597
344.82481548044944,1,5,49,4,668
1396.8330036075424,1,3,58,4,638
437.62846586541036,2,7,60,4,675
205.166212958323,1,7,58,3,654
1389.3137973822652,2,1,62,4,681
1204.0339546992361,2,7,48,2,724
446.4709849169617,1,3,60,4,685
346.56653398995513,1,7,55,4,759
193.70650898047506,2,1,60,4,703
676.7738101989557,2,1,60,4,761
552.7860630147476,2,1,57,3,779
443.1647295356974,2,6,58,4,785
1162.9594407397417,2,7,59,1,799
813.1148266775933,2,4,71,4,523
1663.3401131845126,1,4,71,4,523
868.5417054483081,1,7,79,4,531
1627.492959813959,1,4,86,4,530
1637.1962577927857,2,5,66,4,536
810.9299698749451,1,6,83,1,533
1622.4138949939015,2,6,76,4,540
811.2948322019938,1,2,67,4,536
1148.901907962246,2,7,79,2,542
575.5672684835528,1,6,64,4,540
868.2600370295577,1,7,86,3,546
869.8734098509586,2,5,83,3,542
564.8176053539555,1,2,76,4,577
1304.0099041196684,1,4,74,2,550
111.56349720226662,2,4,69,4,586
814.3505375969904,1,5,68,1,560
110.91618476697175,2,5,67,4,587
814.3135172927917,2,5,70,1,562
507.74588814876125,2,5,74,1,595
1156.0690935293803,2,5,74,4,571
1319.9436652443667,2,6,68,3,597
700.0823803684482,2,3,86,1,576
724.5228833421352,1,3,68,1,627
727.6633370320369,1,5,89,1,596
1152.443709614943,1,4,78,4,633
695.7849405980116,1,6,81,1,625
814.4925114391752,2,6,70,1,638
1315.9713187690384,2,4,77,3,639
488.6997361018442,1,5,86,3,648
36.24557416365031,2,5,81,3,648
721.0292740136832,2,5,64,3,652
1661.6370248715896,1,3,87,1,649
489.62782392348913,1,6,86,3,652
1439.6200633296676,1,6,89,1,649
1641.8753911861481,1,3,70,1,653
345.2662564527121,1,7,74,3,652
489.8936930738066,2,1,86,3,655
506.55977923018463,1,3,71,2,653
555.5066190221387,1,3,83,2,666
348.9936107050359,1,3,71,3,654
1156.853540982209,1,6,70,2,671
856.8351567498581,1,2,79,1,655
98.64932779868016,2,7,69,2,676
305.2892581331068,2,3,64,1,675
273.259359512012,2,3,70,3,704
348.07723220409423,2,6,83,3,707
916.6186428492388,2,1,86,1,724
811.78793511442,2,1,76,1,711
1160.5677537084575,1,3,69,2,726
180.57493333625897,1,1,71,3,715
182.08183676297446,1,7,69,3,727
182.08183676297446,1,6,79,3,724
1307.6971490526723,1,5,87,3,727
3384.085982365058,1,7,72,2,754
310.67291265684105,2,7,87,3,755
310.67291265684105,2,1,68,3,756
914.9730343780898,2,2,71,1,767
684.4243089401522,2,6,82,3,786
162.7288790139764,2,7,71,1,796
182.08183676297446,1,7,71,3,803
3384.085982365058,1,6,69,2,799
