EF41,TAETIGKEITSSCHLUESSEL4,B52,EF16U2,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
74,1,686.4634791017186,3,3,320
83,1,878.195956827278,2,3,333
74,2,604.8340766110093,2,3,321
64,1,1261.0158854765268,3,3,343
76,2,787.0904243316835,1,4,332
65,1,1174.9453864394638,3,2,352
67,1,681.9987671861657,3,2,349
68,2,562.789978027344,6,3,353
86,2,562.789978027344,6,3,352
86,2,609.1749190410426,2,3,358
68,2,609.1749190410426,2,4,354
87,1,817.2937883903166,1,4,364
73,2,365.3438078161654,6,2,359
87,1,878.195956827278,2,4,366
66,1,787.2516863584663,7,4,366
75,1,363.29072465863385,3,3,372
85,1,224.5176845413276,5,1,370
67,2,513.1645618659261,3,1,374
71,2,513.1645618659261,3,3,371
70,1,671.356755686465,6,3,377
70,2,562.789978027344,6,2,373
71,1,562.789978027344,1,2,380
75,1,257.63588057511987,5,4,379
83,1,865.7031282457405,2,3,383
69,2,774.2645098801667,5,2,397
78,2,609.1749190410426,2,1,389
76,1,810.4753159619426,1,4,413
88,2,105.5738160714277,2,3,396
70,2,105.5738160714277,2,2,414
87,2,1195.249443510909,2,2,399
84,2,360.511199780857,3,1,457
70,2,1194.137896633235,2,1,442
72,1,965.506893055839,6,1,459
83,2,670.2595479671837,6,3,458
81,1,893.3975463207676,5,1,466
68,1,348.755787962656,2,2,461
76,2,814.7949308890314,6,1,468
74,1,990.1032450717657,4,2,465
78,1,892.1420235685381,6,1,471
70,1,361.20763918959267,3,1,466
83,2,257.28874384488125,3,1,493
70,1,105.5738160714277,2,1,469
83,2,217.96046738097638,6,2,499
69,1,360.4285717060788,3,4,493
69,2,822.8767674313044,6,1,505
72,1,716.4165852815656,6,1,501
79,1,25.578724834066062,4,4,509
69,1,292.5864156674531,3,2,508
8,1,755.0941361236532,6,3,519
21,1,990.8892277214842,7,3,523
17,1,247.42712729686215,3,4,538
19,1,431.30268773726493,3,4,532
17,1,243.91876735275122,3,4,560
18,1,174.58038022027517,2,3,547
21,1,424.57456465694065,3,3,564
18,1,430.7545229926023,3,3,560
20,1,842.6104515176822,4,2,576
18,1,628.4396556809912,7,3,564
20,2,869.7037190745148,5,3,586
20,2,800.1573035310348,5,3,564
20,1,175.23175292140206,2,1,587
19,2,838.6643275124642,5,3,567
30,1,786.1526873439662,3,3,592
26,1,787.7160110558751,3,4,586
26,1,787.7160110558751,3,2,593
31,1,959.6448307412804,5,2,587
30,1,981.7080168263743,3,4,599
28,2,867.8720762790321,5,4,594
21,2,461.49711265357854,3,2,626
27,2,1000.3078259145744,6,1,596
18,2,866.2655625049974,4,1,630
18,2,800.0107672812442,5,3,597
21,2,292.4157301415541,3,1,633
29,1,879.9116248161018,3,4,597
21,1,292.9734381242061,3,2,635
30,1,541.1526132822737,6,3,599
20,1,409.090599095607,2,4,650
19,1,460.89209212319764,3,4,651
22,2,822.3240317396666,3,1,672
18,1,818.826854539605,3,3,652
18,2,879.3050201022406,3,1,689
20,1,879.9162164066333,3,1,653
21,1,866.3204490956672,5,1,691
20,2,878.1773678798129,3,1,654
20,2,871.8153197676163,4,1,700
31,2,893.8793680967946,3,3,655
27,2,892.9595050820083,3,1,705
19,2,113.14734935734448,7,3,666
30,2,57.913157471139726,7,4,713
27,2,116.28401428392489,7,4,670
27,2,112.21824132489333,7,1,716
17,2,361.81934767121334,7,3,682
24,2,447.93656319780007,7,1,726
26,2,283.87566377095004,7,4,709
31,2,112.88439717364133,7,4,760
26,2,361.4836965562375,7,3,714
26,2,62.204306441973486,7,4,765
21,2,148.0053961879498,7,4,757
20,2,148.95284398276908,7,4,767
32,2,387.9709636585282,4,3,520
47,2,495.9646390855017,5,1,546
35,2,562.789978027344,4,2,530
36,2,1124.8221939455943,4,1,572
39,2,624.8349768292811,5,1,567
46,2,483.7957695511798,5,1,586
32,1,724.3431461478407,1,2,595
44,2,726.3968903578647,1,2,587
44,2,834.5429448308578,2,1,629
36,1,1023.1081878700325,3,1,597
42,2,786.2616317245121,1,1,634
39,1,562.789978027344,4,3,626
59,2,607.7639898432509,6,3,516
49,2,607.7639898432509,6,2,522
49,2,146.14157704735513,4,3,520
60,2,607.7639898432509,6,4,544
62,2,718.4912578828513,4,3,542
63,2,607.7639898432509,6,2,548
59,2,718.4912578828513,4,2,550
63,1,1057.1053682918578,2,2,550
49,2,1159.3650895321232,4,2,570
60,1,562.789978027344,1,4,576
48,1,562.789978027344,1,4,577
55,2,562.789978027344,1,2,595
52,2,562.789978027344,1,4,587
50,1,1052.3266082186665,3,4,632
63,1,809.8983170720816,6,1,599
35,1,1039.4657102842332,3,2,648
46,2,1056.0298474811852,3,3,652
40,2,787.9389960205403,1,3,684
32,1,967.4054419412705,2,4,705
38,1,1134.2082549686424,2,4,708
36,2,718.8668472715133,1,4,719
36,2,1233.9773490506748,6,3,713
36,1,562.789978027344,4,4,724
36,1,652.4635515249131,5,4,727
45,1,1249.5240498477413,3,2,724
33,2,800.1199743819178,1,1,755
35,2,1135.3442141595224,2,4,757
36,2,653.1135748380442,5,3,760
39,2,822.997944284407,7,2,758
36,2,819.5261802284687,7,4,762
32,2,1077.2002968703712,5,4,765
33,2,803.8734642287939,1,4,765
34,1,907.4725521219408,2,4,767
52,1,129.5894304516915,5,4,648
52,1,129.5894304516915,5,4,654
48,1,1262.1564989003111,6,4,652
52,1,1262.1564989003111,6,4,680
52,1,129.098463123514,5,4,669
55,2,1037.2137082654235,5,1,689
55,1,1158.2954281194523,3,2,684
54,2,1119.6752201657482,7,1,765
58,2,671.551107838887,3,2,671
59,2,573.1233085254823,6,4,678
59,1,1157.3294824726356,3,4,724
58,1,908.4726582319264,2,1,697
60,1,1052.3266082186665,3,4,652
63,2,590.8532410899286,6,3,649
63,2,901.2530158220487,2,2,666
61,1,1193.492851679228,4,4,652
62,2,1074.6059297093268,2,2,758
62,2,587.668975280086,6,4,652
62,2,587.668975280086,6,2,760
63,2,1076.5132501123626,6,1,676
48,2,1159.0823696616633,4,3,774
39,2,585.1214664044649,6,2,785
59,2,1258.76051484017,7,3,789
38,1,1157.1804319766468,6,3,796
52,2,1232.4303489918495,5,3,797
39,1,562.789978027344,6,3,797
44,1,891.7616765945565,2,3,806
59,1,891.7616765945565,2,3,799
67,2,116.8960582237618,5,3,521
86,2,360.8992390860315,6,3,522
83,1,257.44304423850923,7,4,530
75,2,349.71694088036816,4,4,533
83,1,721.978475333964,6,4,535
69,1,818.240880689277,6,1,542
69,1,256.24122785171465,5,1,539
67,1,71.19655582670258,6,4,543
66,1,258.8708166556642,5,1,540
85,2,1157.005866102438,6,3,566
86,2,177.70849571469338,4,4,540
80,1,562.789978027344,7,1,573
76,2,562.789978027344,7,3,542
83,2,673.0316450869959,7,1,576
82,1,57.90979380882132,5,1,544
66,2,87.82066654997537,2,1,578
77,2,70.17186865919223,6,1,548
66,2,1213.7873970444075,6,4,586
68,1,390.7777430338729,5,2,550
86,1,497.4399390128439,3,3,586
84,2,1122.6762098918139,6,1,568
68,2,240.48119528591553,5,1,592
73,1,264.45329766579465,6,4,578
75,2,917.6595550265306,1,4,595
69,2,384.46093876483894,5,1,587
66,2,683.0913837576084,7,4,598
74,2,681.8721647939713,7,1,596
84,1,257.6465048399291,7,4,599
76,1,389.6098556723695,5,1,629
67,2,243.38411465770486,5,3,626
69,1,1036.4557088219706,3,1,634
89,2,44.192851210539665,2,2,628
78,1,230.50879618646098,3,3,648
76,1,878.2516707190838,1,1,634
81,1,1200.9320771716204,6,2,651
71,1,1130.77212074314,3,3,648
70,2,1063.3576287358158,5,2,652
78,1,72.86161295093304,3,2,648
82,1,292.5065335828071,4,2,653
68,2,1229.1527843623696,4,1,651
89,1,1251.0679651016978,6,3,666
71,1,259.4245787500351,6,2,652
87,1,1061.6036653041886,3,3,669
71,1,258.8153081840484,6,3,655
68,1,292.58871366212946,4,2,671
70,2,179.55724065405298,3,1,669
64,1,409.7446696481928,4,3,684
68,1,1038.3640121820902,3,3,682
71,2,135.58974459743425,2,3,691
68,2,256.4199643586057,5,1,687
74,2,819.3484616617143,6,4,700
88,1,1135.0085733056058,3,1,704
66,2,769.1758982628204,6,2,708
73,2,75.58124696529539,3,4,724
78,2,987.0712805303608,2,4,713
75,1,1037.397228851152,7,4,725
71,1,1193.7468022979601,3,1,726
71,1,1142.146376389853,3,3,726
71,1,1174.3080181122355,3,1,727
70,2,345.14008616512604,2,1,752
82,2,624.9948886499429,6,3,778
87,1,1133.4789389984585,5,1,758
67,1,1173.2214628335093,3,1,808
87,1,258.1149582757668,3,4,764
