TAETIGKEITSSCHLUESSEL4,EF41,EF10,EF40,EF16U2,LEISTUNGSGRUPPE,B27,EF48,B52
1,32,1,30,7,3,aa,994.4625350912069,347.2768930045965
1,50,2,17,2,3,aa,1001.6457755183491,1159.9892662144082
2,58,2,41,2,5,aa,1004.5518917011121,515.177454305612
2,14,2,57,7,3,aa,1012.5427954994896,245.95072816292114
1,88,2,57,2,3,aa,1012.8149018381516,1052.33995425082
1,63,2,60,2,3,aa,1013.1354700066018,1315.2949009412102
2,69,1,43,5,5,aa,1013.584101301332,722.5236562713943
1,52,1,43,5,5,aa,1016.9878126433664,722.3708736347974
1,47,2,40,5,5,aa,1018.8645985121508,1060.4686085915803
1,50,2,40,2,5,aa,1019.1427265412271,796.8546559176827
1,59,2,48,2,2,aa,1020.5750798718962,799.9482747486711
1,70,1,30,2,3,aa,1026.845353595697,1157.534060015693
1,44,1,35,5,5,aa,1027.5682375693596,1108.1230856471977
1,66,1,8,3,5,aa,1035.4637962309246,1287.1949045033373
1,49,1,17,3,1,aa,1042.9788631673962,431.9820255892065
2,57,1,3,5,3,aa,1045.8361595642195,1195.8082654346788
2,35,1,17,5,3,aa,1046.8579262421651,562.789978027344
2,59,1,8,3,3,aa,1048.8772434326183,105.65174057057342
1,58,1,17,3,3,aa,1051.3416159782007,502.06230816901564
1,35,1,54,1,3,aa,1055.4822590246329,160.4080450247786
1,86,1,45,6,3,aa,1056.0775608067863,349.3374043189559
1,58,1,23,1,3,aa,1056.1889889157565,1214.9283268513327
1,33,1,17,1,3,aa,1056.953089637416,717.2459666318824
1,35,1,54,7,2,aa,1057.8029340517733,813.3483623441083
2,49,2,54,1,1,aa,1057.8549368708489,1036.320579186686
2,88,2,22,7,4,aa,1058.1276846308915,804.2903315529293
2,59,2,14,7,4,aa,1058.3992488558545,1038.9674175827702
1,57,1,45,1,3,aa,1058.497691635253,785.5192459343382
2,90,2,53,2,3,aa,1058.6063821994867,725.1272438434572
2,75,2,55,7,3,aa,1059.0200246821885,1134.538778524818
1,31,2,11,7,4,aa,1059.1530378824189,893.8026890023814
2,35,2,9,7,3,aa,1059.3503436938138,178.65020460780556
2,82,2,3,7,5,aa,1059.3621437773324,390.9630766207214
2,57,2,45,1,5,aa,1059.3933789111334,398.4247456741829
2,32,2,9,7,5,aa,1059.5374657873485,390.93122851471253
2,88,2,28,4,2,aa,1061.1327313794686,56.05919968516707
2,71,1,35,7,4,aa,1061.207850998027,1211.6288334740068
2,81,2,28,7,1,aa,1061.714926296092,398.87429603763195
1,70,2,16,7,3,aa,1061.8337501886551,615.635004454635
2,48,2,33,6,1,aa,1061.8621114590264,414.0164454809702
2,56,2,10,7,1,aa,1062.0873871145857,84.44101035137078
1,25,2,55,1,4,aa,1062.2423769350148,309.9996135347872
2,59,1,13,2,2,aa,1062.2638539595719,817.098921398321
1,17,2,33,1,2,aa,1062.457998029549,1158.7122605507373
1,19,2,0,5,4,aa,1063.0523450351175,173.18235109710363
1,50,2,14,7,4,aa,1063.5979254656008,1158.1378725754785
2,82,2,55,7,3,aa,1063.8304131323612,911.550564912413
2,80,2,28,1,1,aa,1063.9022749460576,1214.0359888961275
1,55,2,50,6,1,aa,1097.4534820973138,217.56708340057193
1,55,2,27,7,5,aa,1097.4619312823486,1343.803990958369
1,55,2,17,3,4,aa,1098.3155606341638,690.7276534477539
1,17,2,48,7,4,aa,1098.9514775019466,345.7390120163211
1,58,2,10,7,1,aa,1099.6595218534317,1158.8251270345897
1,90,2,17,3,3,aa,1100.0977716734385,414.5933645997232
1,32,2,17,5,5,aa,1100.3632989177372,470.45801699736506
1,22,2,17,1,2,aa,1101.2514614242725,1157.516848753025
2,31,1,16,7,1,aa,1101.942730109318,767.9022934255547
2,40,1,32,7,4,aa,1102.2227221987253,944.5298551995116
2,41,1,32,6,4,aa,1102.3590184808897,1036.9236562075018
2,73,1,10,5,1,aa,1102.7153906895885,410.1722377991061
2,73,1,50,5,5,aa,1103.4842535670032,409.4603397599957
1,66,1,57,2,5,aa,1144.5201394124063,1203.889631503397
2,74,1,3,2,4,aa,1145.430948585469,1208.828954199587
2,20,1,3,5,1,aa,1145.5507960531052,893.7083619359844
1,43,1,29,4,2,aa,1146.8269223869622,395.23270758965185
2,43,2,58,2,1,aa,1148.055766924842,161.1894570599674
2,69,1,58,5,2,aa,1148.4964584311424,1204.5932304618618
2,31,2,57,4,2,aa,1149.2456882036531,588.0790062312598
1,27,1,29,5,2,aa,1151.3812376065634,586.0736632997915
2,16,1,2,6,3,aa,1154.4996454654167,362.0790698664891
2,68,2,2,1,3,aa,1154.8970653563417,614.9548873283192
2,78,2,2,6,5,aa,1155.9686914803608,1133.93673305333
2,49,2,4,1,1,aa,1158.783161158699,1257.602212507384
2,48,2,58,3,3,aa,1160.0962548263199,360.55468675021825
2,16,2,50,4,5,aa,1160.8245225165479,74.16885199819632
2,28,2,46,2,3,aa,1163.1338963669164,613.725797164442
2,28,2,46,1,1,aa,1166.7497241563215,892.8377732819505
2,18,1,10,2,3,aa,1167.798162559977,446.3032717917104
2,18,2,50,1,2,aa,1168.8346278573463,111.68791778706047
1,48,1,10,3,4,aa,1170.8296115029812,105.27896502325719
1,78,1,46,3,2,aa,1172.491144789082,516.8827276094104
1,18,2,58,3,5,aa,1173.303902549031,1310.4191218945555
1,18,2,20,6,2,aa,1174.1558627116267,982.1306481975962
1,18,1,2,6,3,aa,1176.4770615130083,984.9067851264675
1,16,1,44,6,3,aa,1177.2921399053225,217.65625571915382
2,16,1,34,6,5,aa,1178.9614383630753,216.13211215177736
1,31,2,25,3,4,aa,1188.1752198858826,205.4594237352789
2,21,1,15,1,5,aa,1194.761426232923,1284.9439070370274
1,18,2,1,1,2,aa,1199.8045736279314,1301.4331093502547
1,79,2,15,1,2,aa,1203.0282222834132,1272.6020846979964
1,89,2,44,5,1,aa,1206.4644382775691,877.7675166919156
2,89,1,46,1,5,aa,1208.346278081707,445.65165435401445
2,80,1,46,2,1,aa,1209.188766518227,176.93801456242326
2,80,1,46,2,1,aa,1210.4531593619738,892.350267959644
2,30,1,47,5,2,aa,1211.236035277618,876.5656860994937
2,19,1,26,3,2,aa,1211.5663689485957,124.14670250137084
2,51,2,47,5,2,aa,1214.0888831229076,538.0350894469361
2,51,1,26,1,2,aa,1214.7235445261683,177.14248200547357
2,51,1,3,1,2,aa,1215.145632451737,649.8957429826052
1,86,2,58,6,3,aa,1217.88045160913,811.1811186485094
1,86,2,57,6,1,aa,1221.5508866131245,1334.3838989446763
1,16,2,59,6,3,aa,1225.632238295573,119.73149954162332
1,16,2,59,5,1,aa,1228.1158551575002,19.33157500962541
1,87,2,55,4,1,aa,1230.9235180799267,1133.4220667848513
1,49,1,12,4,3,aa,1232.1272354819816,7.232581360032842
1,49,2,29,3,3,aa,1233.1936769329184,751.9730844161202
1,29,2,50,4,3,aa,1234.7671225780603,1038.6211815817385
1,81,2,31,3,4,aa,1236.1949982834378,531.3251798617911
1,24,1,58,6,5,aa,1236.7327615703189,1331.4039639476568
1,64,2,24,5,4,aa,1245.7976581769237,807.0460923259641
1,64,2,23,4,4,aa,1246.934917929368,869.3907827836337
1,66,1,31,4,4,aa,1249.9803295793567,650.2461510493924
1,73,1,50,5,5,aa,1253.0632027828424,272.7413844186643
2,88,1,28,6,1,aa,1254.0073644192698,1226.5483085237727
2,50,1,11,2,5,aa,1262.129272713533,126.87356546315662
2,67,1,48,6,3,aa,1262.7277982771004,283.90130838426523
1,40,1,14,5,1,aa,1267.5580704349732,724.8696008358802
1,47,1,20,4,4,aa,1269.805358891756,876.3028980087289
2,49,1,28,5,4,aa,1270.3674406608623,1218.2063648645824
2,84,1,14,6,4,aa,1276.0781796978463,45.7717996532012
2,84,1,52,6,4,aa,1278.1087130116198,1229.6415059197418
1,77,2,20,4,3,aa,1280.6253503293226,117.8027244151379
1,47,2,20,3,4,aa,1280.7549323334265,13.136876400590733
1,41,2,33,4,2,aa,1284.5133635809038,388.1765867289766
1,46,2,4,4,5,aa,1285.166001281378,13.331369589030949
1,47,2,19,3,4,aa,1286.1913727710323,1279.2175088461672
1,62,2,19,3,5,aa,1291.8335127109244,965.1977474874157
1,32,2,5,5,2,aa,1292.239957862534,803.3633215331487
1,58,2,5,5,5,aa,1292.8243907097021,387.86707283223666
1,46,2,63,5,3,aa,1297.10745243978,1075.4380684997518
1,80,2,63,3,5,aa,1297.183512028114,1231.2147706729406
1,19,1,17,5,5,aa,1297.5878266888778,256.51719857985034
1,51,1,17,2,5,aa,1297.6279079450526,933.0151332837364
2,18,1,42,5,4,aa,1298.8226468354014,329.9332762593243
2,60,1,43,5,4,aa,1298.8973098607523,1079.90482271072
2,46,1,33,5,3,aa,1299.3884167885835,1054.0490628251368
2,35,1,33,5,4,aa,1299.7151453182944,216.59297275150044
2,52,1,40,3,3,aa,1301.2529392238448,1227.3292670549429
2,46,1,26,3,3,aa,1301.3906312501317,904.754026407625
2,46,1,40,5,4,aa,1312.8077591696565,732.5159713327411
2,53,1,1,5,3,aa,1315.4153945899536,625.9348120052282
2,34,1,3,4,3,aa,1318.4975953005762,1075.829742791113
2,56,1,19,6,3,aa,1324.8741116552562,63.40975369081223
2,19,1,33,2,4,aa,1327.6713252672214,744.048485736586
2,16,1,56,4,2,aa,1330.3723918879787,246.79330566790023
2,18,2,56,4,5,aa,1332.327648704255,130.3658559809227
2,79,2,56,4,1,aa,1337.037698843908,388.12373213997785
2,79,2,19,1,1,aa,1337.1978809754285,387.4274563443093
2,17,2,5,1,3,aa,1342.1285828124046,1333.0820879996418
2,77,2,1,6,1,aa,1343.312700649952,391.84259179917944
2,35,1,1,1,1,aa,1344.9959546069622,612.5101506978182
2,18,1,42,1,1,aa,1345.3954253580407,718.6079280423368
2,52,1,6,1,1,aa,1347.2031552978349,154.15010433564962
2,16,1,42,1,1,aa,1347.6414757036184,228.6680962857073
1,43,1,42,1,3,aa,1349.5196092540714,155.8397386387441
1,41,1,0,1,5,aa,1351.4242666260893,911.6249146131182
2,73,1,27,6,3,aa,1360.013551138818,1242.0607212547511
2,19,2,27,2,1,aa,1360.0330759832705,284.74926717610197
2,43,2,32,2,1,aa,1360.5098250016115,217.69922134409197
2,63,2,32,6,5,aa,1363.0335641696893,273.52886904536217
2,63,2,17,6,4,aa,1363.300064167619,787.6232850762175
1,45,2,32,3,4,aa,1363.6980846917722,177.42366331001944
2,45,2,32,3,4,aa,1367.2296274932487,1245.4510142047102
1,61,2,6,3,2,aa,1367.4799104432993,343.7344823912608
1,42,2,56,3,4,aa,1376.2267503201915,206.39401389407192
2,42,2,25,3,4,aa,1378.6245682607937,412.50696280742125
1,39,1,5,6,4,aa,1378.8508077475478,132.90370378440178
2,73,1,5,3,4,aa,1379.6165298494511,917.8984893609911
2,40,1,58,3,1,aa,1384.258292506849,1038.1025779676309
1,40,1,5,4,1,aa,1384.5724213043852,642.5971281762703
1,32,1,26,4,1,aa,1385.3160721154882,1315.957310533774
1,42,1,24,4,1,aa,1385.5849951182647,710.5474990511839
2,58,1,6,6,1,aa,1385.7150884484538,746.1121537408935
2,62,1,6,2,1,aa,1386.3993145763588,164.72617530986403
1,42,1,6,6,1,aa,1387.5502710778562,1314.535061832038
2,44,1,22,6,5,aa,1387.9508571715564,982.3251865781095
1,43,1,22,6,2,aa,1394.2850767425407,821.1186914632287
1,61,1,60,6,1,aa,1398.168103313529,412.6187011924953
1,75,1,6,6,1,aa,1398.6221377984145,893.2200614627233
1,25,2,23,7,5,aa,1413.2589220516522,1118.1855291896554
1,25,2,22,7,4,aa,1413.5368432822793,1224.1882002535144
1,67,2,32,7,3,aa,1416.7521268215744,987.316974677594
2,25,1,40,3,3,aa,1417.2630422776995,542.4408221491575
1,39,1,28,6,4,aa,1420.7085440235708,1231.4017609850637
1,67,2,28,6,4,aa,1424.0097477569457,1251.6507645765291
2,27,2,28,7,5,aa,1424.5840695076597,1314.8701313817965
2,24,2,54,7,3,aa,1425.2733172264955,904.0270897395897
2,21,2,54,3,4,aa,1426.828440672858,606.8062300984815
2,27,2,54,6,4,aa,1427.5687323737782,380.90131347178976
2,66,2,54,5,4,aa,1427.9617442887625,1252.795437615518
2,18,1,17,3,4,aa,1428.566487713959,967.0264175758504
1,67,2,5,2,5,aa,1429.904935836644,23.97861886580644
2,26,1,4,6,4,aa,1429.9356057955035,1226.0921978149006
2,85,1,34,5,4,aa,1431.9134772885425,984.8240229123472
1,65,1,34,3,4,aa,1431.9576860091438,1225.6551456685713
1,65,1,63,5,5,aa,1440.9471998533077,812.8973840214816
1,65,1,22,7,5,aa,1441.5227000299749,1135.0318300775575
1,84,1,19,6,4,aa,1446.1243270790228,531.5082684152484
1,84,1,63,6,4,aa,1451.0896705596083,1131.212306047507
1,84,1,23,3,4,aa,1455.243874765241,996.2862501887314
2,84,2,57,1,1,aa,1488.1444615018,1101.3970186401857
1,84,2,35,1,2,aa,1488.1561493521783,823.5500178327942
2,67,2,54,2,2,aa,1488.1917391035524,1279.257132657167
2,76,1,54,7,1,aa,1488.5076592262374,1099.3058469034675
1,66,1,55,6,2,aa,1488.9389435031362,819.1332571740114
2,58,2,55,3,3,aa,1490.4511845012032,69.21238388279248
2,26,2,28,1,2,aa,1490.879152251108,363.4592025776904
1,26,2,54,6,3,aa,1491.0962213244013,863.9137961724333
1,78,1,54,5,2,aa,1492.0104262424923,1267.6813028238655
1,83,2,58,7,4,aa,1493.9410502666356,818.0057133203848
1,66,1,28,1,4,aa,1495.0849198394617,246.87548478394316
2,73,2,4,5,3,aa,1497.1688551970965,613.4706184252705
2,66,1,20,3,1,aa,1497.2383272823074,837.3427578172696
2,66,2,24,1,4,aa,1500.4697617412974,133.04842145456723
2,52,1,32,1,4,aa,1503.9029830404431,130.09999018352943
1,16,1,3,6,1,aa,1504.04158375253,642.2058871983912
2,62,1,28,5,3,aa,1507.746126817253,966.6384783199741
1,62,1,28,6,4,aa,1509.2919092051536,362.2679798755477
1,56,1,54,1,4,aa,1510.7811196527919,686.4423205840186
1,56,1,29,5,1,aa,1512.58837727943,600.8411459250941
2,27,1,54,7,1,aa,1515.6445905226192,1111.8032776044763
2,27,1,0,1,1,aa,1532.402976416739,1227.7723549909222
2,52,1,27,1,1,aa,1532.480352616967,965.9111738381313
2,52,1,27,7,3,aa,1532.5631946351607,132.82736778007765
1,78,1,63,5,1,aa,1533.5205886079284,1228.4291186387352
1,52,1,28,5,4,aa,1534.849135818594,1231.8528931858143
2,52,1,22,6,3,aa,1535.4693722220552,809.7718780525076
2,14,1,44,6,4,aa,1536.3578128513564,1294.1920526422612
2,17,1,44,4,5,aa,1537.0099802961843,626.2349538493361
2,66,1,15,3,5,aa,1541.5124670076318,1292.4753971092641
2,18,1,30,4,2,aa,1547.760036493333,178.40635498694655
1,36,1,55,6,2,aa,1548.5279212267324,694.3692203333794
1,56,1,55,7,2,aa,1550.629698132266,671.7199317038884
1,17,1,5,7,2,aa,1551.8777238561233,624.2780428923645
1,60,1,5,6,4,aa,1560.1321472378982,362.3898540467326
2,18,1,34,2,2,aa,1560.4730621549822,515.5878818920804
1,35,1,44,6,5,aa,1561.5261622590417,447.2102125875762
2,34,2,14,3,2,aa,1562.2569379363808,363.44176689075596
1,80,2,47,6,4,aa,1564.4309013325849,671.4576205548873
1,55,1,47,3,4,aa,1564.807495173549,1301.3641619734817
2,59,2,33,6,2,aa,1565.5497114109664,759.5323735154359
1,43,2,33,6,4,aa,1567.1772831731214,852.4620782704235
2,78,2,33,6,2,aa,1567.8525142182305,562.789978027344
1,64,1,29,2,2,aa,1568.6184217761895,918.9951693478555
2,41,1,23,6,2,aa,1571.502229783164,671.9163657977983
1,14,2,23,3,4,aa,1572.184291599793,349.4970268907622
2,46,1,45,4,3,aa,1573.1132718015613,905.8955476175512
1,53,2,48,6,4,aa,1573.1995301259788,1341.657463361969
1,32,1,47,3,4,aa,1574.790176605637,1340.2073984998392
2,37,1,22,4,5,aa,1574.943950223,689.6994467511864
1,18,2,36,3,5,aa,1575.3735642928134,904.862300323757
1,48,2,63,7,5,aa,1577.611929184543,1340.4996256595405
1,76,2,36,3,2,aa,1577.728835560395,494.46667120990355
2,77,2,47,2,3,aa,1580.2293082101005,204.74567694437513
2,88,2,14,6,3,aa,1581.1840347944867,351.5643591565762
2,31,2,23,2,4,aa,1581.7443752835761,670.1490462235505
2,18,2,61,2,2,aa,1582.2538721371768,351.475472664101
2,88,2,35,1,4,aa,1583.0600215067575,913.5034182273255
2,80,2,3,2,2,aa,1583.1641704189774,913.1868665390552
1,68,1,15,1,1,aa,1616.869544196244,131.85010620133062
2,46,1,53,1,4,aa,1616.8963755628838,364.68174385575156
2,78,2,23,1,1,aa,1618.186425328853,366.48868031159134
1,31,2,60,7,1,aa,1619.1728604689813,1335.9817623773586
1,78,1,14,1,3,aa,1620.0217719595762,997.7647640090768
1,71,2,14,6,1,aa,1622.2103887201438,1330.7833573632154
1,78,1,23,1,3,aa,1623.8046371541843,135.1478847601108
1,79,2,4,1,4,aa,1648.1470364176805,334.8728474151384
1,46,1,60,1,1,aa,1649.5765466154432,611.0431751152215
1,87,1,29,6,1,aa,1651.2408592344746,957.1612469262025
1,20,2,53,6,1,aa,1651.2489177607126,413.82565468239466
2,21,2,63,1,1,aa,1651.4439235472141,911.2912394149073
1,71,1,12,1,1,aa,1652.411179297234,878.3983569638214
2,46,2,49,6,1,aa,1652.7299541234238,587.9361893013355
2,14,1,54,6,1,aa,1653.2037476063092,167.51344988605672
2,62,1,15,6,1,aa,1654.0138819684933,589.8424455664718
1,51,1,63,1,4,aa,1654.8268398981158,590.1610332525433
1,35,1,5,1,1,aa,1655.3153426786032,330.61236552784305
1,21,2,51,2,1,aa,1681.1252753299752,202.131790735394
2,20,2,38,5,1,aa,1682.949934383836,81.41087938111312
1,22,2,46,7,4,aa,1682.9859595937503,725.8366941599836
2,41,1,43,7,1,aa,1683.8243618783072,841.7117661700967
1,46,2,61,4,3,aa,1685.1396882179865,588.9189203923893
1,62,2,44,4,5,aa,1686.5075225238866,115.37486879047847
1,62,2,27,2,5,aa,1686.7879496544974,201.21685461418764
1,62,2,42,2,5,aa,1687.2532730325672,119.8813801843619
2,22,2,43,4,1,aa,1697.629630377276,745.0940474150044
1,81,2,0,4,5,aa,1697.9342534833754,108.52895514836464
1,66,2,34,4,4,aa,1698.343196408317,124.10153821758983
1,32,2,43,5,5,aa,1701.3844577313996,493.3291962901098
1,59,2,35,5,4,aa,1703.2399186988696,822.7213108161682
1,24,1,42,4,3,aa,1706.370298525837,125.6127328332914
1,67,2,51,7,1,aa,1706.5533780470314,106.7686559779044
2,59,2,33,7,5,aa,1706.7292816117554,493.1185469287567
2,87,1,21,2,3,aa,1707.9452791767774,104.83435636334424
2,90,1,46,5,3,aa,1708.4455200384202,105.46735083402385
2,86,1,46,5,4,aa,1708.6600617681765,846.733228184787
2,82,1,46,5,4,aa,1709.5293606559255,444.14967917423684
2,61,1,44,7,4,aa,1722.5532705658559,729.131579462411
2,45,1,44,3,1,aa,1725.3683383401224,132.10464682284305
2,56,2,46,2,3,aa,1728.546585254635,447.828103553079
2,57,1,47,5,3,aa,1728.5763948222518,892.8966008699047
2,90,1,46,5,3,aa,1728.7814268021314,681.945443876457
2,70,2,42,7,3,aa,1729.439919339928,446.32170493614285
2,57,2,36,4,5,aa,1732.1557803029334,413.51231208784145
2,40,2,42,4,1,aa,1732.6978016720916,671.5388965627873
2,20,2,20,4,1,aa,1734.835062980316,906.2345727694437
2,23,2,42,7,1,aa,1735.2278748852655,117.13415602565766
2,57,1,42,3,1,aa,1739.2700335005386,112.05901783661366
2,52,2,47,4,1,aa,1759.7463206017533,983.5609055404419
2,62,2,42,4,1,aa,1780.424883094127,513.1072153397914
1,53,1,42,3,3,aa,1782.2522123895926,73.62230092879028
1,52,1,61,2,5,aa,1783.2996819649834,472.9388384714241
1,21,1,47,5,1,aa,1785.8013294201912,730.0067485503969
1,15,1,25,2,3,aa,1787.3090433685545,840.5833802259237
1,21,1,42,5,5,aa,1789.464027863845,78.14494843742176
1,82,1,3,7,1,aa,1789.541162614424,420.9931927392788
2,55,2,61,1,1,aa,1808.652449755722,718.7745969823264
2,62,2,33,1,1,aa,1809.0149447241283,1129.3773255682188
2,83,2,30,1,1,aa,1809.1109314719954,1041.4958664150636
2,61,2,14,5,1,aa,1809.9158294463875,928.1643948388053
2,69,2,30,5,1,aa,1813.5154786539706,1128.8394261909712
2,50,2,8,5,1,aa,1813.5917543557343,1134.9384970886733
2,49,1,30,2,1,aa,1816.4386855926575,177.34559684055375
2,29,2,7,4,3,aa,1816.949695037175,177.12055562961237
1,23,1,12,1,3,aa,1817.4889229072944,1045.544264806012
2,51,2,61,2,1,aa,1817.650282547154,176.04800398452085
2,50,1,48,2,1,aa,1817.8538946845038,80.627387034661
1,23,2,35,1,3,aa,1818.702301291767,650.4243892699708
2,63,2,20,1,1,aa,1820.3655867416503,840.3955710535605
1,34,1,45,2,3,aa,1821.2254700397802,1040.6044331805504
1,48,2,45,2,3,aa,1821.4665861083963,869.7981385567133
1,48,1,58,5,3,aa,1822.7845354350977,179.63004435931757
2,89,2,15,2,3,aa,1823.7752798402862,1133.9991155838848
2,20,1,63,1,4,aa,1824.2246156562646,559.2229118489811
1,43,1,28,1,4,aa,1824.7970503276217,1194.3959100669902
2,20,2,39,1,2,aa,1825.1027770423339,421.0782771728942
1,40,2,63,1,2,aa,1826.6431761209924,784.4878274148583
1,21,2,54,1,3,aa,1828.3046280302683,45.719059569875924
1,21,1,34,6,2,aa,1828.5948187976019,1280.061041375575
1,32,2,21,5,1,aa,1830.8125286276982,1285.6805375172537
2,66,1,58,5,1,aa,1831.1792160014659,387.8366974003455
2,21,2,25,5,3,aa,1831.461177848022,417.4795635187483
1,21,1,48,5,3,aa,1831.5834019529339,420.75754522061163
1,21,1,44,2,2,aa,1840.0752696955528,306.7583097544786
1,64,1,44,1,5,aa,1840.1414774663865,650.0824475934395
1,67,1,23,4,1,aa,1840.6035963430254,1132.0602020139102
2,67,1,44,4,2,aa,1841.3837377128534,1110.1198272495355
2,81,1,63,4,2,aa,1842.0287700579606,996.0198942832606
1,14,1,37,1,1,aa,1842.2259626019263,1106.1633129061986
1,14,1,13,1,3,aa,1843.6934910759674,351.73003666441133
1,38,1,17,1,1,aa,1844.0047430555585,847.8952351284636
1,22,1,9,3,1,aa,1844.1122419250262,1106.8469341222346
2,50,1,4,3,2,aa,1844.4089499322065,170.70795076240145
1,50,2,54,3,2,aa,1844.414830223752,670.4899146021014
1,22,2,31,3,3,aa,1845.438543291411,173.98649690697306
2,64,2,54,3,2,aa,1845.541995075875,1109.8746451163363
1,48,2,63,3,5,aa,1846.821322469818,306.57630787431356
1,22,2,61,2,3,aa,1846.851152816126,612.1363519240298
1,22,2,20,5,1,aa,1847.6343063633446,22.188729116262834
1,25,2,39,3,3,aa,1847.943906925975,332.363377936811
1,47,2,8,3,1,aa,1857.641898662109,444.0143636643419
1,53,2,62,2,5,aa,1858.4468573213321,1192.3559940102114
2,81,1,9,2,4,aa,1859.3314063637442,79.46753583983143
2,46,1,52,6,2,aa,1859.613452857211,409.87217198576695
2,83,2,54,3,2,aa,1861.41538686439,1052.7078628516522
2,47,1,54,2,1,aa,1861.5604056311952,409.1793632139507
2,46,1,44,4,4,aa,1861.7637421820577,1206.6742954223519
2,79,1,57,4,5,aa,1862.2667154580365,446.1630703453845
2,79,1,61,2,4,aa,1863.7188770568196,12.639921832689112
1,86,1,35,3,2,aa,1864.0258812547256,408.6203163367391
1,43,1,14,7,4,aa,1865.2989131494178,671.4568230482987
2,20,2,14,6,4,aa,1865.7946199492908,518.4402744234582
1,31,1,37,6,3,aa,1865.8483519281908,867.5315867929578
2,79,1,58,7,3,aa,1866.4223466819583,574.4109753867041
1,45,2,11,3,4,aa,1866.5349913942782,1344.585991130656
2,44,1,10,3,4,aa,1867.2023134950634,179.99231749128384
2,79,1,7,3,1,aa,1867.7708976891604,785.5413601379992
1,21,2,15,6,4,aa,1867.8704683404505,408.4931999328918
2,35,2,50,3,4,aa,1867.9257102626173,1075.3107550199275
1,79,1,8,3,2,aa,1868.1664036392713,1076.5613798861102
1,21,2,6,7,5,aa,1868.391415838966,766.0489031907573
1,78,1,35,7,2,aa,1868.9555637154501,177.34701925361446
2,35,2,9,3,5,aa,1868.956714821998,648.8878830024345
1,45,2,22,6,5,aa,1869.910755055688,16.702442025000995
2,15,1,56,7,2,aa,1870.1122537543895,16.957376044396486
1,35,1,24,6,1,aa,1870.599060355935,1074.7966624677942
2,69,1,53,7,5,aa,1873.1069363277923,512.6787554780564
1,78,1,37,5,4,aa,1873.2769583407412,864.3050169408897
2,63,1,30,7,5,aa,1874.1706072484235,94.36595318716213
1,21,1,5,7,4,aa,1874.4754092859903,1107.5572959404794
2,21,1,34,7,1,aa,1876.0762991619958,1128.8196544786986
2,34,1,3,4,4,aa,1877.479690415876,877.6564510394454
2,63,1,14,5,2,aa,1879.0238704729006,1193.300960341841
1,31,2,36,5,5,aa,1879.225778005216,1335.4562249810476
1,78,2,60,5,5,aa,1880.785193535161,1134.0692239379982
1,78,1,23,5,4,aa,1881.7286930096475,171.56223471210038
1,78,1,15,6,5,aa,1882.2083231384934,812.5727291145297
2,21,2,0,6,2,aa,1882.8467327225474,1286.9439172328505
2,78,2,22,6,2,aa,1883.0723841542065,1134.1309992993392
2,78,1,23,6,2,aa,1883.3729699523333,893.0800011473648
2,80,2,3,7,3,aa,1887.2305809896636,392.30640383979085
2,78,1,18,5,3,aa,1896.45706843534,654.4558450746558
2,80,1,15,7,3,aa,1901.753909271467,981.3419495207213
2,54,2,32,7,4,aa,1901.9918892651053,980.1262069544414
2,29,2,22,7,4,aa,1902.2793148129713,1119.0102634653886
2,78,2,50,7,1,aa,1903.5681608572672,150.7827095546396
2,21,2,16,5,1,aa,1912.7250129501522,1315.2287729077589
2,45,2,22,5,3,aa,1919.914272842053,1132.183967906836
2,88,1,32,3,3,aa,1920.0622523577133,126.36251900584138
2,25,2,20,4,3,aa,1930.1168804102972,758.6121757106832
2,86,2,12,6,3,aa,1953.1296222804635,26.509119910982214
2,26,1,15,3,3,aa,1954.9298940247795,93.94345220774859
2,83,1,20,4,1,aa,1959.9847124888995,934.5454743426382
2,38,1,48,3,3,aa,1962.271306567586,293.4766666961725
2,37,1,2,3,3,aa,1967.8352002223646,877.3277048398553
2,35,1,19,6,3,aa,1969.125683840227,845.9672341570513
2,88,1,61,3,4,aa,1974.4453486322336,1158.1288168069866
2,37,2,36,3,5,aa,1979.3383292251137,1159.4300991180785
1,35,1,62,3,5,aa,1980.1361153491107,537.6847555537435
1,53,1,52,2,4,aa,1980.8127243051595,1245.0082006985456
1,35,1,51,4,4,aa,1983.435789192495,847.552305367649
1,55,2,35,2,4,aa,1985.4872031806722,1158.727925219849
1,50,1,29,3,5,aa,1986.2161190494094,1228.5930681948123
2,55,1,38,4,5,aa,1995.0934448118587,671.9546864348209
1,30,1,63,6,3,aa,2009.4798708542912,670.496362329015
1,25,2,30,2,4,aa,2013.8482674333243,908.1195947376254
1,67,2,54,3,5,aa,2014.1133684292397,346.4009148618541
1,30,2,6,3,5,aa,2032.3487353110688,1236.0665523820337
2,53,2,14,4,5,aa,2034.3276690265618,75.05216521561712
1,35,2,57,2,4,aa,2040.4882473099733,1159.9057426285246
2,80,2,4,4,5,aa,2041.1610142807676,1156.0813217017242
1,80,2,37,2,1,aa,2042.4107122433609,69.01515733011325
2,25,2,53,2,4,aa,2044.903058642667,919.9620885254907
1,38,2,36,6,1,aa,2045.9570799215162,273.38543901032494
1,53,2,3,3,3,aa,2052.0065941769094,174.68824421215933
1,53,1,53,6,3,aa,2052.1954547246514,1294.0078783464776
