EF21,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52,TAETIGKEITSSCHLUESSEL5
230410,2,37,1,aa,19,981.3916868209607,4
230615,2,62,1,aa,28,529.8818622184839,4
230926,2,33,1,aa,31,62.66315001925082,4
231023,2,75,1,aa,34,363.7048768454061,4
231029,2,42,1,aa,34,1315.3561302753685,3
231189,2,42,1,aa,54,1215.471356220813,4
231801,2,37,1,aa,35,409.41087938111315,4
231996,1,43,1,aa,48,338.24111125922474,4
232041,1,72,1,aa,48,336.0960079690417,1
232172,1,28,1,aa,3,798.9015161651357,1
233791,2,86,1,aa,3,959.9667658830301,3
233836,2,26,1,aa,30,1347.0681200313861,4
233847,1,24,1,aa,32,501.9434522077486,1
234303,1,72,1,aa,50,1314.9574356977782,4
234418,1,62,1,aa,57,202.84732662003887,2
234724,1,24,2,aa,31,860.0647182797849,3
234733,1,68,2,aa,30,456.627387034661,2
235269,1,38,2,aa,57,69.7717996532012,2
235270,1,63,2,aa,57,1074.6019206836818,1
235288,2,86,2,aa,57,796.0984761947352,1
235448,1,64,2,aa,32,462.31996091634454,4
235710,1,64,2,aa,57,814.6377184241121,4
235786,2,55,2,aa,57,548.5767076375934,4
235866,2,36,2,aa,53,550.1373175925629,2
236387,1,49,2,aa,28,1334.0490628251368,3
236453,1,21,2,aa,56,1226.399589121713,4
237333,2,83,2,aa,56,246.87548478394316,2
240675,2,64,1,aa,57,1107.4899221377686,1
240704,1,83,2,aa,56,1097.603470437175,1
240713,2,59,2,aa,56,1263.134059381324,2
240751,2,37,2,aa,56,912.0111214203736,1
240796,1,67,2,aa,38,1104.7119880204227,2
240825,2,67,2,aa,56,1311.8096454214399,1
240885,2,67,2,aa,7,933.0320926557501,3
240947,2,58,1,aa,56,132.72617530986403,3
240973,2,41,1,aa,57,458.0303146602265,3
241001,2,57,1,aa,57,1072.8619445470235,3
241110,1,35,1,aa,57,967.426421076353,3
241138,2,63,1,aa,28,334.7827095546396,1
241145,2,67,2,aa,16,130.09999018352943,3
241150,1,64,2,aa,16,1158.5132212728931,3
241808,2,35,1,aa,50,529.7437416847902,2
241963,2,21,1,aa,3,496.20307643517964,2
242450,2,21,2,aa,18,528.3295309323624,2
243264,1,48,1,aa,37,417.6223009287903,2
243472,2,81,1,aa,14,85.74713092631323,4
243528,1,35,1,aa,14,156.6680962857073,3
244690,1,15,1,aa,39,444.702442025001,3
245267,1,83,1,aa,50,1135.5395053863767,3
245713,1,63,2,aa,37,808.7658932765434,2
246252,1,47,2,aa,14,1208.1851282738858,3
247075,1,47,1,aa,14,548.3685019439129,3
247465,2,20,1,aa,52,447.7337679199157,3
248544,2,83,2,aa,14,258.99324845348656,1
248559,2,34,2,aa,14,513.275627381259,4
248720,2,34,1,aa,14,68.14670250137084,4
249979,2,41,1,aa,14,412.5289551483647,4
249988,1,20,2,aa,36,539.9753382808008,1
250106,2,47,1,aa,25,542.6500907012124,1
250501,2,61,2,aa,34,799.5455893892863,1
250509,1,61,1,aa,14,845.7966432680432,1
250585,2,49,1,aa,32,217.22592594610043,3
250614,1,83,2,aa,33,536.1483890050283,1
250971,1,46,1,aa,32,985.8637465527717,1
250984,1,22,1,aa,38,346.7079507624015,1
251000,2,50,1,aa,32,217.2621053636418,4
251200,2,51,1,aa,32,1314.7584243765125,3
251367,1,40,1,aa,14,343.9572377316129,4
251396,2,20,2,aa,14,611.197302031607,1
251579,1,39,2,aa,14,462.14494843742176,4
251664,1,62,2,aa,14,614.9556952125572,4
251712,1,50,2,aa,14,463.8813801843619,4
251781,2,45,1,aa,32,893.3936739026688,3
254156,2,32,1,aa,32,1142.3959100669902,3
254163,2,22,2,aa,14,562.789978027344,2
254165,2,22,1,aa,38,63.68791778706048,2
254346,2,50,2,aa,19,529.6627104564031,1
254507,1,59,2,aa,50,502.3659531871621,3
254627,1,80,2,aa,16,410.7686559779044,3
254877,2,81,1,aa,16,413.13415602565766,2
255120,1,36,2,aa,51,148.82736778007765,4
255394,1,43,1,aa,14,408.05901783661363,4
255517,1,84,2,aa,14,530.7131142869571,3
258055,1,18,2,aa,14,412.7250380116827,1
258150,2,40,2,aa,14,920.4794452030874,2
258345,2,18,2,aa,50,470.10433043123425,2
258449,2,81,1,aa,14,966.0117167514151,2
258795,1,46,2,aa,14,1315.9041327173395,2
259177,2,53,2,aa,19,74.16885199819632,2
259527,1,36,2,aa,5,1277.2879562196417,2
259993,1,19,2,aa,51,1348.2757451509572,2
265266,1,79,1,aa,17,988.9727219382285,4
265343,1,44,2,aa,0,172.5101506978182,1
265380,1,89,1,aa,30,360.8339347952723,3
265446,1,14,2,aa,45,1245.8083911929007,1
265512,1,52,1,aa,13,82.72765344775391,3
265549,1,29,2,aa,19,77.12724384345724,4
265654,2,64,2,aa,21,69.89131030165865,1
265685,2,64,2,aa,45,292.03260639851675,1
265735,2,15,2,aa,14,500.22743096716965,1
265783,1,75,1,aa,1,486.25437844822477,4
265925,2,18,2,aa,55,783.6374914785673,1
265976,2,21,2,aa,17,71.90229342555469,1
266017,2,85,2,aa,15,590.3692203333794,3
266095,1,15,1,aa,15,912.5961848942019,3
266099,1,64,2,aa,13,735.0460923259641,3
266185,2,14,2,aa,45,7.58297193042041,1
266443,2,55,2,aa,31,503.53499386286404,4
266860,2,25,1,aa,3,531.2054876933521,4
267449,1,77,1,aa,15,1151.5169772361412,1
267993,2,77,1,aa,30,530.0681759620148,3
268324,1,64,1,aa,10,966.0824475934395,3
268388,2,75,1,aa,46,1332.015756692955,4
268465,1,50,1,aa,51,1038.3737759043502,1
268528,2,53,1,aa,31,731.1811186485094,1
268571,2,82,1,aa,46,608.6787554780564,1
268587,2,87,1,aa,13,205.4706184252705,1
268659,2,27,2,aa,12,1119.546218934076,4
268747,1,14,2,aa,1,574.4402744234582,4
269071,1,78,2,aa,47,135.01653683049673,3
269412,1,52,2,aa,29,893.0244515953787,2
269467,1,75,2,aa,12,1334.7006717191996,2
269626,1,14,2,aa,29,738.8021436771523,2
269824,1,75,2,aa,4,366.5975989027887,2
269998,1,74,1,aa,1,1345.1712037894642,3
270160,1,20,2,aa,5,531.4398634077768,3
270221,1,86,2,aa,56,1158.813264220648,2
270544,1,15,2,aa,47,604.5470237075021,2
271158,1,88,2,aa,31,1276.0173826174332,2
271449,1,40,1,aa,16,1192.1801410120875,2
271492,1,15,2,aa,39,1135.791334800132,2
272178,1,84,2,aa,1,1104.1628354473246,4
272217,2,33,1,aa,1,343.48392687523716,4
273448,2,30,2,aa,13,1328.680217517375,3
273904,2,90,2,aa,36,360.47140503202553,2
274435,2,66,1,aa,59,1262.6882442121594,2
274489,2,90,2,aa,6,562.789978027344,4
274558,2,66,2,aa,18,116.4923020987848,2
274764,2,84,2,aa,6,779.6545843863895,2
274909,2,64,2,aa,28,259.0615784647226,2
275033,2,48,2,aa,57,998.1555862511492,2
275385,2,31,2,aa,54,1159.9297528979312,2
275700,1,65,2,aa,36,796.8878830024345,4
275748,2,87,2,aa,36,1159.798647252362,3
275852,2,64,2,aa,56,935.5323735154359,4
275953,2,74,2,aa,57,1258.692427918263,4
276147,2,64,2,aa,59,1261.7092137923828,2
276150,2,50,1,aa,3,467.4521476343395,1
276179,1,64,1,aa,3,419.271439585658,1
276267,1,54,1,aa,22,1332.1388332546985,3
279359,2,36,1,aa,22,367.70237106141735,1
280678,2,47,1,aa,19,1287.405954716052,4
280762,2,64,1,aa,57,1281.7848221149377,2
281024,2,48,1,aa,57,911.6654631911932,2
281212,1,57,1,aa,46,293.1748609162084,3
281506,1,57,1,aa,59,487.4853624657781,3
281789,1,41,1,aa,56,771.9708986321205,3
282152,1,78,1,aa,56,1284.0093804131097,1
282745,1,21,1,aa,19,892.8969704730201,2
282776,1,78,1,aa,4,119.98654220806009,4
282823,1,78,1,aa,23,1274.9125771690915,1
282836,1,80,1,aa,36,348.9318565463325,2
282867,1,86,1,aa,4,106.49193326376479,1
283143,2,82,1,aa,17,60.019894283260506,3
283198,2,29,1,aa,1,1292.185924421223,1
283255,2,83,1,aa,7,1039.0560886652668,3
283431,2,44,2,aa,55,695.2107560095258,3
283512,2,28,2,aa,53,905.6994467511864,4
283706,2,45,2,aa,8,878.4558450746558,1
283758,2,59,2,aa,8,626.9152411097746,3
283796,1,83,2,aa,1,1293.6880856436412,4
283875,2,59,1,aa,13,108.86960083588015,1
284018,2,29,2,aa,50,1246.7468875643272,4
284112,2,87,2,aa,46,1192.3766138755982,4
284619,1,78,2,aa,28,293.8053247586931,1
284654,2,83,2,aa,28,445.98393920378817,4
287347,2,85,2,aa,28,274.42783194687286,1
287434,2,58,2,aa,29,410.3010880814961,3
287514,2,58,2,aa,36,796.9798292042028,3
287528,1,35,2,aa,20,158.44082214915753,1
287555,1,80,2,aa,23,799.3060878553416,1
287574,2,57,2,aa,57,812.8487785399416,1
288276,2,37,1,aa,15,909.549193964653,3
288462,2,59,1,aa,31,386.6616900884545,4
288680,2,58,1,aa,23,964.5657897312055,1
289205,2,39,1,aa,57,131.86962401045642,2
289790,2,39,1,aa,9,62.54547434263815,2
289832,1,59,2,aa,53,1280.6184045549828,2
291061,1,58,2,aa,29,88.16439483880524,1
291580,1,57,2,aa,41,917.8366941599836,1
292070,1,30,1,aa,8,546.0067485503969,1
292369,2,86,2,aa,60,585.6847555537435,1
292471,1,20,2,aa,60,1343.6897215199745,1
295373,2,86,1,aa,48,557.3483623441083,1
295756,2,68,1,aa,52,719.6232850762175,1
296254,1,68,1,aa,54,46.03950311562989,1
296684,2,49,1,aa,27,204.1195947376254,2
296944,2,49,1,aa,63,808.5560857847289,1
300748,2,68,1,aa,63,1260.8453237355623,1
301769,2,82,1,aa,34,1204.1468994193997,2
301858,2,70,1,aa,22,46.86289858222101,4
302087,2,87,1,aa,55,869.8424455664718,4
302529,1,70,1,aa,62,154.6838990414426,3
303845,1,51,2,aa,60,62.95488732831914,3
304177,1,70,1,aa,14,94.65035972358214,4
304689,2,70,2,aa,41,671.9784490431083,4
306554,2,62,2,aa,41,1275.2959971363334,4
307557,1,62,1,aa,23,474.43171216934707,2
308067,2,70,1,aa,9,478.4423205840186,3
309205,1,30,2,aa,60,500.024242868293,4
310274,2,29,2,aa,41,412.4117743967824,4
310322,2,82,1,aa,9,1057.1326980660754,3
310392,1,31,1,aa,37,670.7833142935028,3
310508,1,56,1,aa,20,216.88289669823945,2
310555,1,47,2,aa,63,770.2144306795828,3
310591,1,36,1,aa,50,1058.052808203139,3
310677,2,36,2,aa,50,502.5474990511839,2
310709,2,36,2,aa,37,1263.4566934321713,4
310803,1,61,2,aa,52,1135.69720951211,4
310821,1,46,1,aa,16,56.84114592509411,4
311145,1,19,1,aa,18,822.1610332525433,4
311227,2,36,2,aa,49,682.7815655672673,2
311301,2,48,1,aa,61,272.2852263728109,3
311321,2,36,1,aa,28,487.12899283318524,4
311326,1,19,1,aa,12,671.2243460053704,2
311375,2,36,1,aa,28,671.3356894543174,2
311395,2,62,1,aa,42,590.8334477439377,1
311427,2,46,1,aa,35,1141.266075228905,2
311432,2,44,1,aa,49,572.2903315529293,2
311474,1,62,1,aa,14,264.63091406784855,4
311477,2,46,1,aa,13,110.80623009848154,2
311502,2,30,1,aa,29,571.5350333838311,1
311504,2,62,2,aa,28,275.98218004645105,2
311522,2,44,2,aa,60,1039.2111909731495,2
311552,2,37,2,aa,28,247.7904702569271,2
311646,2,62,2,aa,23,203.31290207889086,4
311708,2,79,2,aa,27,247.96208852549069,2
311743,2,37,2,aa,23,160.25241390888272,3
311767,2,28,2,aa,32,641.6755465639011,2
314504,1,49,2,aa,36,1174.1172707875935,2
314504,2,14,2,aa,33,1314.429274768782,4
314515,1,60,2,aa,36,1201.9859466863888,2
314684,1,84,2,aa,33,1314.513960299272,4
314721,1,78,2,aa,27,1315.733467041926,2
314942,1,79,2,aa,39,108.88272760941041,2
315065,1,19,2,aa,42,728.6057960174578,4
315260,1,79,2,aa,42,1174.6298548200896,2
315312,1,37,2,aa,39,82.07366329979153,3
315334,1,16,1,aa,60,1175.6332779490244,4
315580,1,18,2,aa,33,1107.1018422798006,3
315685,1,20,1,aa,26,389.1942563525406,1
316031,1,37,1,aa,15,625.5192459343382,3
316202,1,62,1,aa,20,878.733228184787,4
316270,1,14,1,aa,60,501.05607687044676,4
316885,2,79,1,aa,33,63.635004454634995,3
317195,1,36,1,aa,26,4.070178893872242,3
317944,1,36,2,aa,15,1340.2563752773108,2
318755,2,18,1,aa,23,836.9189203923893,3
319163,2,14,1,aa,21,245.79813855671327,4
322761,1,36,1,aa,37,877.5215875576107,4
323165,2,39,1,aa,37,835.9361893013355,2
323250,2,78,1,aa,34,1074.3206915226597,2
323279,2,78,1,aa,37,609.1313721989876,4
323361,1,84,2,aa,60,553.098921398321,2
323474,1,44,2,aa,17,265.713377146261,2
323590,1,87,2,aa,41,1205.3777315180582,3
323648,1,62,2,aa,36,836.4699076986723,4
323659,1,41,2,aa,28,1315.0944363163264,1
323712,1,22,2,aa,36,292.3152744872673,4
323798,1,86,2,aa,29,277.44466889313554,4
323855,1,24,1,aa,28,292.861141324662,1
324100,2,51,1,aa,60,277.7502116108498,2
324139,2,41,2,aa,41,280.5897555833761,3
324219,2,77,1,aa,35,275.1881921062539,3
324391,1,18,1,aa,5,1140.5794057787691,2
324508,1,51,1,aa,41,282.0772001483693,3
324589,2,84,1,aa,58,869.9810111794063,2
331206,1,84,2,aa,7,175.29123941490724,2
331917,2,84,2,aa,43,457.7206151263601,2
332272,1,67,2,aa,28,1110.1091636044969,3
332620,1,30,1,aa,6,1141.1853216899967,4
333613,2,42,2,aa,14,460.9484385525843,3
334867,2,81,2,aa,4,745.0743769294118,2
335244,1,30,2,aa,22,1088.490295177478,4
335314,2,70,2,aa,58,626.5209010825573,4
335390,2,49,2,aa,14,161.50341822732548,1
335698,2,74,2,aa,51,927.550564912413,1
335994,2,74,2,aa,4,864.9067851264675,3
336004,1,24,2,aa,12,487.7800919078851,1
336252,1,20,2,aa,24,1175.842823142159,3
336308,1,20,2,aa,50,562.789978027344,4
336402,2,15,1,aa,32,671.3195804151802,4
336613,1,82,1,aa,5,514.8326298232753,4
336735,2,24,2,aa,52,498.80482276145386,4
340134,1,28,1,aa,42,463.8402691033174,2
340293,2,17,1,aa,42,411.47476020634815,4
340430,2,50,1,aa,8,1158.2944549821616,2
340622,2,78,1,aa,41,129.8955476175512,4
340659,2,22,1,aa,12,1156.684895235756,3
340814,2,22,1,aa,21,1254.5947767151983,3
340842,2,42,1,aa,32,202.2345727694437,4
340893,1,50,1,aa,23,878.9492446804956,3
341431,1,61,2,aa,23,1157.9777467428214,1
341990,1,46,1,aa,21,878.3251865781095,4
342095,2,49,1,aa,21,217.74879233696387,4
343557,1,16,2,aa,52,586.6616978726629,3
343618,1,52,2,aa,14,1204.640987852455,1
343667,2,60,1,aa,14,671.1118907470376,4
343965,2,60,2,aa,53,741.9445429338372,1
344469,1,24,1,aa,28,1041.8051283860584,4
344990,2,63,1,aa,4,238.72131081616823,1
345459,2,20,2,aa,57,1042.029465946116,4
345777,2,20,2,aa,28,1046.2852391871052,4
345951,1,62,2,aa,57,152.86230032375707,2
347412,2,16,2,aa,15,1039.889893954688,4
347792,1,46,1,aa,56,372.9076453128047,4
347865,1,86,2,aa,4,843.8124573065592,3
348011,1,62,1,aa,25,1039.1750104928985,3
350237,1,21,2,aa,5,485.79182346816435,3
350246,2,62,1,aa,43,1267.443946318963,4
350281,1,86,1,aa,34,163.58640347961864,4
350328,2,15,2,aa,29,292.34510399250803,3
350679,2,63,1,aa,35,340.11599690344195,4
350708,2,62,2,aa,56,1129.6677316243588,4
350744,1,72,1,aa,30,278.9100998749531,3
351073,2,62,2,aa,34,493.27276229269177,2
351311,2,65,2,aa,23,688.7602762147108,2
351312,2,62,1,aa,25,332.9428026402923,4
351420,1,67,1,aa,23,1238.0284147586847,3
351460,2,65,1,aa,10,695.0162113905702,3
351492,2,68,1,aa,14,554.7674011498614,1
351517,1,75,1,aa,35,695.6724953163096,1
351611,1,53,1,aa,35,1117.9821846046216,4
352206,2,30,1,aa,42,492.6872468741595,1
352427,2,30,1,aa,35,1141.810163157569,1
353166,2,62,1,aa,43,693.4457503996209,4
353915,1,27,1,aa,14,179.29031173155062,3
354590,2,59,2,aa,24,493.08623990808013,2
354879,1,40,2,aa,14,626.8508906725182,4
354945,2,67,2,aa,33,625.2235920088418,4
355285,2,52,2,aa,36,772.7909899496627,1
355407,2,41,2,aa,43,916.2612963951925,1
355424,1,50,2,aa,16,627.6762793234408,1
355530,2,70,2,aa,56,445.3163736029073,1
355787,2,67,1,aa,34,650.5230885253274,1
356138,2,44,1,aa,56,176.59343326952762,1
358088,2,68,2,aa,37,1239.8400591744082,1
358151,2,45,2,aa,37,611.7065456361755,1
358180,2,59,2,aa,48,998.0528351517008,1
358196,2,62,2,aa,51,457.5953874161821,1
358260,1,46,2,aa,57,1098.566784389288,2
360592,1,14,2,aa,40,59.93446831410266,4
360855,2,60,2,aa,51,528.5571569394506,4
360864,1,61,2,aa,19,893.2537833209341,4
361032,1,51,2,aa,57,861.1186914632287,2
361135,2,48,2,aa,52,1036.623526035704,1
361842,1,32,2,aa,46,466.0320163330387,4
362014,1,66,1,aa,10,892.8408303832872,2
362143,1,53,2,aa,12,860.8802458508932,3
362473,1,66,2,aa,48,892.2060057280868,3
362590,2,83,2,aa,51,1042.6517630059552,1
363001,2,60,2,aa,34,447.647534951016,3
363061,2,32,1,aa,61,28.572729114529714,3
363505,1,15,2,aa,43,625.333072679098,1
363610,2,32,1,aa,61,1036.2295276927243,1
363863,1,32,2,aa,42,305.7797854578952,3
363876,2,33,1,aa,8,832.754026407625,1
363943,1,32,1,aa,16,129.1667604518475,4
364333,2,32,1,aa,16,132.4620782704235,3
364511,2,84,1,aa,16,119.12181108088393,1
364593,1,33,2,aa,29,257.07750557499077,4
365964,2,46,2,aa,42,463.32482653768653,2
366320,1,52,2,aa,63,814.8607800389949,1
366502,2,87,2,aa,58,131.42353234019333,3
366844,1,79,1,aa,47,410.37087363479736,2
367304,1,63,2,aa,4,1057.913446166584,4
367545,1,79,1,aa,28,529.3996875032902,3
369288,1,41,2,aa,63,485.3490027333807,2
369445,2,55,1,aa,29,539.8724813054014,3
369663,2,86,2,aa,36,1060.87244857102,4
369993,1,72,1,aa,38,1.9513096594334502,1
370541,2,80,1,aa,42,562.789978027344,4
371853,2,84,2,aa,34,499.17745430561195,1
372774,2,86,1,aa,41,265.433059315229,2
372775,2,64,1,aa,42,863.5500178327942,4
373033,1,64,1,aa,31,604.7058066756052,1
373215,1,66,1,aa,33,861.276956639948,4
373542,2,84,2,aa,29,474.9206349165293,1
373856,2,29,1,aa,42,859.316974677594,1
373865,2,60,2,aa,31,204.79671392764283,1
373882,1,32,2,aa,58,859.8223476762626,4
374073,1,30,1,aa,0,1147.292316426999,1
374256,1,29,1,aa,58,892.5014283300962,2
374382,1,32,2,aa,3,1061.6729061575916,2
374483,1,64,1,aa,49,273.37366732076293,2
374648,2,35,2,aa,42,892.4429695131269,1
374687,2,66,1,aa,2,860.2862501887314,1
374775,1,69,2,aa,40,369.007620158682,1
377587,1,29,2,aa,48,1172.5968749956473,2
377772,2,62,2,aa,18,411.1069777822878,2
377790,2,29,2,aa,32,694.6774889806138,2
377861,1,78,1,aa,36,29.76476400907673,1
378300,2,78,2,aa,16,257.54274957719144,2
378560,2,14,1,aa,16,1157.370711104886,1
378704,2,53,2,aa,14,670.9285012925874,1
378781,2,83,1,aa,44,1079.1064725230415,3
378847,2,44,1,aa,48,649.9187748582722,1
382302,2,44,1,aa,60,1075.0778548710407,1
383302,2,38,2,aa,60,88.30501694088973,3
383941,1,38,2,aa,36,107.08272027599831,1
384002,1,38,2,aa,60,648.2938966959663,1
384951,1,15,2,aa,50,47.55230536764898,3
386287,2,68,1,aa,60,1042.4659981941184,3
386479,2,38,2,aa,35,28.320004589459252,3
386496,2,38,1,aa,63,335.87095735664553,4
386828,1,74,2,aa,40,546.5408495707054,4
386839,1,36,2,aa,43,80.79114210712109,4
386844,2,38,2,aa,28,816.2649275997559,3
387061,2,36,2,aa,39,26.65540967971061,4
389342,1,54,1,aa,19,369.9744537739163,4
389445,2,46,2,aa,7,768.0541794791792,4
389685,1,79,1,aa,35,650.7569172531745,4
389829,1,78,2,aa,50,1158.7366548358152,4
389986,1,54,1,aa,39,568.1169682754347,4
390088,2,59,1,aa,63,673.8097009722469,3
390467,2,36,1,aa,17,642.875893183613,3
390520,2,46,1,aa,55,1158.8513069404135,4
390613,2,41,1,aa,17,486.5523101070032,4
