EF16U2,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
3,1,1263.9843908849705,3
3,1,1257.8058691713502,3
3,1,1035.097578085316,1
3,1,1146.9081158359695,1
3,1,1078.8281501624674,1
3,1,1273.143882916202,1
3,1,1187.5387959027587,1
3,1,1254.2438835037976,1
3,1,1041.8179834687267,1
1,1,1234.803680550414,3
1,1,1277.3407329324907,3
1,1,1273.0899078620957,3
1,1,1261.9772741219656,3
1,1,1256.0615749784274,2
1,1,1261.5510690640017,3
1,1,1258.2164056594088,3
1,1,1258.2812767841976,3
