EF10,TAETIGKEITSSCHLUESSEL4,B52,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
1,2,944.2591398826338,5,87,2,101
1,1,85.83226281689835,6,82,3,101
1,2,1158.8968341088582,6,87,1,101
1,1,160.8915882271361,1,82,2,101
2,1,1134.9499868186347,3,87,4,101
2,1,413.43894555560223,5,82,2,101
1,2,71.43866891474386,6,87,2,101
2,2,1106.990645117536,6,82,4,101
2,1,1158.2509511911594,6,87,4,101
1,2,706.6856114284523,2,82,1,101
1,2,45.00280612059547,6,87,2,101
1,2,1158.6368412386153,6,82,4,101
1,2,149.99394626821805,7,87,4,101
2,1,1156.923659547272,4,83,1,101
2,1,1159.8485963218793,4,87,2,101
1,2,256.0027510216572,2,83,2,101
1,1,1158.109103713673,4,87,1,101
1,2,717.317453486071,2,83,2,101
2,2,175.94245944509552,5,87,2,101
2,2,1133.2228653217423,4,83,3,101
1,2,1140.1072751008583,2,87,4,101
1,2,1158.4361705340623,4,83,3,101
1,2,63.960626745589984,6,87,1,101
1,1,816.6431748985749,7,83,2,101
2,2,47.44962318189497,6,88,3,101
2,1,1049.1902358840537,7,83,3,101
2,2,1157.855118792739,7,88,3,101
2,2,106.59500746292754,1,83,4,101
1,2,80.11789293619968,6,88,2,101
1,2,257.7215491598485,3,83,2,101
2,2,1156.6739472845748,7,88,3,101
2,2,1055.1921485370272,7,83,4,101
1,2,105.5002295429216,5,88,2,101
1,2,652.3517779767191,2,85,2,101
2,1,17.505511922079716,3,89,2,101
1,2,980.5812230085011,5,86,1,101
1,2,265.3037220936289,4,68,4,144
1,1,544.4335361872029,5,86,4,101
2,2,798.1710932846308,2,84,4,147
1,2,217.66000075843837,3,86,2,101
2,1,1157.9917817435048,6,64,2,158
1,2,272.8743313444587,6,86,2,101
1,2,206.97893827448937,6,87,1,158
2,2,200.28373651427464,3,86,2,101
1,1,1159.4815458893167,6,64,4,188
1,1,1105.6351576153602,6,87,4,101
2,1,819.641360515086,7,71,3,190
2,2,809.8681652012027,2,87,3,101
2,1,562.789978027344,4,78,1,192
2,1,670.9785166909601,6,87,3,101
2,2,528.4291571292673,6,78,1,212
2,2,855.7376495367711,3,87,1,101
2,2,134.96864611540911,6,78,1,213
2,2,1107.7359890555456,6,87,1,101
2,2,907.3431448869928,4,78,1,249
2,2,702.255759352179,5,72,1,105
2,1,911.4050944476141,6,71,3,257
2,2,409.1682547833219,6,74,3,258
2,1,782.1511848538024,5,70,3,259
2,1,134.31973222727194,2,70,3,269
2,1,134.31973222727194,2,81,4,265
1,1,981.3166172803658,7,78,4,270
2,2,31.384992684172936,3,70,1,269
2,2,29.078790849244378,3,71,2,271
1,1,809.384264431214,5,87,2,271
2,1,129.4333592090766,4,66,4,285
1,1,178.10463137916432,5,87,2,285
1,1,92.18140111505848,5,68,3,285
2,1,552.9710722542125,6,84,4,286
1,2,931.4575995099427,6,86,4,307
2,1,718.2277735943721,3,70,1,288
2,1,562.789978027344,2,87,4,315
1,1,529.3075353401783,2,82,2,289
2,1,562.789978027344,6,74,3,320
2,2,716.7094550517721,4,69,4,290
1,1,624.9962386288668,6,82,3,321
2,1,764.0363278971452,5,81,4,308
2,2,764.0363278971452,5,66,3,329
1,1,764.0363278971452,5,67,4,320
1,1,717.0904328078626,2,83,1,333
1,2,879.3682821760797,6,70,2,321
1,2,966.6339864107426,4,83,4,348
1,1,552.0742805747344,6,67,4,335
2,1,845.0253808659141,6,78,4,349
1,1,373.5593642912553,3,70,2,349
2,1,862.7215389406966,4,86,4,349
2,1,606.5710943251745,6,78,4,354
2,1,127.36092042800678,4,67,2,354
2,1,1159.229393655121,3,85,4,359
2,1,559.0351314747102,6,71,2,365
2,1,547.5706924254843,2,70,2,365
2,1,813.1790709529475,2,86,3,369
2,1,399.62770930182757,5,68,2,367
1,1,512.5460285550225,2,64,2,375
1,2,705.2958000449967,5,87,3,368
2,2,512.8355143790563,2,67,3,381
1,2,708.934134796318,2,74,4,377
2,2,164.83010530151734,2,80,3,381
2,2,177.4997649011193,3,76,1,384
2,2,161.0497416151234,4,74,1,448
1,2,1193.7047857102352,3,73,4,392
1,2,447.9105574207222,3,67,3,456
2,2,591.1073583215219,3,84,3,415
2,1,670.3967483635366,1,68,1,458
2,2,981.7239976254212,6,86,2,438
2,2,429.76538618035477,2,68,1,461
2,1,171.0147605555951,5,70,2,448
1,1,588.5313977083316,2,80,4,464
2,2,804.6475877610468,3,84,1,462
2,1,444.9557554583356,2,70,3,468
2,1,444.9557554583356,2,82,3,467
1,1,1177.6862741572995,3,74,4,469
2,2,1206.1781931633489,3,82,1,481
2,2,716.1340097922226,2,79,2,480
2,1,1294.7207411803809,2,75,1,491
2,1,519.620860371352,1,75,1,489
1,1,328.2120442354545,2,86,3,498
2,1,328.2120442354545,2,68,1,496
1,1,344.6422016257403,6,82,4,501
2,1,965.2895635473172,1,78,1,499
1,1,965.2895635473172,1,78,4,504
2,2,670.5017942678367,1,69,1,502
1,2,670.5017942678367,1,77,1,509
2,1,964.3151169185383,6,73,1,510
2,2,1131.0081652667436,3,77,1,510
1,1,726.449582181328,6,82,1,511
1,1,964.7340848839102,6,21,3,536
2,1,552.904440576887,6,1,3,556
2,1,833.8615641406584,4,20,4,538
2,1,162.5863150663737,2,21,3,595
2,1,160.3704698981363,2,18,3,540
2,1,834.5125687516862,4,19,3,597
2,1,808.9691039957368,4,18,4,542
2,1,808.224353770074,4,24,3,597
2,1,815.1926460355422,4,18,3,543
1,1,265.0137669367408,2,26,1,624
2,2,265.0200732524709,2,20,3,548
1,1,984.2936446772438,5,24,1,629
2,1,955.2533236676377,7,16,3,562
2,2,62.772194456883526,3,30,3,649
2,1,62.159217119376905,3,28,3,576
1,2,847.2979849163524,4,26,4,666
1,1,908.8119207513464,3,28,1,578
2,2,904.2357574407926,3,31,4,671
2,2,993.145737594004,5,20,4,586
2,2,994.969794097732,5,20,3,676
1,2,877.5078743464945,3,19,2,593
2,2,876.9347614723132,3,21,4,684
2,1,810.6005469232658,7,20,3,596
2,2,550.3880427498707,7,10,4,703
2,1,967.8518679432058,3,25,4,598
1,1,965.8044926758482,3,18,2,706
1,1,130.38008801944656,7,18,1,624
1,1,129.65238266771564,7,26,1,713
2,1,877.3736056274316,3,29,4,630
1,1,879.7945306037088,3,21,3,725
1,1,725.6070545107248,7,16,1,636
1,1,165.15232964952935,7,28,4,753
1,2,175.54702663221872,2,20,1,654
1,2,170.8759794647383,2,29,3,753
1,1,981.1722453474738,3,21,1,672
1,2,982.9808135142468,3,18,2,756
1,2,913.5442469838721,3,20,2,679
1,2,335.2874004793561,3,24,4,758
1,2,175.36306434418435,2,26,4,694
1,2,85.43935353234835,7,22,3,760
1,2,118.08887964492274,7,28,4,705
1,2,284.51188921398614,2,18,4,762
1,2,216.94675271171363,7,21,2,712
1,2,46.21654612824116,7,29,4,762
1,2,83.92400036659829,7,30,2,727
1,2,919.6876747730988,3,28,2,763
1,2,430.76538667280704,7,26,4,756
1,2,217.30397131149996,7,22,3,764
1,2,114.35977310898755,7,29,2,760
1,2,162.99182022731182,7,28,2,765
1,2,115.36359244170127,7,29,4,765
1,2,330.06857591468736,3,24,3,767
1,2,1220.6645363930934,6,46,1,537
2,2,892.7168037157164,5,42,3,538
2,2,939.4936671919071,2,47,4,562
2,2,1271.7929649287616,3,38,3,540
1,2,1150.0284043832846,5,36,1,576
1,2,81.05935228585409,5,40,1,546
2,2,80.2661773398554,5,35,3,587
2,2,85.76638557305169,4,42,3,562
2,2,860.0633616831027,5,47,3,592
1,2,856.934860950058,5,47,4,570
2,2,701.7688973715203,3,35,2,596
2,2,892.4230545082602,1,35,3,577
2,2,892.3255513829696,1,38,3,638
2,2,1195.2343388118493,4,46,3,592
1,2,1192.3986257031968,6,47,4,639
1,1,677.0741169253835,5,37,2,635
1,2,683.8381518212856,5,47,4,639
1,1,723.2000921070093,3,43,2,639
1,1,257.23617678401473,4,35,4,673
2,2,624.3078194006373,1,44,2,651
1,2,1159.5512054357557,2,40,3,705
2,2,624.6299825700497,1,44,4,655
1,1,526.409307981558,3,35,2,717
2,2,1059.4617695043514,6,44,3,703
1,1,788.8194301019722,5,32,4,724
2,2,894.3184512278812,2,46,2,718
2,2,1158.9318487751564,3,39,2,725
1,2,1174.2775759420656,3,34,1,725
1,1,817.0756323255218,5,33,3,726
1,1,1117.362405841652,7,32,4,757
2,2,821.4743967464221,6,35,4,727
1,2,1119.2853074552083,3,32,1,758
1,2,1194.904545054438,3,39,1,753
1,2,1232.2170058428546,7,38,4,759
1,2,1175.620229128226,2,32,1,756
2,1,734.36690692831,1,43,2,764
1,1,1224.4673061243461,7,36,4,796
2,1,729.4580854409492,1,43,2,765
1,2,1228.835598392321,3,58,4,529
2,1,671.3301372310957,6,60,3,536
2,1,364.0330993385943,5,63,4,536
2,2,367.04316898820736,5,54,4,542
2,2,671.4116670926464,6,61,4,540
1,1,1158.9303590368474,2,54,1,543
2,2,1192.9244454545383,4,55,3,548
1,1,845.8695908536821,6,54,3,548
2,2,1058.1808587674075,4,52,3,579
2,2,1207.9657642927236,7,55,3,565
1,2,830.7063834038643,7,59,3,598
2,1,1122.1013801473434,2,54,3,570
1,2,31.308783781903124,5,49,1,632
2,2,768.2029891859087,2,51,2,590
2,1,768.2029891859087,2,55,3,651
2,1,765.5323554248307,1,51,3,593
1,2,766.8340122332329,1,59,4,653
1,1,735.5595177271796,1,49,4,598
1,1,728.9240152619049,1,55,2,655
2,2,764.6301284963035,7,60,2,599
2,1,575.212138950698,5,50,4,669
1,2,562.789978027344,7,55,4,653
2,2,562.789978027344,7,50,2,678
1,2,809.6125576664541,3,58,3,655
2,2,816.3684709969876,7,62,4,681
1,2,820.9052407806462,7,54,2,665
2,1,816.3684709969876,7,62,4,694
1,1,1073.7891860123375,4,48,3,666
1,2,1268.2439865512981,2,53,1,705
2,2,1056.619980089955,7,58,3,708
2,1,615.9260375090054,3,62,4,757
1,2,670.9946663117533,1,53,3,752
2,2,670.2416910854084,1,51,3,781
2,2,1110.620433927465,6,62,2,758
1,1,1110.620433927465,6,52,1,797
2,1,624.4174431368415,2,61,4,763
2,1,1272.919798979888,4,58,2,810
2,2,1224.8845231181883,3,72,1,530
2,1,1158.4664570040431,4,76,1,531
2,1,1107.3283912223171,6,87,4,536
2,2,216.92413683071626,4,79,4,533
2,1,1217.5821849976612,6,87,1,539
2,2,44.08953982698562,5,66,4,536
2,1,475.7831353297851,7,71,3,541
2,2,351.8048184030777,4,72,1,537
2,1,934.873484043818,6,87,4,542
2,1,384.4153376055377,6,79,1,537
2,2,47.771918215458484,5,82,4,544
2,2,1156.4829016320034,2,80,1,541
2,2,386.29476751174764,6,78,1,548
2,2,531.1168762994304,6,70,4,545
2,2,487.70730478090115,1,70,1,551
2,2,172.02612589476334,5,66,1,593
2,2,131.96609361467037,4,70,1,567
1,1,849.6558988325486,6,80,1,594
1,1,562.789978027344,1,69,3,576
2,2,568.6947572609816,6,79,1,597
1,2,849.6980042600535,6,65,1,579
2,2,129.5502228795637,4,78,1,598
1,1,1194.7380624976242,5,78,2,593
1,1,350.9612844870714,5,78,4,625
1,1,918.2458834265625,2,78,1,595
1,1,258.4180362752475,4,72,1,627
1,2,347.04088890689405,5,77,1,599
1,1,1193.8054645183752,2,81,3,627
2,2,350.77945639297985,2,65,1,627
1,2,1223.2166389360118,3,75,1,630
1,1,346.5198310143436,4,66,4,628
1,1,1194.5346189627603,5,86,4,632
2,2,244.3587804932114,4,66,3,631
2,2,245.86825029914652,4,69,4,648
2,1,366.748089169819,4,79,1,637
2,1,372.28823912655355,6,65,3,649
1,1,815.1861939793881,6,68,1,650
2,1,554.1535276862575,6,71,3,650
1,2,810.9437407700921,6,69,4,654
2,1,514.9549655122502,7,66,2,652
2,1,910.7476435811311,1,76,3,666
1,1,811.1419039125489,3,69,3,655
1,1,811.9642353165209,3,68,4,669
2,1,1159.497087977775,3,75,3,655
2,2,1231.3487411335068,5,68,4,671
2,1,548.8254056454898,2,70,4,666
2,2,1231.391936854436,3,75,2,679
2,1,85.28463225319169,5,70,4,679
2,2,1104.1932212206934,6,70,3,688
2,2,1156.566066161307,3,78,2,692
2,2,351.98036511235574,3,76,3,716
1,2,493.3899939105674,1,70,1,709
1,1,44.20673306742835,7,66,4,724
1,1,128.57320747752652,7,73,1,717
2,1,965.2029961142201,3,68,2,726
1,1,62.66995972483579,3,74,3,755
1,1,47.754556948486886,6,83,3,727
2,1,931.4851567184785,7,78,2,760
1,2,1158.473786777714,2,69,4,760
2,2,1157.884209499697,3,74,3,761
1,2,45.38693745121009,6,70,1,796
2,1,1108.5449828973562,6,87,2,763
1,1,844.365019057463,2,69,2,797
1,1,1194.7760801822697,6,81,2,767
