LEISTUNGSGRUPPE,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
4,1,1141.6931523242654,1
4,1,1248.0036370871537,3
4,1,1279.9843908849705,3
4,1,1273.8058691713502,3
4,1,1120.3467993151662,3
4,1,1275.840878619874,3
4,1,1273.713379692577,3
4,1,1143.8928731705657,3
4,1,1277.1105873719612,3
4,1,1279.1951213594937,3
4,1,1272.5568119833977,3
5,1,1105.401840275207,2
5,1,1133.3407329324907,2
5,1,1129.0899078620957,2
5,1,1109.9772741219656,2
5,1,1128.0615749784274,2
5,1,1133.5510690640017,2
5,1,1130.2164056594088,2
5,1,1130.2812767841976,2
