EF21,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52,EF16U2,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
192951,1,46,2,aa,63,783.7779828569782,1,1,320
193930,2,70,2,aa,16,1277.8746451163363,4,2,151
194152,2,36,2,aa,23,1143.2520501746365,4,2,331
196831,2,16,2,aa,41,515.2652012174676,3,2,101
196974,2,22,2,aa,57,1342.2072385498968,1,2,101
197235,2,35,1,aa,57,125.21238388279248,2,3,484
197759,2,40,2,aa,42,1341.1483076154655,2,3,101
197987,1,52,1,aa,41,916.7202722915389,1,4,341
198273,1,46,2,aa,0,427.37486879047844,1,2,101
198623,1,22,1,aa,2,1275.5899680579396,1,2,101
199065,1,77,2,aa,42,463.9846349825677,5,4,101
199066,1,20,2,aa,34,202.15010433564962,1,2,101
199084,1,49,2,aa,7,18.650204607805577,1,4,586
199134,1,49,1,aa,3,1150.5601628122447,5,2,158
199175,1,40,1,aa,30,16.594728529983698,1,2,270
199290,1,79,2,aa,17,458.6940385072289,1,2,576
199431,1,71,2,aa,41,951.2217193014412,2,4,654
201311,1,83,2,aa,17,246.79330566790023,2,3,101
201811,2,21,1,aa,54,130.3658559809227,7,4,195
201891,2,79,1,aa,24,988.7045590553391,7,4,101
202018,2,79,1,aa,46,1269.1796037648414,7,3,377
202026,2,49,1,aa,31,118.66568479451547,3,4,101
202045,1,41,1,aa,3,627.1289842499941,5,3,101
202605,2,41,1,aa,2,841.1031402666915,1,3,101
202768,2,59,2,aa,46,626.7388439165971,1,1,101
203142,2,75,2,aa,35,871.7379482758485,5,1,101
203370,2,71,2,aa,19,1333.8144167370033,5,1,146
204004,2,83,2,aa,18,964.3609380869788,5,1,101
205242,1,71,2,aa,25,481.7811173560502,7,1,101
205344,1,14,2,aa,33,591.6989586826628,3,1,101
205539,1,20,2,aa,53,1037.8913618619035,5,1,101
205564,1,20,2,aa,35,384.8343563633442,2,1,288
205596,2,53,1,aa,18,409.4673508340238,5,1,579
205933,2,53,1,aa,40,982.6125569946483,6,3,292
206100,2,21,1,aa,28,587.9352193664453,1,3,101
206188,2,26,2,aa,46,906.6121666388842,3,3,101
206500,2,50,1,aa,61,923.8071929659413,2,1,101
206692,2,51,1,aa,2,483.6300443593176,5,3,101
207541,1,20,1,aa,46,1075.9008054410583,2,3,101
207784,2,46,2,aa,46,1333.6502540691797,5,3,101
208024,2,82,2,aa,43,16.938014562423255,5,3,101
208528,1,82,2,aa,43,787.8592925532098,2,3,261
208704,2,55,1,aa,24,803.8006645480102,6,1,261
208768,1,26,1,aa,2,1116.284984405322,6,3,651
208870,1,15,1,aa,50,1335.0179944480637,1,1,101
211002,1,47,1,aa,6,158.39401389407192,6,1,101
211074,1,81,1,aa,16,230.7968853763678,6,1,490
211316,1,39,1,aa,25,62.26833360228771,3,1,271
211551,1,52,1,aa,50,777.4953403804469,7,3,520
212024,2,87,1,aa,26,493.34559684055375,7,1,101
212336,1,87,1,aa,27,1158.2147773968354,6,1,271
212749,1,27,1,aa,57,18.591175548551817,3,1,375
213152,2,65,1,aa,27,70.90136220756895,7,2,488
213837,1,18,2,aa,59,1079.0807001496687,7,2,101
214060,2,81,2,aa,47,93.4594237352789,7,2,101
214261,1,65,2,aa,47,1225.233844493523,7,1,101
214621,2,36,2,aa,17,935.6455570212353,2,3,101
214891,1,81,2,aa,17,1135.1319280169355,7,1,101
215393,2,74,1,aa,61,964.2496568276247,2,2,696
215818,2,81,1,aa,0,147.8397386387441,2,2,101
216024,2,20,1,aa,47,16.264224303554705,6,1,150
216761,2,18,2,aa,35,4.5699280218942935,6,2,586
221280,1,21,1,aa,33,30.56843820029537,6,2,101
221322,2,21,1,aa,0,1129.6888229679857,6,3,349
221845,2,24,1,aa,60,62.62502287661525,4,2,348
222014,2,61,1,aa,50,819.9120480791612,6,4,349
222466,2,74,1,aa,0,1046.7405122119994,4,3,101
223167,2,44,2,aa,54,1073.572762886335,4,2,509
223256,1,37,2,aa,0,1287.4641634256664,4,4,101
223522,1,69,2,aa,42,517.9507281629211,5,3,101
223993,2,69,2,aa,42,1046.6958293211387,4,3,458
224139,2,21,2,aa,0,608.5658988765067,4,2,101
224222,1,21,2,aa,53,200.4080450247786,4,4,101
226779,2,86,2,aa,19,162.37189100600182,4,3,727
227001,2,54,2,aa,4,606.9607545241736,6,2,101
227021,2,53,2,aa,33,876.4507102785088,5,2,101
227183,1,74,2,aa,0,1192.3357650986757,6,2,101
227308,1,28,2,aa,63,871.9989248019083,5,4,320
229897,2,76,1,aa,5,603.9880475600027,5,2,101
230039,1,29,1,aa,5,493.6127328332914,1,2,101
230100,1,50,1,aa,19,57.278965023257186,7,2,101
230253,2,76,1,aa,19,865.1645323699133,3,4,101
230302,2,74,1,aa,27,1245.777829646012,7,4,101
230410,2,37,1,aa,19,981.3916868209607,5,2,420
230615,2,62,1,aa,28,529.8818622184839,5,2,101
230926,2,33,1,aa,31,62.66315001925082,5,2,651
231023,2,75,1,aa,34,363.7048768454061,4,1,667
231029,2,42,1,aa,34,1315.3561302753685,7,4,101
231189,2,42,1,aa,54,1215.471356220813,6,4,101
231801,2,37,1,aa,35,409.41087938111315,6,3,101
231996,1,43,1,aa,48,338.24111125922474,3,4,101
232041,1,72,1,aa,48,336.0960079690417,4,4,101
232172,1,28,1,aa,3,798.9015161651357,4,4,101
233791,2,86,1,aa,3,959.9667658830301,3,1,101
233836,2,26,1,aa,30,1347.0681200313861,6,1,699
233847,1,24,1,aa,32,501.9434522077486,7,4,461
234303,1,72,1,aa,50,1314.9574356977782,4,4,651
234418,1,62,1,aa,57,202.84732662003887,4,2,651
234724,1,24,2,aa,31,860.0647182797849,1,4,648
234733,1,68,2,aa,30,456.627387034661,1,4,505
235269,1,38,2,aa,57,69.7717996532012,2,1,505
235270,1,63,2,aa,57,1074.6019206836818,3,1,523
235288,2,86,2,aa,57,796.0984761947352,2,3,523
235448,1,64,2,aa,32,462.31996091634454,6,3,523
235710,1,64,2,aa,57,814.6377184241121,3,3,457
235786,2,55,2,aa,57,548.5767076375934,5,3,457
235866,2,36,2,aa,53,550.1373175925629,3,3,213
236387,1,49,2,aa,28,1334.0490628251368,3,2,213
236453,1,21,2,aa,56,1226.399589121713,7,1,101
237333,2,83,2,aa,56,246.87548478394316,6,1,101
240675,2,64,1,aa,57,1107.4899221377686,7,2,101
240704,1,83,2,aa,56,1097.603470437175,6,2,101
240713,2,59,2,aa,56,1263.134059381324,2,2,634
240751,2,37,2,aa,56,912.0111214203736,7,2,101
240796,1,67,2,aa,38,1104.7119880204227,2,1,101
240825,2,67,2,aa,56,1311.8096454214399,7,1,101
240885,2,67,2,aa,7,933.0320926557501,6,3,654
240947,2,58,1,aa,56,132.72617530986403,2,3,391
240973,2,41,1,aa,57,458.0303146602265,3,3,391
241001,2,57,1,aa,57,1072.8619445470235,3,3,101
241110,1,35,1,aa,57,967.426421076353,6,3,101
241138,2,63,1,aa,28,334.7827095546396,3,3,101
241145,2,67,2,aa,16,130.09999018352943,1,1,101
241150,1,64,2,aa,16,1158.5132212728931,5,4,101
241808,2,35,1,aa,50,529.7437416847902,1,2,101
241963,2,21,1,aa,3,496.20307643517964,1,3,101
242450,2,21,2,aa,18,528.3295309323624,5,2,101
243264,1,48,1,aa,37,417.6223009287903,2,2,101
243472,2,81,1,aa,14,85.74713092631323,5,3,413
243528,1,35,1,aa,14,156.6680962857073,1,3,429
244690,1,15,1,aa,39,444.702442025001,1,4,429
245267,1,83,1,aa,50,1135.5395053863767,5,2,393
245713,1,63,2,aa,37,808.7658932765434,2,2,457
246252,1,47,2,aa,14,1208.1851282738858,3,3,101
247075,1,47,1,aa,14,548.3685019439129,2,2,427
247465,2,20,1,aa,52,447.7337679199157,7,3,427
248544,2,83,2,aa,14,258.99324845348656,6,4,101
248559,2,34,2,aa,14,513.275627381259,1,3,101
248720,2,34,1,aa,14,68.14670250137084,3,4,384
249979,2,41,1,aa,14,412.5289551483647,6,4,101
249988,1,20,2,aa,36,539.9753382808008,4,3,101
250106,2,47,1,aa,25,542.6500907012124,6,3,430
250501,2,61,2,aa,34,799.5455893892863,4,1,413
250509,1,61,1,aa,14,845.7966432680432,5,2,234
250585,2,49,1,aa,32,217.22592594610043,5,4,101
250614,1,83,2,aa,33,536.1483890050283,3,4,101
250971,1,46,1,aa,32,985.8637465527717,3,1,650
250984,1,22,1,aa,38,346.7079507624015,4,4,101
251000,2,50,1,aa,32,217.2621053636418,3,3,101
251200,2,51,1,aa,32,1314.7584243765125,4,2,101
251367,1,40,1,aa,14,343.9572377316129,5,2,101
251396,2,20,2,aa,14,611.197302031607,3,2,536
251579,1,39,2,aa,14,462.14494843742176,2,1,101
251664,1,62,2,aa,14,614.9556952125572,6,2,101
251712,1,50,2,aa,14,463.8813801843619,5,3,101
251781,2,45,1,aa,32,893.3936739026688,3,1,397
254156,2,32,1,aa,32,1142.3959100669902,3,1,101
254163,2,22,2,aa,14,562.789978027344,6,4,500
254165,2,22,1,aa,38,63.68791778706048,3,2,500
254346,2,50,2,aa,19,529.6627104564031,2,2,500
254507,1,59,2,aa,50,502.3659531871621,7,3,456
254627,1,80,2,aa,16,410.7686559779044,7,1,101
254877,2,81,1,aa,16,413.13415602565766,3,1,159
255120,1,36,2,aa,51,148.82736778007765,6,2,758
255394,1,43,1,aa,14,408.05901783661363,2,3,758
255517,1,84,2,aa,14,530.7131142869571,6,2,101
258055,1,18,2,aa,14,412.7250380116827,1,3,101
258150,2,40,2,aa,14,920.4794452030874,2,2,101
258345,2,18,2,aa,50,470.10433043123425,7,1,412
258449,2,81,1,aa,14,966.0117167514151,7,3,412
258795,1,46,2,aa,14,1315.9041327173395,1,3,101
259177,2,53,2,aa,19,74.16885199819632,1,1,595
259527,1,36,2,aa,5,1277.2879562196417,6,1,725
259993,1,19,2,aa,51,1348.2757451509572,1,2,725
265266,1,79,1,aa,17,988.9727219382285,6,4,597
265343,1,44,2,aa,0,172.5101506978182,6,3,596
265380,1,89,1,aa,30,360.8339347952723,1,1,598
265446,1,14,2,aa,45,1245.8083911929007,1,4,316
265512,1,52,1,aa,13,82.72765344775391,1,1,316
265549,1,29,2,aa,19,77.12724384345724,3,4,767
265654,2,64,2,aa,21,69.89131030165865,6,4,285
265685,2,64,2,aa,45,292.03260639851675,7,1,563
265735,2,15,2,aa,14,500.22743096716965,1,1,287
265783,1,75,1,aa,1,486.25437844822477,5,1,565
265925,2,18,2,aa,55,783.6374914785673,1,3,286
265976,2,21,2,aa,17,71.90229342555469,3,1,570
266017,2,85,2,aa,15,590.3692203333794,6,3,306
266095,1,15,1,aa,15,912.5961848942019,6,3,367
266099,1,64,2,aa,13,735.0460923259641,5,1,101
266185,2,14,2,aa,45,7.58297193042041,5,4,587
266443,2,55,2,aa,31,503.53499386286404,7,3,456
266860,2,25,1,aa,3,531.2054876933521,5,1,101
267449,1,77,1,aa,15,1151.5169772361412,1,4,101
267993,2,77,1,aa,30,530.0681759620148,3,3,101
268324,1,64,1,aa,10,966.0824475934395,7,4,101
268388,2,75,1,aa,46,1332.015756692955,3,3,101
268465,1,50,1,aa,51,1038.3737759043502,3,1,101
268528,2,53,1,aa,31,731.1811186485094,5,1,576
268571,2,82,1,aa,46,608.6787554780564,7,4,101
268587,2,87,1,aa,13,205.4706184252705,1,1,390
268659,2,27,2,aa,12,1119.546218934076,7,3,101
268747,1,14,2,aa,1,574.4402744234582,1,1,752
269071,1,78,2,aa,47,135.01653683049673,7,1,545
269412,1,52,2,aa,29,893.0244515953787,3,1,758
269467,1,75,2,aa,12,1334.7006717191996,3,2,366
269626,1,14,2,aa,29,738.8021436771523,1,4,545
269824,1,75,2,aa,4,366.5975989027887,7,2,576
269998,1,74,1,aa,1,1345.1712037894642,1,2,101
270160,1,20,2,aa,5,531.4398634077768,3,2,101
270221,1,86,2,aa,56,1158.813264220648,7,2,101
270544,1,15,2,aa,47,604.5470237075021,7,2,371
271158,1,88,2,aa,31,1276.0173826174332,3,2,101
271449,1,40,1,aa,16,1192.1801410120875,7,2,101
271492,1,15,2,aa,39,1135.791334800132,3,2,520
272178,1,84,2,aa,1,1104.1628354473246,3,3,101
272217,2,33,1,aa,1,343.48392687523716,3,2,101
273448,2,30,2,aa,13,1328.680217517375,7,4,752
273904,2,90,2,aa,36,360.47140503202553,3,2,372
274435,2,66,1,aa,59,1262.6882442121594,3,2,101
274489,2,90,2,aa,6,562.789978027344,7,2,784
274558,2,66,2,aa,18,116.4923020987848,1,2,339
274764,2,84,2,aa,6,779.6545843863895,4,4,483
274909,2,64,2,aa,28,259.0615784647226,1,3,101
275033,2,48,2,aa,57,998.1555862511492,6,4,290
275385,2,31,2,aa,54,1159.9297528979312,4,4,292
275700,1,65,2,aa,36,796.8878830024345,4,2,788
275748,2,87,2,aa,36,1159.798647252362,2,2,101
275852,2,64,2,aa,56,935.5323735154359,3,3,343
275953,2,74,2,aa,57,1258.692427918263,4,3,726
276147,2,64,2,aa,59,1261.7092137923828,2,4,101
276150,2,50,1,aa,3,467.4521476343395,5,2,101
276179,1,64,1,aa,3,419.271439585658,4,2,101
276267,1,54,1,aa,22,1332.1388332546985,2,4,159
279359,2,36,1,aa,22,367.70237106141735,2,4,784
280678,2,47,1,aa,19,1287.405954716052,4,3,368
280762,2,64,1,aa,57,1281.7848221149377,2,2,101
281024,2,48,1,aa,57,911.6654631911932,4,3,368
281212,1,57,1,aa,46,293.1748609162084,2,1,372
281506,1,57,1,aa,59,487.4853624657781,6,1,101
281789,1,41,1,aa,56,771.9708986321205,4,2,101
282152,1,78,1,aa,56,1284.0093804131097,4,4,364
282745,1,21,1,aa,19,892.8969704730201,4,4,458
282776,1,78,1,aa,4,119.98654220806009,4,4,158
282823,1,78,1,aa,23,1274.9125771690915,1,2,101
282836,1,80,1,aa,36,348.9318565463325,2,3,101
282867,1,86,1,aa,4,106.49193326376479,3,1,101
283143,2,82,1,aa,17,60.019894283260506,5,1,101
283198,2,29,1,aa,1,1292.185924421223,4,3,101
283255,2,83,1,aa,7,1039.0560886652668,3,1,101
283431,2,44,2,aa,55,695.2107560095258,6,3,367
283512,2,28,2,aa,53,905.6994467511864,5,1,158
283706,2,45,2,aa,8,878.4558450746558,5,1,593
283758,2,59,2,aa,8,626.9152411097746,3,3,366
283796,1,83,2,aa,1,1293.6880856436412,3,3,101
283875,2,59,1,aa,13,108.86960083588015,5,3,587
284018,2,29,2,aa,50,1246.7468875643272,6,1,101
284112,2,87,2,aa,46,1192.3766138755982,1,4,101
284619,1,78,2,aa,28,293.8053247586931,2,3,587
284654,2,83,2,aa,28,445.98393920378817,5,1,101
287347,2,85,2,aa,28,274.42783194687286,5,1,101
287434,2,58,2,aa,29,410.3010880814961,6,1,760
287514,2,58,2,aa,36,796.9798292042028,6,3,101
287528,1,35,2,aa,20,158.44082214915753,6,1,101
287555,1,80,2,aa,23,799.3060878553416,1,4,101
287574,2,57,2,aa,57,812.8487785399416,3,4,188
288276,2,37,1,aa,15,909.549193964653,5,1,101
288462,2,59,1,aa,31,386.6616900884545,2,1,305
288680,2,58,1,aa,23,964.5657897312055,2,3,313
289205,2,39,1,aa,57,131.86962401045642,1,1,784
289790,2,39,1,aa,9,62.54547434263815,6,1,314
289832,1,59,2,aa,53,1280.6184045549828,5,1,187
291061,1,58,2,aa,29,88.16439483880524,4,1,187
291580,1,57,2,aa,41,917.8366941599836,5,1,761
292070,1,30,1,aa,8,546.0067485503969,4,1,188
292369,2,86,2,aa,60,585.6847555537435,7,1,268
292471,1,20,2,aa,60,1343.6897215199745,7,2,771
295373,2,86,1,aa,48,557.3483623441083,2,2,158
295756,2,68,1,aa,52,719.6232850762175,3,2,159
296254,1,68,1,aa,54,46.03950311562989,2,1,101
296684,2,49,1,aa,27,204.1195947376254,2,1,101
296944,2,49,1,aa,63,808.5560857847289,4,1,101
300748,2,68,1,aa,63,1260.8453237355623,4,1,101
301769,2,82,1,aa,34,1204.1468994193997,4,4,101
301858,2,70,1,aa,22,46.86289858222101,4,2,101
302087,2,87,1,aa,55,869.8424455664718,3,3,101
302529,1,70,1,aa,62,154.6838990414426,3,3,101
303845,1,51,2,aa,60,62.95488732831914,5,4,101
304177,1,70,1,aa,14,94.65035972358214,5,4,413
304689,2,70,2,aa,41,671.9784490431083,3,3,189
306554,2,62,2,aa,41,1275.2959971363334,4,4,101
307557,1,62,1,aa,23,474.43171216934707,3,4,159
308067,2,70,1,aa,9,478.4423205840186,5,3,101
309205,1,30,2,aa,60,500.024242868293,3,2,501
310274,2,29,2,aa,41,412.4117743967824,3,4,101
310322,2,82,1,aa,9,1057.1326980660754,3,4,101
310392,1,31,1,aa,37,670.7833142935028,4,4,129
310508,1,56,1,aa,20,216.88289669823945,6,4,136
310555,1,47,2,aa,63,770.2144306795828,6,2,498
310591,1,36,1,aa,50,1058.052808203139,4,3,133
310677,2,36,2,aa,50,502.5474990511839,6,4,228
310709,2,36,2,aa,37,1263.4566934321713,6,4,760
310803,1,61,2,aa,52,1135.69720951211,5,4,101
310821,1,46,1,aa,16,56.84114592509411,6,2,726
311145,1,19,1,aa,18,822.1610332525433,4,3,101
311227,2,36,2,aa,49,682.7815655672673,6,3,101
311301,2,48,1,aa,61,272.2852263728109,6,2,101
311321,2,36,1,aa,28,487.12899283318524,5,3,101
311326,1,19,1,aa,12,671.2243460053704,6,2,101
311375,2,36,1,aa,28,671.3356894543174,6,2,101
311395,2,62,1,aa,42,590.8334477439377,6,2,235
311427,2,46,1,aa,35,1141.266075228905,6,3,101
311432,2,44,1,aa,49,572.2903315529293,6,2,101
311474,1,62,1,aa,14,264.63091406784855,5,2,249
311477,2,46,1,aa,13,110.80623009848154,6,2,101
311502,2,30,1,aa,29,571.5350333838311,5,2,101
311504,2,62,2,aa,28,275.98218004645105,6,2,101
311522,2,44,2,aa,60,1039.2111909731495,6,2,101
311552,2,37,2,aa,28,247.7904702569271,6,1,101
311646,2,62,2,aa,23,203.31290207889086,5,2,101
311708,2,79,2,aa,27,247.96208852549069,6,4,101
311743,2,37,2,aa,23,160.25241390888272,6,1,394
311767,2,28,2,aa,32,641.6755465639011,6,2,101
314504,1,49,2,aa,36,1174.1172707875935,7,4,101
314504,2,14,2,aa,33,1314.429274768782,6,2,101
314515,1,60,2,aa,36,1201.9859466863888,1,2,650
314684,1,84,2,aa,33,1314.513960299272,6,4,675
314721,1,78,2,aa,27,1315.733467041926,2,2,688
314942,1,79,2,aa,39,108.88272760941041,2,2,101
315065,1,19,2,aa,42,728.6057960174578,7,4,413
315260,1,79,2,aa,42,1174.6298548200896,2,3,101
315312,1,37,2,aa,39,82.07366329979153,1,3,249
315334,1,16,1,aa,60,1175.6332779490244,7,4,101
315580,1,18,2,aa,33,1107.1018422798006,5,3,101
315685,1,20,1,aa,26,389.1942563525406,2,4,101
316031,1,37,1,aa,15,625.5192459343382,5,3,249
316202,1,62,1,aa,20,878.733228184787,1,3,101
316270,1,14,1,aa,60,501.05607687044676,5,4,101
316885,2,79,1,aa,33,63.635004454634995,2,3,101
317195,1,36,1,aa,26,4.070178893872242,1,2,101
317944,1,36,2,aa,15,1340.2563752773108,3,3,101
318755,2,18,1,aa,23,836.9189203923893,1,4,101
319163,2,14,1,aa,21,245.79813855671327,3,4,101
322761,1,36,1,aa,37,877.5215875576107,2,4,101
323165,2,39,1,aa,37,835.9361893013355,2,2,101
323250,2,78,1,aa,34,1074.3206915226597,3,1,463
323279,2,78,1,aa,37,609.1313721989876,3,4,101
323361,1,84,2,aa,60,553.098921398321,2,4,101
323474,1,44,2,aa,17,265.713377146261,3,2,101
323590,1,87,2,aa,41,1205.3777315180582,3,4,101
323648,1,62,2,aa,36,836.4699076986723,2,2,101
323659,1,41,2,aa,28,1315.0944363163264,1,1,101
323712,1,22,2,aa,36,292.3152744872673,3,2,101
323798,1,86,2,aa,29,277.44466889313554,2,4,652
323855,1,24,1,aa,28,292.861141324662,2,3,147
324100,2,51,1,aa,60,277.7502116108498,4,2,101
324139,2,41,2,aa,41,280.5897555833761,3,1,147
324219,2,77,1,aa,35,275.1881921062539,2,3,151
324391,1,18,1,aa,5,1140.5794057787691,1,2,101
324508,1,51,1,aa,41,282.0772001483693,4,3,101
324589,2,84,1,aa,58,869.9810111794063,2,3,415
331206,1,84,2,aa,7,175.29123941490724,3,4,101
331917,2,84,2,aa,43,457.7206151263601,6,3,727
332272,1,67,2,aa,28,1110.1091636044969,5,2,101
332620,1,30,1,aa,6,1141.1853216899967,5,1,101
333613,2,42,2,aa,14,460.9484385525843,5,4,599
334867,2,81,2,aa,4,745.0743769294118,4,3,101
335244,1,30,2,aa,22,1088.490295177478,2,4,101
335314,2,70,2,aa,58,626.5209010825573,5,2,101
335390,2,49,2,aa,14,161.50341822732548,6,4,101
335698,2,74,2,aa,51,927.550564912413,4,2,488
335994,2,74,2,aa,4,864.9067851264675,5,3,101
336004,1,24,2,aa,12,487.7800919078851,4,3,416
336252,1,20,2,aa,24,1175.842823142159,5,1,101
336308,1,20,2,aa,50,562.789978027344,4,2,186
336402,2,15,1,aa,32,671.3195804151802,5,4,145
336613,1,82,1,aa,5,514.8326298232753,5,4,101
336735,2,24,2,aa,52,498.80482276145386,6,3,259
340134,1,28,1,aa,42,463.8402691033174,1,2,101
340293,2,17,1,aa,42,411.47476020634815,6,3,187
340430,2,50,1,aa,8,1158.2944549821616,6,4,261
340622,2,78,1,aa,41,129.8955476175512,7,1,146
340659,2,22,1,aa,12,1156.684895235756,4,1,284
340814,2,22,1,aa,21,1254.5947767151983,6,4,145
340842,2,42,1,aa,32,202.2345727694437,4,4,101
340893,1,50,1,aa,23,878.9492446804956,6,4,294
341431,1,61,2,aa,23,1157.9777467428214,6,4,145
341990,1,46,1,aa,21,878.3251865781095,5,4,310
342095,2,49,1,aa,21,217.74879233696387,6,1,101
343557,1,16,2,aa,52,586.6616978726629,3,1,725
343618,1,52,2,aa,14,1204.640987852455,6,3,101
343667,2,60,1,aa,14,671.1118907470376,6,4,101
343965,2,60,2,aa,53,741.9445429338372,7,4,101
344469,1,24,1,aa,28,1041.8051283860584,6,2,101
344990,2,63,1,aa,4,238.72131081616823,3,1,101
345459,2,20,2,aa,57,1042.029465946116,3,4,101
345777,2,20,2,aa,28,1046.2852391871052,5,3,101
345951,1,62,2,aa,57,152.86230032375707,6,4,101
347412,2,16,2,aa,15,1039.889893954688,7,4,448
347792,1,46,1,aa,56,372.9076453128047,4,3,101
347865,1,86,2,aa,4,843.8124573065592,6,3,101
348011,1,62,1,aa,25,1039.1750104928985,1,4,295
350237,1,21,2,aa,5,485.79182346816435,1,4,509
350246,2,62,1,aa,43,1267.443946318963,5,3,101
350281,1,86,1,aa,34,163.58640347961864,3,3,753
350328,2,15,2,aa,29,292.34510399250803,7,1,578
350679,2,63,1,aa,35,340.11599690344195,7,4,293
350708,2,62,2,aa,56,1129.6677316243588,6,3,288
350744,1,72,1,aa,30,278.9100998749531,1,3,467
351073,2,62,2,aa,34,493.27276229269177,1,4,101
351311,2,65,2,aa,23,688.7602762147108,7,4,101
351312,2,62,1,aa,25,332.9428026402923,3,3,101
351420,1,67,1,aa,23,1238.0284147586847,3,4,101
351460,2,65,1,aa,10,695.0162113905702,3,4,159
351492,2,68,1,aa,14,554.7674011498614,3,1,101
351517,1,75,1,aa,35,695.6724953163096,7,2,101
351611,1,53,1,aa,35,1117.9821846046216,5,4,158
352206,2,30,1,aa,42,492.6872468741595,6,1,501
352427,2,30,1,aa,35,1141.810163157569,5,2,101
353166,2,62,1,aa,43,693.4457503996209,2,1,101
353915,1,27,1,aa,14,179.29031173155062,6,4,101
354590,2,59,2,aa,24,493.08623990808013,6,1,101
354879,1,40,2,aa,14,626.8508906725182,2,2,101
354945,2,67,2,aa,33,625.2235920088418,6,1,576
355285,2,52,2,aa,36,772.7909899496627,1,1,576
355407,2,41,2,aa,43,916.2612963951925,1,1,426
355424,1,50,2,aa,16,627.6762793234408,5,2,101
355530,2,70,2,aa,56,445.3163736029073,2,1,572
355787,2,67,1,aa,34,650.5230885253274,1,1,258
356138,2,44,1,aa,56,176.59343326952762,5,1,543
358088,2,68,2,aa,37,1239.8400591744082,2,1,586
358151,2,45,2,aa,37,611.7065456361755,7,1,101
358180,2,59,2,aa,48,998.0528351517008,4,1,101
358196,2,62,2,aa,51,457.5953874161821,2,1,101
358260,1,46,2,aa,57,1098.566784389288,3,2,101
360592,1,14,2,aa,40,59.93446831410266,7,3,812
360855,2,60,2,aa,51,528.5571569394506,5,4,775
360864,1,61,2,aa,19,893.2537833209341,1,4,101
361032,1,51,2,aa,57,861.1186914632287,4,3,101
361135,2,48,2,aa,52,1036.623526035704,5,1,547
361842,1,32,2,aa,46,466.0320163330387,1,4,594
362014,1,66,1,aa,10,892.8408303832872,1,1,101
362143,1,53,2,aa,12,860.8802458508932,2,2,101
362473,1,66,2,aa,48,892.2060057280868,1,1,101
362590,2,83,2,aa,51,1042.6517630059552,2,4,101
363001,2,60,2,aa,34,447.647534951016,3,3,757
363061,2,32,1,aa,61,28.572729114529714,2,2,259
363505,1,15,2,aa,43,625.333072679098,5,1,101
363610,2,32,1,aa,61,1036.2295276927243,2,4,709
363863,1,32,2,aa,42,305.7797854578952,4,3,695
363876,2,33,1,aa,8,832.754026407625,1,2,101
363943,1,32,1,aa,16,129.1667604518475,3,3,101
364333,2,32,1,aa,16,132.4620782704235,4,3,596
364511,2,84,1,aa,16,119.12181108088393,7,1,101
364593,1,33,2,aa,29,257.07750557499077,1,1,101
365964,2,46,2,aa,42,463.32482653768653,5,1,101
366320,1,52,2,aa,63,814.8607800389949,7,3,256
366502,2,87,2,aa,58,131.42353234019333,3,4,256
366844,1,79,1,aa,47,410.37087363479736,1,3,101
367304,1,63,2,aa,4,1057.913446166584,3,4,101
367545,1,79,1,aa,28,529.3996875032902,1,3,455
369288,1,41,2,aa,63,485.3490027333807,4,4,101
369445,2,55,1,aa,29,539.8724813054014,5,4,101
369663,2,86,2,aa,36,1060.87244857102,1,2,101
369993,1,72,1,aa,38,1.9513096594334502,5,4,101
370541,2,80,1,aa,42,562.789978027344,2,1,101
371853,2,84,2,aa,34,499.17745430561195,2,1,101
372774,2,86,1,aa,41,265.433059315229,7,2,101
372775,2,64,1,aa,42,863.5500178327942,4,4,101
373033,1,64,1,aa,31,604.7058066756052,5,1,462
373215,1,66,1,aa,33,861.276956639948,5,4,550
373542,2,84,2,aa,29,474.9206349165293,1,1,767
373856,2,29,1,aa,42,859.316974677594,1,2,101
373865,2,60,2,aa,31,204.79671392764283,3,1,101
373882,1,32,2,aa,58,859.8223476762626,4,1,471
374073,1,30,1,aa,0,1147.292316426999,4,1,310
374256,1,29,1,aa,58,892.5014283300962,5,1,101
374382,1,32,2,aa,3,1061.6729061575916,3,2,101
374483,1,64,1,aa,49,273.37366732076293,7,1,547
374648,2,35,2,aa,42,892.4429695131269,7,1,412
374687,2,66,1,aa,2,860.2862501887314,5,1,497
374775,1,69,2,aa,40,369.007620158682,7,1,101
377587,1,29,2,aa,48,1172.5968749956473,6,1,101
377772,2,62,2,aa,18,411.1069777822878,2,2,101
377790,2,29,2,aa,32,694.6774889806138,2,1,101
377861,1,78,1,aa,36,29.76476400907673,2,2,101
378300,2,78,2,aa,16,257.54274957719144,5,1,257
378560,2,14,1,aa,16,1157.370711104886,3,1,770
378704,2,53,2,aa,14,670.9285012925874,6,2,774
378781,2,83,1,aa,44,1079.1064725230415,3,2,101
378847,2,44,1,aa,48,649.9187748582722,4,2,101
382302,2,44,1,aa,60,1075.0778548710407,3,2,101
383302,2,38,2,aa,60,88.30501694088973,7,3,101
383941,1,38,2,aa,36,107.08272027599831,3,1,510
384002,1,38,2,aa,60,648.2938966959663,2,3,258
