EF21,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,EF16U2,B52,TAETIGKEITSSCHLUESSEL5
207784,2,46,2,aa,46,5,1333.6502540691797,3
208024,2,82,2,aa,43,5,16.938014562423255,3
208528,1,82,2,aa,43,2,787.8592925532098,3
208704,2,55,1,aa,24,6,803.8006645480102,1
208768,1,26,1,aa,2,6,1116.284984405322,3
208870,1,15,1,aa,50,1,1335.0179944480637,1
211002,1,47,1,aa,6,6,158.39401389407192,1
211074,1,81,1,aa,16,6,230.7968853763678,1
211316,1,39,1,aa,25,3,62.26833360228771,1
211551,1,52,1,aa,50,7,777.4953403804469,3
212024,2,87,1,aa,26,7,493.34559684055375,1
212336,1,87,1,aa,27,6,1158.2147773968354,1
212749,1,27,1,aa,57,3,18.591175548551817,1
213152,2,65,1,aa,27,7,70.90136220756895,2
213837,1,18,2,aa,59,7,1079.0807001496687,2
214060,2,81,2,aa,47,7,93.4594237352789,2
214261,1,65,2,aa,47,7,1225.233844493523,1
214621,2,36,2,aa,17,2,935.6455570212353,3
214891,1,81,2,aa,17,7,1135.1319280169355,1
215393,2,74,1,aa,61,2,964.2496568276247,2
215818,2,81,1,aa,0,2,147.8397386387441,2
216024,2,20,1,aa,47,6,16.264224303554705,1
216761,2,18,2,aa,35,6,4.5699280218942935,2
221280,1,21,1,aa,33,6,30.56843820029537,2
221322,2,21,1,aa,0,6,1129.6888229679857,3
221845,2,24,1,aa,60,4,62.62502287661525,2
222014,2,61,1,aa,50,6,819.9120480791612,4
222466,2,74,1,aa,0,4,1046.7405122119994,3
223167,2,44,2,aa,54,4,1073.572762886335,2
223256,1,37,2,aa,0,4,1287.4641634256664,4
223522,1,69,2,aa,42,5,517.9507281629211,3
223993,2,69,2,aa,42,4,1046.6958293211387,3
224139,2,21,2,aa,0,4,608.5658988765067,2
224222,1,21,2,aa,53,4,200.4080450247786,4
226779,2,86,2,aa,19,4,162.37189100600182,3
227001,2,54,2,aa,4,6,606.9607545241736,2
227021,2,53,2,aa,33,5,876.4507102785088,2
227183,1,74,2,aa,0,6,1192.3357650986757,2
227308,1,28,2,aa,63,5,871.9989248019083,4
229897,2,76,1,aa,5,5,603.9880475600027,2
230039,1,29,1,aa,5,1,493.6127328332914,2
230100,1,50,1,aa,19,7,57.278965023257186,2
230253,2,76,1,aa,19,3,865.1645323699133,4
230302,2,74,1,aa,27,7,1245.777829646012,4
230410,2,37,1,aa,19,5,981.3916868209607,2
230615,2,62,1,aa,28,5,529.8818622184839,2
230926,2,33,1,aa,31,5,62.66315001925082,2
231023,2,75,1,aa,34,4,363.7048768454061,1
231029,2,42,1,aa,34,7,1315.3561302753685,4
231189,2,42,1,aa,54,6,1215.471356220813,4
231801,2,37,1,aa,35,6,409.41087938111315,3
231996,1,43,1,aa,48,3,338.24111125922474,4
232041,1,72,1,aa,48,4,336.0960079690417,4
232172,1,28,1,aa,3,4,798.9015161651357,4
233791,2,86,1,aa,3,3,959.9667658830301,1
233836,2,26,1,aa,30,6,1347.0681200313861,1
233847,1,24,1,aa,32,7,501.9434522077486,4
234303,1,72,1,aa,50,4,1314.9574356977782,4
234418,1,62,1,aa,57,4,202.84732662003887,2
234724,1,24,2,aa,31,1,860.0647182797849,4
234733,1,68,2,aa,30,1,456.627387034661,4
235269,1,38,2,aa,57,2,69.7717996532012,1
235270,1,63,2,aa,57,3,1074.6019206836818,1
235288,2,86,2,aa,57,2,796.0984761947352,3
235448,1,64,2,aa,32,6,462.31996091634454,3
235710,1,64,2,aa,57,3,814.6377184241121,3
235786,2,55,2,aa,57,5,548.5767076375934,3
235866,2,36,2,aa,53,3,550.1373175925629,3
236387,1,49,2,aa,28,3,1334.0490628251368,2
236453,1,21,2,aa,56,7,1226.399589121713,1
237333,2,83,2,aa,56,6,246.87548478394316,1
240675,2,64,1,aa,57,7,1107.4899221377686,2
240704,1,83,2,aa,56,6,1097.603470437175,2
240713,2,59,2,aa,56,2,1263.134059381324,2
240751,2,37,2,aa,56,7,912.0111214203736,2
240796,1,67,2,aa,38,2,1104.7119880204227,1
240825,2,67,2,aa,56,7,1311.8096454214399,1
240885,2,67,2,aa,7,6,933.0320926557501,3
240947,2,58,1,aa,56,2,132.72617530986403,3
240973,2,41,1,aa,57,3,458.0303146602265,3
241001,2,57,1,aa,57,3,1072.8619445470235,3
241110,1,35,1,aa,57,6,967.426421076353,3
241138,2,63,1,aa,28,3,334.7827095546396,3
241145,2,67,2,aa,16,1,130.09999018352943,1
241150,1,64,2,aa,16,5,1158.5132212728931,4
241808,2,35,1,aa,50,1,529.7437416847902,2
241963,2,21,1,aa,3,1,496.20307643517964,3
242450,2,21,2,aa,18,5,528.3295309323624,2
243264,1,48,1,aa,37,2,417.6223009287903,2
243472,2,81,1,aa,14,5,85.74713092631323,3
243528,1,35,1,aa,14,1,156.6680962857073,3
244690,1,15,1,aa,39,1,444.702442025001,4
245267,1,83,1,aa,50,5,1135.5395053863767,2
245713,1,63,2,aa,37,2,808.7658932765434,2
246252,1,47,2,aa,14,3,1208.1851282738858,3
247075,1,47,1,aa,14,2,548.3685019439129,2
247465,2,20,1,aa,52,7,447.7337679199157,3
248544,2,83,2,aa,14,6,258.99324845348656,4
248559,2,34,2,aa,14,1,513.275627381259,3
248720,2,34,1,aa,14,3,68.14670250137084,4
249979,2,41,1,aa,14,6,412.5289551483647,4
249988,1,20,2,aa,36,4,539.9753382808008,3
250106,2,47,1,aa,25,6,542.6500907012124,3
250501,2,61,2,aa,34,4,799.5455893892863,1
250509,1,61,1,aa,14,5,845.7966432680432,2
250585,2,49,1,aa,32,5,217.22592594610043,4
250614,1,83,2,aa,33,3,536.1483890050283,4
250971,1,46,1,aa,32,3,985.8637465527717,1
250984,1,22,1,aa,38,4,346.7079507624015,4
251000,2,50,1,aa,32,3,217.2621053636418,3
251200,2,51,1,aa,32,4,1314.7584243765125,2
251367,1,40,1,aa,14,5,343.9572377316129,2
251396,2,20,2,aa,14,3,611.197302031607,2
251579,1,39,2,aa,14,2,462.14494843742176,1
251664,1,62,2,aa,14,6,614.9556952125572,2
251712,1,50,2,aa,14,5,463.8813801843619,3
251781,2,45,1,aa,32,3,893.3936739026688,1
254156,2,32,1,aa,32,3,1142.3959100669902,1
254163,2,22,2,aa,14,6,562.789978027344,4
254165,2,22,1,aa,38,3,63.68791778706048,2
254346,2,50,2,aa,19,2,529.6627104564031,2
254507,1,59,2,aa,50,7,502.3659531871621,3
254627,1,80,2,aa,16,7,410.7686559779044,1
254877,2,81,1,aa,16,3,413.13415602565766,1
255120,1,36,2,aa,51,6,148.82736778007765,2
255394,1,43,1,aa,14,2,408.05901783661363,3
255517,1,84,2,aa,14,6,530.7131142869571,2
258055,1,18,2,aa,14,1,412.7250380116827,3
258150,2,40,2,aa,14,2,920.4794452030874,2
258345,2,18,2,aa,50,7,470.10433043123425,1
258449,2,81,1,aa,14,7,966.0117167514151,3
258795,1,46,2,aa,14,1,1315.9041327173395,3
259177,2,53,2,aa,19,1,74.16885199819632,1
259527,1,36,2,aa,5,6,1277.2879562196417,1
259993,1,19,2,aa,51,1,1348.2757451509572,2
265266,1,79,1,aa,17,6,988.9727219382285,4
265343,1,44,2,aa,0,6,172.5101506978182,3
265380,1,89,1,aa,30,1,360.8339347952723,1
265446,1,14,2,aa,45,1,1245.8083911929007,4
265512,1,52,1,aa,13,1,82.72765344775391,1
265549,1,29,2,aa,19,3,77.12724384345724,4
265654,2,64,2,aa,21,6,69.89131030165865,4
265685,2,64,2,aa,45,7,292.03260639851675,1
265735,2,15,2,aa,14,1,500.22743096716965,1
265783,1,75,1,aa,1,5,486.25437844822477,1
265925,2,18,2,aa,55,1,783.6374914785673,3
265976,2,21,2,aa,17,3,71.90229342555469,1
266017,2,85,2,aa,15,6,590.3692203333794,3
266095,1,15,1,aa,15,6,912.5961848942019,3
266099,1,64,2,aa,13,5,735.0460923259641,1
266185,2,14,2,aa,45,5,7.58297193042041,4
266443,2,55,2,aa,31,7,503.53499386286404,3
266860,2,25,1,aa,3,5,531.2054876933521,1
267449,1,77,1,aa,15,1,1151.5169772361412,4
267993,2,77,1,aa,30,3,530.0681759620148,3
268324,1,64,1,aa,10,7,966.0824475934395,4
268388,2,75,1,aa,46,3,1332.015756692955,3
268465,1,50,1,aa,51,3,1038.3737759043502,1
268528,2,53,1,aa,31,5,731.1811186485094,1
268571,2,82,1,aa,46,7,608.6787554780564,4
268587,2,87,1,aa,13,1,205.4706184252705,1
268659,2,27,2,aa,12,7,1119.546218934076,3
268747,1,14,2,aa,1,1,574.4402744234582,1
269071,1,78,2,aa,47,7,135.01653683049673,1
269412,1,52,2,aa,29,3,893.0244515953787,1
269467,1,75,2,aa,12,3,1334.7006717191996,2
269626,1,14,2,aa,29,1,738.8021436771523,4
269824,1,75,2,aa,4,7,366.5975989027887,2
269998,1,74,1,aa,1,1,1345.1712037894642,2
270160,1,20,2,aa,5,3,531.4398634077768,2
270221,1,86,2,aa,56,7,1158.813264220648,2
270544,1,15,2,aa,47,7,604.5470237075021,2
271158,1,88,2,aa,31,3,1276.0173826174332,2
271449,1,40,1,aa,16,7,1192.1801410120875,2
271492,1,15,2,aa,39,3,1135.791334800132,2
272178,1,84,2,aa,1,3,1104.1628354473246,3
272217,2,33,1,aa,1,3,343.48392687523716,2
273448,2,30,2,aa,13,7,1328.680217517375,4
273904,2,90,2,aa,36,3,360.47140503202553,2
274435,2,66,1,aa,59,3,1262.6882442121594,2
274489,2,90,2,aa,6,7,562.789978027344,2
274558,2,66,2,aa,18,1,116.4923020987848,2
274764,2,84,2,aa,6,4,779.6545843863895,4
274909,2,64,2,aa,28,1,259.0615784647226,3
275033,2,48,2,aa,57,6,998.1555862511492,4
275385,2,31,2,aa,54,4,1159.9297528979312,4
275700,1,65,2,aa,36,4,796.8878830024345,2
275748,2,87,2,aa,36,2,1159.798647252362,2
275852,2,64,2,aa,56,3,935.5323735154359,3
275953,2,74,2,aa,57,4,1258.692427918263,3
276147,2,64,2,aa,59,2,1261.7092137923828,4
276150,2,50,1,aa,3,5,467.4521476343395,2
276179,1,64,1,aa,3,4,419.271439585658,2
276267,1,54,1,aa,22,2,1332.1388332546985,4
279359,2,36,1,aa,22,2,367.70237106141735,4
280678,2,47,1,aa,19,4,1287.405954716052,3
280762,2,64,1,aa,57,2,1281.7848221149377,2
281024,2,48,1,aa,57,4,911.6654631911932,3
281212,1,57,1,aa,46,2,293.1748609162084,1
281506,1,57,1,aa,59,6,487.4853624657781,1
281789,1,41,1,aa,56,4,771.9708986321205,2
282152,1,78,1,aa,56,4,1284.0093804131097,4
282745,1,21,1,aa,19,4,892.8969704730201,4
282776,1,78,1,aa,4,4,119.98654220806009,4
282823,1,78,1,aa,23,1,1274.9125771690915,2
282836,1,80,1,aa,36,2,348.9318565463325,3
282867,1,86,1,aa,4,3,106.49193326376479,1
283143,2,82,1,aa,17,5,60.019894283260506,1
283198,2,29,1,aa,1,4,1292.185924421223,3
283255,2,83,1,aa,7,3,1039.0560886652668,1
283431,2,44,2,aa,55,6,695.2107560095258,3
283512,2,28,2,aa,53,5,905.6994467511864,1
283706,2,45,2,aa,8,5,878.4558450746558,1
283758,2,59,2,aa,8,3,626.9152411097746,3
283796,1,83,2,aa,1,3,1293.6880856436412,3
283875,2,59,1,aa,13,5,108.86960083588015,3
284018,2,29,2,aa,50,6,1246.7468875643272,1
284112,2,87,2,aa,46,1,1192.3766138755982,4
284619,1,78,2,aa,28,2,293.8053247586931,3
284654,2,83,2,aa,28,5,445.98393920378817,1
287347,2,85,2,aa,28,5,274.42783194687286,1
287434,2,58,2,aa,29,6,410.3010880814961,1
287514,2,58,2,aa,36,6,796.9798292042028,3
287528,1,35,2,aa,20,6,158.44082214915753,1
287555,1,80,2,aa,23,1,799.3060878553416,4
287574,2,57,2,aa,57,3,812.8487785399416,4
288276,2,37,1,aa,15,5,909.549193964653,1
288462,2,59,1,aa,31,2,386.6616900884545,1
288680,2,58,1,aa,23,2,964.5657897312055,3
289205,2,39,1,aa,57,1,131.86962401045642,1
289790,2,39,1,aa,9,6,62.54547434263815,1
289832,1,59,2,aa,53,5,1280.6184045549828,1
291061,1,58,2,aa,29,4,88.16439483880524,1
291580,1,57,2,aa,41,5,917.8366941599836,1
292070,1,30,1,aa,8,4,546.0067485503969,1
292369,2,86,2,aa,60,7,585.6847555537435,1
292471,1,20,2,aa,60,7,1343.6897215199745,2
295373,2,86,1,aa,48,2,557.3483623441083,2
295756,2,68,1,aa,52,3,719.6232850762175,2
296254,1,68,1,aa,54,2,46.03950311562989,1
296684,2,49,1,aa,27,2,204.1195947376254,1
296944,2,49,1,aa,63,4,808.5560857847289,1
300748,2,68,1,aa,63,4,1260.8453237355623,1
301769,2,82,1,aa,34,4,1204.1468994193997,4
301858,2,70,1,aa,22,4,46.86289858222101,2
302087,2,87,1,aa,55,3,869.8424455664718,3
302529,1,70,1,aa,62,3,154.6838990414426,3
303845,1,51,2,aa,60,5,62.95488732831914,4
304177,1,70,1,aa,14,5,94.65035972358214,4
304689,2,70,2,aa,41,3,671.9784490431083,3
306554,2,62,2,aa,41,4,1275.2959971363334,4
307557,1,62,1,aa,23,3,474.43171216934707,4
308067,2,70,1,aa,9,5,478.4423205840186,3
309205,1,30,2,aa,60,3,500.024242868293,2
310274,2,29,2,aa,41,3,412.4117743967824,4
310322,2,82,1,aa,9,3,1057.1326980660754,4
310392,1,31,1,aa,37,4,670.7833142935028,4
310508,1,56,1,aa,20,6,216.88289669823945,4
310555,1,47,2,aa,63,6,770.2144306795828,2
310591,1,36,1,aa,50,4,1058.052808203139,3
310677,2,36,2,aa,50,6,502.5474990511839,4
310709,2,36,2,aa,37,6,1263.4566934321713,4
310803,1,61,2,aa,52,5,1135.69720951211,4
310821,1,46,1,aa,16,6,56.84114592509411,2
311145,1,19,1,aa,18,4,822.1610332525433,3
311227,2,36,2,aa,49,6,682.7815655672673,3
311301,2,48,1,aa,61,6,272.2852263728109,2
311321,2,36,1,aa,28,5,487.12899283318524,3
311326,1,19,1,aa,12,6,671.2243460053704,2
311375,2,36,1,aa,28,6,671.3356894543174,2
311395,2,62,1,aa,42,6,590.8334477439377,2
311427,2,46,1,aa,35,6,1141.266075228905,3
311432,2,44,1,aa,49,6,572.2903315529293,2
311474,1,62,1,aa,14,5,264.63091406784855,2
311477,2,46,1,aa,13,6,110.80623009848154,2
311502,2,30,1,aa,29,5,571.5350333838311,2
311504,2,62,2,aa,28,6,275.98218004645105,2
311522,2,44,2,aa,60,6,1039.2111909731495,2
311552,2,37,2,aa,28,6,247.7904702569271,1
311646,2,62,2,aa,23,5,203.31290207889086,2
311708,2,79,2,aa,27,6,247.96208852549069,4
311743,2,37,2,aa,23,6,160.25241390888272,1
311767,2,28,2,aa,32,6,641.6755465639011,2
314504,2,14,2,aa,33,6,1314.429274768782,2
314504,1,49,2,aa,36,7,1174.1172707875935,4
314515,1,60,2,aa,36,1,1201.9859466863888,2
314684,1,84,2,aa,33,6,1314.513960299272,4
314721,1,78,2,aa,27,2,1315.733467041926,2
314942,1,79,2,aa,39,2,108.88272760941041,2
315065,1,19,2,aa,42,7,728.6057960174578,4
315260,1,79,2,aa,42,2,1174.6298548200896,3
315312,1,37,2,aa,39,1,82.07366329979153,3
315334,1,16,1,aa,60,7,1175.6332779490244,4
315580,1,18,2,aa,33,5,1107.1018422798006,3
315685,1,20,1,aa,26,2,389.1942563525406,4
316031,1,37,1,aa,15,5,625.5192459343382,3
316202,1,62,1,aa,20,1,878.733228184787,3
316270,1,14,1,aa,60,5,501.05607687044676,4
316885,2,79,1,aa,33,2,63.635004454634995,3
317195,1,36,1,aa,26,1,4.070178893872242,2
317944,1,36,2,aa,15,3,1340.2563752773108,3
318755,2,18,1,aa,23,1,836.9189203923893,4
319163,2,14,1,aa,21,3,245.79813855671327,4
322761,1,36,1,aa,37,2,877.5215875576107,4
323165,2,39,1,aa,37,2,835.9361893013355,2
323250,2,78,1,aa,34,3,1074.3206915226597,1
323279,2,78,1,aa,37,3,609.1313721989876,4
323361,1,84,2,aa,60,2,553.098921398321,4
323474,1,44,2,aa,17,3,265.713377146261,2
323590,1,87,2,aa,41,3,1205.3777315180582,4
323648,1,62,2,aa,36,2,836.4699076986723,2
323659,1,41,2,aa,28,1,1315.0944363163264,1
323712,1,22,2,aa,36,3,292.3152744872673,2
323798,1,86,2,aa,29,2,277.44466889313554,4
323855,1,24,1,aa,28,2,292.861141324662,3
324100,2,51,1,aa,60,4,277.7502116108498,2
324139,2,41,2,aa,41,3,280.5897555833761,1
324219,2,77,1,aa,35,2,275.1881921062539,3
324391,1,18,1,aa,5,1,1140.5794057787691,2
324508,1,51,1,aa,41,4,282.0772001483693,3
324589,2,84,1,aa,58,2,869.9810111794063,3
331206,1,84,2,aa,7,3,175.29123941490724,4
331917,2,84,2,aa,43,6,457.7206151263601,3
332272,1,67,2,aa,28,5,1110.1091636044969,2
332620,1,30,1,aa,6,5,1141.1853216899967,1
333613,2,42,2,aa,14,5,460.9484385525843,4
334867,2,81,2,aa,4,4,745.0743769294118,3
335244,1,30,2,aa,22,2,1088.490295177478,4
335314,2,70,2,aa,58,5,626.5209010825573,2
335390,2,49,2,aa,14,6,161.50341822732548,4
335698,2,74,2,aa,51,4,927.550564912413,2
335994,2,74,2,aa,4,5,864.9067851264675,3
336004,1,24,2,aa,12,4,487.7800919078851,3
336252,1,20,2,aa,24,5,1175.842823142159,1
336308,1,20,2,aa,50,4,562.789978027344,2
336402,2,15,1,aa,32,5,671.3195804151802,4
336613,1,82,1,aa,5,5,514.8326298232753,4
336735,2,24,2,aa,52,6,498.80482276145386,3
340134,1,28,1,aa,42,1,463.8402691033174,2
340293,2,17,1,aa,42,6,411.47476020634815,3
340430,2,50,1,aa,8,6,1158.2944549821616,4
340622,2,78,1,aa,41,7,129.8955476175512,1
340659,2,22,1,aa,12,4,1156.684895235756,1
340814,2,22,1,aa,21,6,1254.5947767151983,4
340842,2,42,1,aa,32,4,202.2345727694437,4
340893,1,50,1,aa,23,6,878.9492446804956,4
341431,1,61,2,aa,23,6,1157.9777467428214,4
341990,1,46,1,aa,21,5,878.3251865781095,4
342095,2,49,1,aa,21,6,217.74879233696387,1
343557,1,16,2,aa,52,3,586.6616978726629,1
343618,1,52,2,aa,14,6,1204.640987852455,3
343667,2,60,1,aa,14,6,671.1118907470376,4
343965,2,60,2,aa,53,7,741.9445429338372,4
344469,1,24,1,aa,28,6,1041.8051283860584,2
344990,2,63,1,aa,4,3,238.72131081616823,1
345459,2,20,2,aa,57,3,1042.029465946116,4
345777,2,20,2,aa,28,5,1046.2852391871052,3
345951,1,62,2,aa,57,6,152.86230032375707,4
347412,2,16,2,aa,15,7,1039.889893954688,4
347792,1,46,1,aa,56,4,372.9076453128047,3
347865,1,86,2,aa,4,6,843.8124573065592,3
348011,1,62,1,aa,25,1,1039.1750104928985,4
350237,1,21,2,aa,5,1,485.79182346816435,4
350246,2,62,1,aa,43,5,1267.443946318963,3
350281,1,86,1,aa,34,3,163.58640347961864,3
350328,2,15,2,aa,29,7,292.34510399250803,1
350679,2,63,1,aa,35,7,340.11599690344195,4
350708,2,62,2,aa,56,6,1129.6677316243588,3
350744,1,72,1,aa,30,1,278.9100998749531,3
351073,2,62,2,aa,34,1,493.27276229269177,4
351311,2,65,2,aa,23,7,688.7602762147108,4
351312,2,62,1,aa,25,3,332.9428026402923,3
351420,1,67,1,aa,23,3,1238.0284147586847,4
351460,2,65,1,aa,10,3,695.0162113905702,4
351492,2,68,1,aa,14,3,554.7674011498614,1
351517,1,75,1,aa,35,7,695.6724953163096,2
351611,1,53,1,aa,35,5,1117.9821846046216,4
352206,2,30,1,aa,42,6,492.6872468741595,1
352427,2,30,1,aa,35,5,1141.810163157569,2
353166,2,62,1,aa,43,2,693.4457503996209,1
353915,1,27,1,aa,14,6,179.29031173155062,4
354590,2,59,2,aa,24,6,493.08623990808013,1
354879,1,40,2,aa,14,2,626.8508906725182,2
354945,2,67,2,aa,33,6,625.2235920088418,1
355285,2,52,2,aa,36,1,772.7909899496627,1
355407,2,41,2,aa,43,1,916.2612963951925,1
355424,1,50,2,aa,16,5,627.6762793234408,2
355530,2,70,2,aa,56,2,445.3163736029073,1
355787,2,67,1,aa,34,1,650.5230885253274,1
356138,2,44,1,aa,56,5,176.59343326952762,1
358088,2,68,2,aa,37,2,1239.8400591744082,1
358151,2,45,2,aa,37,7,611.7065456361755,1
358180,2,59,2,aa,48,4,998.0528351517008,1
358196,2,62,2,aa,51,2,457.5953874161821,1
358260,1,46,2,aa,57,3,1098.566784389288,2
360592,1,14,2,aa,40,7,59.93446831410266,3
360855,2,60,2,aa,51,5,528.5571569394506,4
360864,1,61,2,aa,19,1,893.2537833209341,4
361032,1,51,2,aa,57,4,861.1186914632287,3
361135,2,48,2,aa,52,5,1036.623526035704,1
361842,1,32,2,aa,46,1,466.0320163330387,4
362014,1,66,1,aa,10,1,892.8408303832872,1
362143,1,53,2,aa,12,2,860.8802458508932,2
362473,1,66,2,aa,48,1,892.2060057280868,1
362590,2,83,2,aa,51,2,1042.6517630059552,4
363001,2,60,2,aa,34,3,447.647534951016,3
363061,2,32,1,aa,61,2,28.572729114529714,2
363505,1,15,2,aa,43,5,625.333072679098,1
363610,2,32,1,aa,61,2,1036.2295276927243,4
363863,1,32,2,aa,42,4,305.7797854578952,3
363876,2,33,1,aa,8,1,832.754026407625,2
363943,1,32,1,aa,16,3,129.1667604518475,3
364333,2,32,1,aa,16,4,132.4620782704235,3
364511,2,84,1,aa,16,7,119.12181108088393,1
364593,1,33,2,aa,29,1,257.07750557499077,1
365964,2,46,2,aa,42,5,463.32482653768653,1
366320,1,52,2,aa,63,7,814.8607800389949,3
366502,2,87,2,aa,58,3,131.42353234019333,4
366844,1,79,1,aa,47,1,410.37087363479736,3
367304,1,63,2,aa,4,3,1057.913446166584,4
367545,1,79,1,aa,28,1,529.3996875032902,3
369288,1,41,2,aa,63,4,485.3490027333807,4
369445,2,55,1,aa,29,5,539.8724813054014,4
369663,2,86,2,aa,36,1,1060.87244857102,2
369993,1,72,1,aa,38,5,1.9513096594334502,4
370541,2,80,1,aa,42,2,562.789978027344,1
371853,2,84,2,aa,34,2,499.17745430561195,1
372774,2,86,1,aa,41,7,265.433059315229,2
372775,2,64,1,aa,42,4,863.5500178327942,4
373033,1,64,1,aa,31,5,604.7058066756052,1
373215,1,66,1,aa,33,5,861.276956639948,4
373542,2,84,2,aa,29,1,474.9206349165293,1
373856,2,29,1,aa,42,1,859.316974677594,2
373865,2,60,2,aa,31,3,204.79671392764283,1
373882,1,32,2,aa,58,4,859.8223476762626,1
374073,1,30,1,aa,0,4,1147.292316426999,1
374256,1,29,1,aa,58,5,892.5014283300962,1
374382,1,32,2,aa,3,3,1061.6729061575916,2
374483,1,64,1,aa,49,7,273.37366732076293,1
374648,2,35,2,aa,42,7,892.4429695131269,1
374687,2,66,1,aa,2,5,860.2862501887314,1
374775,1,69,2,aa,40,7,369.007620158682,1
377587,1,29,2,aa,48,6,1172.5968749956473,1
377772,2,62,2,aa,18,2,411.1069777822878,2
377790,2,29,2,aa,32,2,694.6774889806138,1
377861,1,78,1,aa,36,2,29.76476400907673,2
378300,2,78,2,aa,16,5,257.54274957719144,1
378560,2,14,1,aa,16,3,1157.370711104886,1
378704,2,53,2,aa,14,6,670.9285012925874,2
378781,2,83,1,aa,44,3,1079.1064725230415,2
378847,2,44,1,aa,48,4,649.9187748582722,2
382302,2,44,1,aa,60,3,1075.0778548710407,2
383302,2,38,2,aa,60,7,88.30501694088973,3
383941,1,38,2,aa,36,3,107.08272027599831,1
384002,1,38,2,aa,60,2,648.2938966959663,3
384951,1,15,2,aa,50,5,47.55230536764898,3
386287,2,68,1,aa,60,7,1042.4659981941184,3
386479,2,38,2,aa,35,6,28.320004589459252,3
386496,2,38,1,aa,63,2,335.87095735664553,3
386828,1,74,2,aa,40,6,546.5408495707054,4
386839,1,36,2,aa,43,7,80.79114210712109,4
386844,2,38,2,aa,28,7,816.2649275997559,3
387061,2,36,2,aa,39,7,26.65540967971061,4
389342,1,54,1,aa,19,6,369.9744537739163,4
389445,2,46,2,aa,7,5,768.0541794791792,4
389685,1,79,1,aa,35,5,650.7569172531745,3
389829,1,78,2,aa,50,4,1158.7366548358152,4
389986,1,54,1,aa,39,4,568.1169682754347,4
390088,2,59,1,aa,63,6,673.8097009722469,4
390467,2,36,1,aa,17,6,642.875893183613,4
390520,2,46,1,aa,55,6,1158.8513069404135,4
390613,2,41,1,aa,17,6,486.5523101070032,4
