EF48,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52,EF16U2
1059.1530378824189,1,35,2,aa,16,893.8026890023814,1
1059.3503436938138,2,59,2,aa,31,178.65020460780556,1
1059.3621437773324,2,21,2,aa,45,390.9630766207214,1
1059.3933789111334,2,80,2,aa,35,398.4247456741829,1
1059.5374657873485,1,80,2,aa,28,390.93122851471253,7
1061.1327313794686,2,77,2,aa,51,56.05919968516707,7
1061.207850998027,2,57,1,aa,2,1211.6288334740068,7
1061.714926296092,1,69,2,aa,16,398.87429603763195,6
1061.8337501886551,2,32,2,aa,58,615.635004454635,5
1061.8621114590264,2,78,1,aa,17,414.0164454809702,1
1062.0873871145857,2,57,2,aa,51,84.44101035137078,1
1062.2423769350148,1,57,2,aa,54,309.9996135347872,7
1062.2638539595719,1,45,2,aa,8,817.098921398321,2
1062.457998029549,2,32,2,aa,9,1158.7122605507373,1
1063.0523450351175,1,34,2,aa,17,173.18235109710363,5
1063.5979254656008,2,77,2,aa,8,1158.1378725754785,6
1063.8304131323612,2,49,2,aa,55,911.550564912413,7
1063.9022749460576,1,34,2,aa,4,1214.0359888961275,1
1097.4534820973138,1,53,2,aa,6,217.56708340057193,7
1097.4619312823486,1,34,2,aa,9,1343.803990958369,7
1098.3155606341638,1,59,2,aa,9,690.7276534477539,7
1098.9514775019466,1,41,2,aa,16,345.7390120163211,7
1099.6595218534317,1,21,2,aa,16,1158.8251270345897,7
1100.0977716734385,1,58,2,aa,30,414.5933645997232,1
1100.3632989177372,1,55,2,aa,54,470.45801699736506,7
1101.2514614242725,1,81,1,aa,33,1157.516848753025,2
1101.942730109318,1,90,1,aa,17,767.9022934255547,7
1102.2227221987253,1,83,1,aa,33,944.5298551995116,6
1102.3590184808897,1,31,1,aa,58,1036.9236562075018,7
1102.7153906895885,1,84,1,aa,47,410.1722377991061,4
1103.4842535670032,1,83,1,aa,8,409.4603397599957,7
1144.5201394124063,1,20,2,aa,47,1203.889631503397,5
1145.430948585469,2,20,1,aa,44,1208.828954199587,4
1145.5507960531052,2,26,2,aa,29,893.7083619359844,4
1146.8269223869622,2,74,1,aa,53,395.23270758965185,4
1148.055766924842,2,20,2,aa,25,161.1894570599674,5
1148.4964584311424,2,70,1,aa,26,1204.5932304618618,2
1149.2456882036531,2,79,1,aa,47,588.0790062312598,5
1151.3812376065634,2,83,1,aa,33,586.0736632997915,5
1154.4996454654167,2,20,1,aa,14,362.0790698664891,6
1154.8970653563417,2,83,1,aa,14,614.9548873283192,6
1155.9686914803608,2,34,2,aa,58,1133.93673305333,4
1158.783161158699,2,82,2,aa,8,1257.602212507384,1
1160.0962548263199,2,82,1,aa,8,360.55468675021825,4
1160.8245225165479,2,66,2,aa,2,74.16885199819632,1
1163.1338963669164,2,22,2,aa,2,613.725797164442,6
1166.7497241563215,2,30,2,aa,22,892.8377732819505,1
1167.798162559977,1,81,2,aa,22,446.3032717917104,6
1168.8346278573463,1,24,1,aa,32,111.68791778706047,4
1170.8296115029812,1,58,2,aa,58,105.27896502325719,1
1172.491144789082,2,35,1,aa,58,516.8827276094104,1
1173.303902549031,1,58,2,aa,8,1310.4191218945555,5
1174.1558627116267,1,35,2,aa,14,982.1306481975962,1
1176.4770615130083,1,66,1,aa,29,984.9067851264675,6
1177.2921399053225,1,24,1,aa,52,217.65625571915382,6
1178.9614383630753,2,46,1,aa,56,216.13211215177736,5
1188.1752198858826,1,18,2,aa,0,205.4594237352789,1
1194.761426232923,1,24,2,aa,0,1284.9439070370274,1
1199.8045736279314,2,25,2,aa,22,1301.4331093502547,2
1203.0282222834132,1,20,2,aa,59,1272.6020846979964,1
1206.4644382775691,2,50,2,aa,59,877.7675166919156,1
1208.346278081707,2,88,1,aa,59,445.65165435401445,3
1209.188766518227,2,65,1,aa,2,176.93801456242326,2
1210.4531593619738,2,48,1,aa,51,892.350267959644,3
1211.236035277618,2,51,2,aa,56,876.5656860994937,1
1211.5663689485957,2,20,1,aa,0,124.14670250137084,1
1214.0888831229076,2,68,1,aa,28,538.0350894469361,2
1214.7235445261683,2,16,1,aa,30,177.14248200547357,5
1215.145632451737,2,89,2,aa,12,649.8957429826052,1
1217.88045160913,1,89,2,aa,50,811.1811186485094,3
1221.5508866131245,1,31,1,aa,31,1334.3838989446763,6
1225.632238295573,1,26,2,aa,5,119.73149954162332,6
1228.1158551575002,1,49,2,aa,3,19.33157500962541,3
1230.9235180799267,1,67,2,aa,58,1133.4220667848513,3
1232.1272354819816,1,83,2,aa,25,7.232581360032842,6
1233.1936769329184,1,49,2,aa,2,751.9730844161202,5
1234.7671225780603,1,41,1,aa,14,1038.6211815817385,5
1236.1949982834378,1,64,2,aa,22,531.3251798617911,3
1236.7327615703189,1,80,2,aa,28,1331.4039639476568,3
1245.7976581769237,1,21,2,aa,53,807.0460923259641,2
1246.934917929368,1,87,1,aa,32,869.3907827836337,2
1249.9803295793567,2,88,2,aa,45,650.2461510493924,6
1253.0632027828424,2,19,2,aa,2,272.7413844186643,3
1254.0073644192698,2,83,2,aa,45,1226.5483085237727,6
1262.129272713533,1,22,2,aa,28,126.87356546315662,6
1262.7277982771004,1,18,1,aa,46,283.90130838426523,5
1267.5580704349732,1,51,1,aa,1,724.8696008358802,3
1269.805358891756,1,89,1,aa,11,876.3028980087289,6
1270.3674406608623,2,46,1,aa,46,1218.2063648645824,5
1276.0781796978463,2,51,1,aa,11,45.7717996532012,5
1278.1087130116198,1,75,1,aa,46,1229.6415059197418,6
1280.6253503293226,1,41,2,aa,20,117.8027244151379,3
1280.7549323334265,1,17,2,aa,5,13.136876400590733,2
1284.5133635809038,1,18,2,aa,19,388.1765867289766,3
1285.166001281378,1,18,2,aa,3,13.331369589030949,4
1286.1913727710323,1,57,2,aa,5,1279.2175088461672,3
1291.8335127109244,1,86,2,aa,18,965.1977474874157,3
1292.239957862534,1,48,2,aa,4,803.3633215331487,4
1292.8243907097021,1,49,2,aa,21,387.86707283223666,4
1297.10745243978,1,79,2,aa,58,1075.4380684997518,4
1297.183512028114,1,17,2,aa,32,1231.2147706729406,3
1297.5878266888778,1,87,2,aa,6,256.51719857985034,3
1297.6279079450526,1,87,1,aa,32,933.0151332837364,4
1298.8226468354014,2,41,1,aa,22,329.9332762593243,2
1298.8973098607523,2,41,1,aa,35,1079.90482271072,2
1299.3884167885835,2,16,1,aa,35,1054.0490628251368,5
1299.7151453182944,2,16,1,aa,7,216.59297275150044,5
1301.2529392238448,2,16,1,aa,19,1227.3292670549429,3
1301.3906312501317,2,43,1,aa,40,904.754026407625,5
1312.8077591696565,2,18,1,aa,40,732.5159713327411,5
1315.4153945899536,2,46,1,aa,40,625.9348120052282,5
1318.4975953005762,2,46,1,aa,17,1075.829742791113,5
1324.8741116552562,2,44,1,aa,4,63.40975369081223,5
1327.6713252672214,2,17,1,aa,4,744.048485736586,5
1330.3723918879787,2,54,2,aa,16,246.79330566790023,5
1332.327648704255,2,44,2,aa,59,130.3658559809227,5
1337.037698843908,2,46,2,aa,18,388.12373213997785,5
1337.1978809754285,2,45,2,aa,33,387.4274563443093,5
1342.1285828124046,2,58,2,aa,32,1333.0820879996418,5
1343.312700649952,2,58,2,aa,59,391.84259179917944,5
1344.9959546069622,2,73,1,aa,61,612.5101506978182,6
1345.3954253580407,1,73,1,aa,3,718.6079280423368,6
1347.2031552978349,1,76,1,aa,3,154.15010433564962,6
1347.6414757036184,1,42,1,aa,27,228.6680962857073,1
1349.5196092540714,2,42,1,aa,4,155.8397386387441,1
1351.4242666260893,1,79,1,aa,33,911.6249146131182,6
1360.013551138818,1,78,1,aa,33,1242.0607212547511,6
1360.0330759832705,2,45,1,aa,32,284.74926717610197,1
1360.5098250016115,2,87,1,aa,32,217.69922134409197,6
1363.0335641696893,2,59,1,aa,5,273.52886904536217,6
1363.300064167619,2,46,1,aa,17,787.6232850762175,2
1363.6980846917722,2,58,2,aa,27,177.42366331001944,1
1367.2296274932487,2,58,2,aa,58,1245.4510142047102,1
1367.4799104432993,2,46,2,aa,3,343.7344823912608,1
1376.2267503201915,2,46,2,aa,7,206.39401389407192,3
1378.6245682607937,2,41,2,aa,28,412.50696280742125,4
1378.8508077475478,1,40,2,aa,24,132.90370378440178,3
1379.6165298494511,1,40,2,aa,22,917.8984893609911,6
1384.258292506849,2,16,2,aa,42,1038.1025779676309,6
1384.5724213043852,1,85,2,aa,24,642.5971281762703,4
1385.3160721154882,2,85,2,aa,24,1315.957310533774,6
1385.5849951182647,1,21,1,aa,24,710.5474990511839,6
1385.7150884484538,2,40,1,aa,55,746.1121537408935,3
1386.3993145763588,2,44,1,aa,24,164.72617530986403,4
1387.5502710778562,2,42,1,aa,5,1314.535061832038,6
1387.9508571715564,2,62,1,aa,63,982.3251865781095,4
1394.2850767425407,2,42,1,aa,55,821.1186914632287,3
1398.168103313529,1,42,1,aa,22,412.6187011924953,3
1398.6221377984145,1,42,1,aa,54,893.2200614627233,3
1413.2589220516522,1,35,1,aa,58,1118.1855291896554,7
1413.5368432822793,1,24,2,aa,54,1224.1882002535144,7
1416.7521268215744,1,84,2,aa,54,987.316974677594,3
1417.2630422776995,2,84,2,aa,28,542.4408221491575,2
1420.7085440235708,2,56,2,aa,41,1231.4017609850637,7
1424.0097477569457,2,53,2,aa,57,1251.6507645765291,7
1424.5840695076597,2,67,2,aa,54,1314.8701313817965,7
1425.2733172264955,1,67,2,aa,60,904.0270897395897,7
1426.828440672858,2,59,2,aa,41,606.8062300984815,6
1427.5687323737782,1,84,2,aa,41,380.90131347178976,3
1427.9617442887625,1,62,2,aa,41,1252.795437615518,6
1428.566487713959,2,50,1,aa,41,967.0264175758504,5
1429.904935836644,2,22,1,aa,25,23.97861886580644,7
1429.9356057955035,2,66,1,aa,54,1226.0921978149006,2
1431.9134772885425,2,76,2,aa,33,984.8240229123472,5
1431.9576860091438,2,25,1,aa,54,1225.6551456685713,6
1440.9471998533077,1,65,1,aa,54,812.8973840214816,2
1441.5227000299749,1,62,1,aa,19,1135.0318300775575,6
1446.1243270790228,1,25,1,aa,58,531.5082684152484,6
1451.0896705596083,1,37,1,aa,61,1131.212306047507,7
1455.243874765241,1,67,1,aa,61,996.2862501887314,6
1488.1444615018,1,17,1,aa,27,1101.3970186401857,5
1488.1561493521783,1,18,2,aa,54,823.5500178327942,6
1488.1917391035524,2,78,2,aa,33,1279.257132657167,5
1488.5076592262374,2,25,1,aa,32,1099.3058469034675,7
1488.9389435031362,2,78,1,aa,29,819.1332571740114,6
1490.4511845012032,2,78,1,aa,29,69.21238388279248,2
1490.879152251108,1,60,2,aa,29,363.4592025776904,1
1491.0962213244013,2,53,1,aa,62,863.9137961724333,1
1492.0104262424923,1,53,2,aa,62,1267.6813028238655,3
1493.9410502666356,1,49,2,aa,54,818.0057133203848,6
1495.0849198394617,1,25,1,aa,29,246.87548478394316,6
1497.1688551970965,2,63,2,aa,40,613.4706184252705,1
1497.2383272823074,2,33,2,aa,7,837.3427578172696,1
1500.4697617412974,2,78,2,aa,29,133.04842145456723,1
1503.9029830404431,1,74,1,aa,29,130.09999018352943,7
1504.04158375253,1,67,1,aa,5,642.2058871983912,3
1507.746126817253,2,22,1,aa,28,966.6384783199741,3
1509.2919092051536,1,62,1,aa,26,362.2679798755477,1
1510.7811196527919,1,37,1,aa,26,686.4423205840186,1
1512.58837727943,2,26,1,aa,2,600.8411459250941,1
1515.6445905226192,2,35,1,aa,21,1111.8032776044763,6
1532.402976416739,1,27,1,aa,55,1227.7723549909222,5
1532.480352616967,2,75,1,aa,22,965.9111738381313,1
1532.5631946351607,1,51,1,aa,55,132.82736778007765,5
1533.5205886079284,2,56,1,aa,3,1228.4291186387352,7
1534.849135818594,1,52,1,aa,22,1231.8528931858143,3
1535.4693722220552,2,67,1,aa,3,809.7718780525076,1
1536.3578128513564,2,30,1,aa,47,1294.1920526422612,3
1537.0099802961843,2,40,1,aa,46,626.2349538493361,3
1541.5124670076318,2,90,2,aa,46,1292.4753971092641,4
1547.760036493333,1,50,1,aa,46,178.40635498694655,6
1548.5279212267324,2,89,2,aa,60,694.3692203333794,6
1550.629698132266,1,43,2,aa,60,671.7199317038884,6
1551.8777238561233,2,84,1,aa,38,624.2780428923645,4
1560.1321472378982,1,59,2,aa,38,362.3898540467326,6
1560.4730621549822,1,35,2,aa,54,515.5878818920804,6
1561.5261622590417,1,67,1,aa,54,447.2102125875762,6
1562.2569379363808,1,41,1,aa,63,363.44176689075596,6
1564.4309013325849,1,78,2,aa,29,671.4576205548873,6
1564.807495173549,2,59,2,aa,29,1301.3641619734817,6
1565.5497114109664,1,19,1,aa,51,759.5323735154359,7
1567.1772831731214,2,19,1,aa,7,852.4620782704235,6
1567.8525142182305,2,81,1,aa,7,562.789978027344,6
1568.6184217761895,2,86,1,aa,33,918.9951693478555,2
1571.502229783164,1,52,1,aa,33,671.9163657977983,3
1572.184291599793,1,63,1,aa,35,349.4970268907622,2
1573.1132718015613,1,19,1,aa,61,905.8955476175512,2
1573.1995301259788,2,68,1,aa,30,1341.657463361969,2
1574.790176605637,2,42,1,aa,20,1340.2073984998392,6
1574.943950223,1,78,2,aa,46,689.6994467511864,7
1575.3735642928134,1,19,2,aa,46,904.862300323757,3
1577.611929184543,1,30,2,aa,54,1340.4996256595405,3
1577.728835560395,2,42,2,aa,12,494.46667120990355,6
1580.2293082101005,2,50,2,aa,12,204.74567694437513,1
1581.1840347944867,2,36,2,aa,44,351.5643591565762,4
1581.7443752835761,2,14,2,aa,20,670.1490462235505,1
1582.2538721371768,2,80,2,aa,44,351.475472664101,4
1583.0600215067575,2,77,2,aa,48,913.5034182273255,1
1583.1641704189774,2,70,2,aa,38,913.1868665390552,1
1616.869544196244,2,77,1,aa,44,131.85010620133062,1
1616.8963755628838,1,80,1,aa,20,364.68174385575156,1
1618.186425328853,1,77,1,aa,20,366.48868031159134,6
1619.1728604689813,2,90,2,aa,20,1335.9817623773586,7
1620.0217719595762,1,64,1,aa,20,997.7647640090768,1
1622.2103887201438,1,14,1,aa,45,1330.7833573632154,6
1623.8046371541843,2,38,2,aa,32,135.1478847601108,6
1648.1470364176805,2,53,2,aa,53,334.8728474151384,6
1649.5765466154432,1,78,2,aa,63,611.0431751152215,1
1651.2408592344746,1,59,1,aa,63,957.1612469262025,1
1651.2489177607126,1,44,1,aa,14,413.82565468239466,1
1651.4439235472141,1,78,1,aa,14,911.2912394149073,1
1652.411179297234,2,87,1,aa,53,878.3983569638214,2
1652.7299541234238,1,47,2,aa,22,587.9361893013355,1
1653.2037476063092,2,49,2,aa,22,167.51344988605672,4
1654.0138819684933,2,87,1,aa,36,589.8424455664718,1
1654.8268398981158,1,18,1,aa,36,590.1610332525433,6
1655.3153426786032,1,18,1,aa,33,330.61236552784305,6
1681.1252753299752,2,20,2,aa,24,202.131790735394,7
1682.949934383836,2,60,2,aa,53,81.41087938111312,3
1682.9859595937503,1,89,2,aa,0,725.8366941599836,4
1683.8243618783072,1,61,2,aa,43,841.7117661700967,4
1685.1396882179865,1,22,2,aa,29,588.9189203923893,4
1686.5075225238866,1,60,2,aa,42,115.37486879047847,7
1686.7879496544974,1,22,2,aa,34,201.21685461418764,4
1687.2532730325672,2,23,1,aa,12,119.8813801843619,4
1697.629630377276,1,61,2,aa,42,745.0940474150044,5
1697.9342534833754,1,59,2,aa,42,108.52895514836464,2
1698.343196408317,1,20,2,aa,42,124.10153821758983,5
1701.3844577313996,1,87,1,aa,47,493.3291962901098,2
1703.2399186988696,2,55,2,aa,22,822.7213108161682,5
1706.370298525837,1,63,2,aa,4,125.6127328332914,7
1706.5533780470314,1,61,1,aa,42,106.7686559779044,4
1706.7292816117554,2,32,2,aa,44,493.1185469287567,4
1707.9452791767774,1,61,2,aa,43,104.83435636334424,4
1708.4455200384202,1,37,1,aa,46,105.46735083402385,3
1708.6600617681765,2,82,1,aa,35,846.733228184787,7
1709.5293606559255,2,20,1,aa,50,444.14967917423684,5
1722.5532705658559,2,20,1,aa,33,729.131579462411,5
1725.3683383401224,2,51,1,aa,3,132.10464682284305,7
1728.546585254635,2,69,1,aa,45,447.828103553079,2
1728.5763948222518,2,32,2,aa,15,892.8966008699047,2
1728.7814268021314,2,20,1,aa,14,681.945443876457,4
1729.439919339928,2,69,2,aa,35,446.32170493614285,4
1732.1557803029334,2,15,2,aa,3,413.51231208784145,7
1732.6978016720916,2,21,1,aa,42,671.5388965627873,7
1734.835062980316,2,67,2,aa,42,906.2345727694437,4
1735.2278748852655,2,31,2,aa,1,117.13415602565766,4
1739.2700335005386,2,21,2,aa,53,112.05901783661366,7
1759.7463206017533,1,60,2,aa,46,983.5609055404419,4
1780.424883094127,1,90,1,aa,15,513.1072153397914,5
1782.2522123895926,1,87,2,aa,13,73.62230092879028,2
1783.2996819649834,1,20,1,aa,37,472.9388384714241,2
1785.8013294201912,1,40,1,aa,12,730.0067485503969,3
1787.3090433685545,1,20,1,aa,1,840.5833802259237,5
1789.464027863845,1,53,1,aa,42,78.14494843742176,5
1789.541162614424,1,68,1,aa,50,420.9931927392788,5
1808.652449755722,2,83,2,aa,60,718.7745969823264,5
1809.0149447241283,2,83,2,aa,38,1129.3773255682188,1
1809.1109314719954,2,20,2,aa,5,1041.4958664150636,1
1809.9158294463875,2,87,2,aa,53,928.1643948388053,5
1813.5154786539706,2,87,2,aa,55,1128.8394261909712,2
1813.5917543557343,2,20,2,aa,9,1134.9384970886733,1
1816.4386855926575,2,31,2,aa,28,177.34559684055375,1
1816.949695037175,1,46,2,aa,63,177.12055562961237,1
1817.4889229072944,1,68,1,aa,23,1045.544264806012,1
1817.650282547154,1,68,2,aa,23,176.04800398452085,1
1817.8538946845038,1,68,2,aa,54,80.627387034661,5
1818.702301291767,2,31,1,aa,21,650.4243892699708,1
1820.3655867416503,2,21,1,aa,34,840.3955710535605,2
1821.2254700397802,1,21,2,aa,48,1040.6044331805504,2
1821.4665861083963,2,81,1,aa,9,869.7981385567133,5
1822.7845354350977,2,81,2,aa,5,179.63004435931757,5
1823.7752798402862,2,21,2,aa,33,1133.9991155838848,2
1824.2246156562646,1,53,2,aa,63,559.2229118489811,5
1824.7970503276217,2,53,2,aa,36,1194.3959100669902,5
1825.1027770423339,1,24,1,aa,29,421.0782771728942,5
1826.6431761209924,1,20,2,aa,19,784.4878274148583,1
1828.3046280302683,1,20,1,aa,53,45.719059569875924,1
1828.5948187976019,1,48,1,aa,31,1280.061041375575,5
1830.8125286276982,2,27,1,aa,29,1285.6805375172537,1
1831.1792160014659,1,27,1,aa,63,387.8366974003455,1
1831.461177848022,1,20,2,aa,57,417.4795635187483,2
1831.5834019529339,2,34,2,aa,29,420.75754522061163,3
1840.0752696955528,1,46,1,aa,52,306.7583097544786,1
1840.1414774663865,2,46,1,aa,15,650.0824475934395,1
1840.6035963430254,1,69,1,aa,19,1132.0602020139102,4
1841.3837377128534,1,51,1,aa,32,1110.1198272495355,2
1842.0287700579606,1,70,1,aa,45,996.0198942832606,1
1842.2259626019263,1,34,1,aa,58,1106.1633129061986,2
1843.6934910759674,1,34,1,aa,53,351.73003666441133,3
1844.0047430555585,1,29,1,aa,14,847.8952351284636,3
1844.1122419250262,1,49,1,aa,45,1106.8469341222346,1
1844.4089499322065,1,29,1,aa,4,170.70795076240145,2
1844.414830223752,1,29,1,aa,56,670.4899146021014,2
1845.438543291411,1,20,1,aa,45,173.98649690697306,2
1845.541995075875,1,37,1,aa,53,1109.8746451163363,3
1846.821322469818,1,35,2,aa,45,306.57630787431356,6
1846.851152816126,1,35,2,aa,58,612.1363519240298,6
1847.6343063633446,2,69,2,aa,5,22.188729116262834,2
1847.943906925975,2,54,2,aa,18,332.363377936811,2
1857.641898662109,2,20,2,aa,45,444.0143636643419,3
1858.4468573213321,2,20,2,aa,62,1192.3559940102114,3
1859.3314063637442,2,79,1,aa,45,79.46753583983143,2
1859.613452857211,2,90,2,aa,44,409.87217198576695,4
1861.41538686439,2,45,2,aa,50,1052.7078628516522,5
1861.5604056311952,2,48,1,aa,14,409.1793632139507,5
1861.7637421820577,2,79,1,aa,12,1206.6742954223519,3
1862.2667154580365,2,21,1,aa,63,446.1630703453845,3
1863.7188770568196,1,79,1,aa,63,12.639921832689112,5
1864.0258812547256,1,79,1,aa,20,408.6203163367391,5
1865.2989131494178,1,50,2,aa,39,671.4568230482987,6
1865.7946199492908,1,79,2,aa,50,518.4402744234582,3
1865.8483519281908,2,48,1,aa,22,867.5315867929578,3
1866.4223466819583,2,79,1,aa,0,574.4109753867041,4
1866.5349913942782,2,20,1,aa,25,1344.585991130656,5
1867.2023134950634,1,69,2,aa,20,179.99231749128384,5
1867.7708976891604,1,29,2,aa,36,785.5413601379992,7
1867.8704683404505,2,45,2,aa,60,408.4931999328918,7
1867.9257102626173,2,21,1,aa,17,1075.3107550199275,6
1868.1664036392713,1,48,2,aa,63,1076.5613798861102,7
1868.391415838966,1,22,2,aa,60,766.0489031907573,6
1868.9555637154501,2,78,1,aa,28,177.34701925361446,7
1868.956714821998,2,78,2,aa,63,648.8878830024345,7
1869.910755055688,1,78,1,aa,14,16.702442025000995,7
1870.1122537543895,1,80,1,aa,14,16.957376044396486,7
1870.599060355935,1,78,1,aa,22,1074.7966624677942,7
1873.1069363277923,2,15,1,aa,54,512.6787554780564,6
1873.2769583407412,1,49,1,aa,20,864.3050169408897,5
1874.1706072484235,1,48,1,aa,35,94.36595318716213,5
1874.4754092859903,1,44,1,aa,56,1107.5572959404794,6
1876.0762991619958,2,78,1,aa,15,1128.8196544786986,7
1877.479690415876,2,78,1,aa,16,877.6564510394454,7
1879.0238704729006,2,64,1,aa,35,1193.300960341841,7
1879.225778005216,1,78,1,aa,50,1335.4562249810476,7
1880.785193535161,1,30,1,aa,29,1134.0692239379982,7
1881.7286930096475,1,52,2,aa,53,171.56223471210038,6
1882.2083231384934,2,78,2,aa,28,812.5727291145297,4
1882.8467327225474,2,78,2,aa,36,1286.9439172328505,3
1883.0723841542065,2,26,2,aa,63,1134.1309992993392,6
1883.3729699523333,2,41,2,aa,36,893.0800011473648,4
1887.2305809896636,2,58,1,aa,55,392.30640383979085,3
1896.45706843534,2,14,1,aa,3,654.4558450746558,7
1901.753909271467,2,78,2,aa,23,981.3419495207213,3
1901.9918892651053,2,78,1,aa,14,980.1262069544414,3
1902.2793148129713,2,83,2,aa,14,1119.0102634653886,7
1903.5681608572672,2,33,1,aa,59,150.7827095546396,4
1912.7250129501522,2,28,2,aa,60,1315.2287729077589,4
1919.914272842053,2,69,2,aa,5,1132.183967906836,3
1920.0622523577133,2,49,2,aa,17,126.36251900584138,4
1930.1168804102972,2,14,2,aa,48,758.6121757106832,4
1953.1296222804635,2,34,2,aa,37,26.509119910982214,4
1954.9298940247795,2,80,1,aa,9,93.94345220774859,4
1959.9847124888995,2,39,1,aa,9,934.5454743426382,3
1962.271306567586,2,90,1,aa,23,293.4766666961725,2
1967.8352002223646,1,42,1,aa,36,877.3277048398553,6
1969.125683840227,2,80,1,aa,4,845.9672341570513,3
1974.4453486322336,2,42,2,aa,30,1158.1288168069866,3
1979.3383292251137,2,39,1,aa,34,1159.4300991180785,4
1980.1361153491107,2,59,2,aa,36,537.6847555537435,3
1980.8127243051595,1,52,1,aa,9,1245.0082006985456,4
1983.435789192495,1,42,1,aa,37,847.552305367649,2
1985.4872031806722,1,53,1,aa,51,1158.727925219849,3
1986.2161190494094,1,37,1,aa,9,1228.5930681948123,2
1995.0934448118587,1,15,1,aa,9,671.9546864348209,2
2009.4798708542912,1,47,2,aa,6,670.496362329015,3
2013.8482674333243,1,29,1,aa,35,908.1195947376254,6
2014.1133684292397,2,84,2,aa,33,346.4009148618541,2
2032.3487353110688,2,60,2,aa,22,1236.0665523820337,6
2034.3276690265618,1,36,2,aa,10,75.05216521561712,4
2040.4882473099733,1,61,2,aa,3,1159.9057426285246,6
2041.1610142807676,2,36,2,aa,9,1156.0813217017242,4
2042.4107122433609,1,87,2,aa,14,69.01515733011325,6
2044.903058642667,1,89,2,aa,15,919.9620885254907,2
2045.9570799215162,2,35,2,aa,14,273.38543901032494,6
2052.0065941769094,1,43,1,aa,59,174.68824421215933,5
2052.1954547246514,1,55,1,aa,23,1294.0078783464776,6
2052.786915001929,2,55,2,aa,56,347.87248130540144,5
2053.1229324492333,1,67,2,aa,0,1104.3718488424458,5
2053.673288886548,2,35,1,aa,59,893.5713097967763,5
2053.6918246848186,1,67,2,aa,54,492.05848413771736,3
2053.871186911104,1,35,1,aa,38,477.3549779612275,3
2054.0052445815936,1,30,2,aa,56,456.58779339193245,3
2054.1544259171415,1,30,2,aa,36,344.76027621471076,6
2054.3040601005023,1,69,2,aa,43,1295.3503358595997,3
2054.44690117546,1,69,2,aa,56,351.01621139057016,6
2054.5577414166733,1,83,1,aa,47,351.6724953163096,2
2054.930876177769,2,83,2,aa,11,493.3996875032903,5
2055.2253398169455,1,83,2,aa,0,348.4475629881505,3
2055.2703870115834,2,83,1,aa,25,871.7797879093761,5
2055.4488082414996,2,83,2,aa,42,349.0461770506547,2
2065.18245408869,2,46,2,aa,42,1315.0944363163264,5
2069.449966417935,2,32,2,aa,5,858.0294659461161,2
2070.6112615279358,1,47,1,aa,2,926.5947767151982,2
2071.447736127285,2,69,1,aa,22,687.7190115917246,2
2074.7833327265967,2,55,2,aa,25,106.32069152265977,3
2074.94291667455,1,55,2,aa,38,1019.4052277616537,2
2077.507314375754,1,83,2,aa,2,1013.4828444195435,3
2078.7741336063536,2,83,2,aa,54,856.245147588739,2
2079.0977922214665,2,83,1,aa,5,727.2665558980486,3
2088.0510859682254,2,31,2,aa,34,965.3444328795146,2
2088.3999745996025,2,31,1,aa,2,1039.702977358026,2
2088.730152981153,2,83,1,aa,28,1091.5696442298752,5
2089.44948908521,1,55,2,aa,2,655.5462189340759,2
2089.7781023653447,1,55,1,aa,2,265.36143759990523,6
2090.0526379123817,1,55,1,aa,20,242.5321504578099,2
2090.2588687268553,2,52,1,aa,29,655.895667400066,3
2091.5407134408524,2,52,1,aa,28,246.42238194629905,3
2091.599202546041,2,55,1,aa,57,672.3256708946491,3
2091.944787833986,2,29,1,aa,8,386.666145358196,6
2092.1173554109505,2,29,1,aa,25,279.41309127235115,2
2092.1410581191903,2,30,1,aa,29,265.31958041518027,3
2092.5785660744154,2,29,1,aa,22,1037.6880856436412,2
2092.7230579761094,2,52,1,aa,29,759.5169772361412,2
2093.0194260695002,2,55,1,aa,7,277.5348022997227,3
2093.3689110849364,1,52,1,aa,27,1259.0778548710407,1
2093.483374252791,1,55,1,aa,13,892.9910923023108,1
2093.7952600523076,1,21,1,aa,46,306.8326298232753,1
2094.0212037766914,1,82,1,aa,46,306.6616978726629,1
2094.1601385151807,1,83,1,aa,16,1096.0187608262195,1
2094.1880979473763,2,83,1,aa,43,286.7051172937633,1
2094.259194523499,2,65,2,aa,47,986.3204939262275,6
2095.0185571223974,1,65,2,aa,46,308.5371884647059,1
2095.169135700866,2,30,2,aa,46,1060.1388332546985,1
2095.455417552712,1,83,2,aa,22,282.08360433022904,5
2095.5520260038006,2,33,2,aa,7,693.6265284412963,5
2096.3015949893484,2,53,2,aa,54,915.4439463189631,3
2096.7393195997884,1,52,2,aa,46,892.6629407514888,3
2106.7837403973863,1,53,2,aa,54,892.478361541646,4
2111.2310464243333,1,29,2,aa,42,365.4861357334593,1
2113.4720547484844,1,52,1,aa,58,83.10184227980058,3
2122.7870259874153,1,52,1,aa,52,538.0734497096998,4
2132.9518277552042,1,29,1,aa,55,1300.1116823941754,4
2133.898800445629,2,52,1,aa,22,905.1937499912945,4
2134.831662904866,1,32,1,aa,52,519.4566934321713,4
2136.707501633722,2,53,1,aa,4,1264.4590553854484,1
2161.584810120242,2,36,1,aa,43,876.9025641930292,7
