EF14U2,EF12U2,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
2018,2003,1,421.1451672214929,1
2018,2003,1,385.4403975293511,4
2018,2003,1,170.9405329868141,1
2018,2003,1,845.3816026215237,4
2018,2003,1,85.51290311948682,3
2018,2003,1,386.063618262598,4
2018,2003,1,333.07671219256866,4
2018,2003,2,843.2527886508573,3
2018,2004,1,421.990187062781,1
2018,2003,2,547.707783561937,3
2018,2004,1,169.34385174960093,1
2018,2004,1,1222.346185121128,4
2018,2004,1,117.88132043644097,3
2018,2004,1,1231.30659410642,4
2018,2004,2,1235.7115222545126,1
2018,2004,2,22.45926967533534,2
2018,2004,1,1315.9111956759155,1
2018,2004,1,1220.961064395224,4
2018,2004,1,112.81538146510891,3
2018,2004,1,117.50822348002158,3
2018,2004,2,892.8206681601184,3
2018,2004,2,1244.3133175538153,3
2018,2004,2,1194.5810031257847,3
2018,2004,2,1244.8049158905549,3
2018,2004,2,235.34185060226505,1
2018,2004,1,1226.0953555402346,1
2018,2005,1,118.0649561555886,3
2018,2004,2,1194.7635471559706,3
2018,2005,2,655.418979888934,1
2018,2004,2,1245.1177197195934,3
2018,2005,1,1193.6891946516664,4
2018,2004,2,610.9026781605817,3
2018,2005,2,1107.0546396671807,2
2018,2004,2,1104.8840055541195,2
2018,2005,1,1279.6080871294778,3
2018,2004,2,21.93243095172956,2
2018,2006,2,118.10808895032551,3
2018,2004,1,997.4148201396545,4
2018,2006,1,1259.7756367909517,3
2018,2005,2,27.012444967265097,2
2018,2006,1,1251.3808261049544,3
2018,2005,1,1276.4502509393196,3
2018,2006,1,846.3073337004695,2
2018,2005,1,1276.9663664252682,3
2018,2006,2,692.6802141534408,2
2018,2005,2,1079.498583742063,2
2018,2006,2,1076.175470403362,2
2018,2005,1,1233.1943637825502,1
2018,2007,1,1272.761716866176,3
2018,2005,2,27.73225415270402,2
2018,2007,1,1253.692024517463,3
2018,2006,1,1261.9377609614294,3
2018,2007,1,1258.9205487006707,3
2018,2006,1,1262.254476334728,3
2018,2007,1,965.8329964422879,2
2018,2006,2,94.7184921045042,2
2018,2007,1,841.4468612371951,3
2018,2006,1,1226.000118672358,4
2018,2007,2,1217.646352548762,4
2018,2006,1,1225.8259457184606,4
2018,2007,2,92.77985930995267,3
2018,2006,2,90.01646604772914,3
2018,2007,1,967.0297174474011,2
2018,2006,2,92.98879744565983,3
2018,2008,1,999.4166941188877,4
2018,2006,1,803.1138677477581,2
2018,2008,2,89.07628861251577,3
2018,2006,1,840.3051996145102,3
2018,2008,1,981.8792788662556,4
2018,2006,1,1258.034117617378,2
2018,2008,2,117.86999815827892,3
2018,2006,2,112.90926838588767,3
2018,2008,1,1150.7292597636806,2
2018,2007,1,1145.635934654726,2
2018,2009,1,1258.0930561669052,3
2018,2007,2,815.1828869932739,1
2018,2009,2,1264.2680801645133,3
2018,2007,2,1271.2275936500232,3
2018,2009,2,684.5977287846072,2
2018,2007,1,1257.7507896167424,3
2018,2009,1,1261.716062263702,3
2018,2007,1,1258.2928809913794,3
2018,2009,2,413.9715005626882,2
2018,2008,2,586.0522410062849,3
2018,2009,2,1261.0521397663376,2
2018,2008,2,1130.7093401333887,4
2018,2009,2,1256.8680580563569,2
2018,2009,2,1128.7204768346644,4
2018,2009,1,988.2287955754737,4
2018,2009,1,797.9424919959113,4
2018,2009,2,1130.1453778952382,2
2018,2009,1,26.597960993840697,2
2018,2009,2,1217.463378420788,4
2018,2009,2,335.7553777559593,4
2018,2010,2,416.3761939358993,2
2018,2009,1,1141.9156073040836,4
2018,2010,2,1131.723964786265,2
2018,2009,1,1141.681172755675,1
2018,2010,1,176.32654354692298,1
2018,2009,1,562.789978027344,4
2018,2010,1,27.229614286570786,2
2018,2009,2,1117.6541103418908,4
2018,2010,2,1131.0429232663478,4
2018,2009,2,330.0172281324204,4
2018,2010,1,177.85748981837406,1
2018,2009,2,1236.6427213881118,4
2018,2010,1,1141.0332435185376,4
2018,2009,2,1117.109912405376,4
2018,2010,2,334.2835687633098,4
2018,2009,2,461.9163169572029,2
2018,2010,2,1242.323309556275,4
2018,2009,1,562.789978027344,4
2018,2010,1,805.939667764429,3
2018,2009,1,807.7852648981838,3
2018,2011,2,655.7924671612222,1
2018,2010,1,625.4908962903926,4
2018,2011,2,1092.2075984569499,2
2018,2010,2,1133.4669447747676,3
2018,2011,2,1194.675424953476,3
2018,2010,1,570.1513932361829,4
2018,2011,1,627.9236915261578,4
2018,2010,2,388.18699259816117,4
2018,2011,1,1109.0099019752217,2
2018,2010,2,808.5120835243009,2
2018,2011,1,1239.5844394546484,4
2018,2010,2,1192.5817199002493,3
2018,2011,1,1141.399976009411,2
2018,2010,2,1262.187730625642,3
2018,2011,2,1230.1605691216014,1
2018,2010,2,1131.989962342388,3
2018,2012,2,1094.0682528799666,2
2018,2010,2,676.0601800718389,2
2018,2012,1,1134.7984521617036,4
2018,2010,2,1229.8225056271635,1
2018,2012,1,612.6844285336699,4
2018,2010,2,1094.0076682751035,2
2018,2012,1,838.7831177757922,3
2018,2010,2,653.126364737322,4
2018,2012,2,1093.716089101282,2
2018,2011,1,165.16210494942115,1
2018,2012,2,678.0605663887893,3
2018,2011,1,60.64966594307393,2
2018,2012,2,1149.0465700582895,2
2018,2011,2,1258.898109241532,3
2018,2012,2,341.52958523099636,1
2018,2011,2,423.9669220826296,2
2018,2013,1,57.31259246285888,2
2018,2011,2,1194.240069963587,3
2018,2013,2,932.4590045450561,2
2018,2011,1,932.7646871643358,2
2018,2013,2,1192.433922941575,3
2018,2011,1,1315.401760094249,1
2018,2013,2,652.6423838020511,1
2018,2011,2,467.10230340537885,2
2018,2013,1,238.3217512597507,1
2018,2011,2,420.33544164231495,2
2018,2013,1,933.3726772529661,2
2018,2011,2,1149.2202529965314,2
2018,2014,1,933.3415170045854,2
2018,2011,2,1262.1940370499856,3
2018,2014,2,447.0382516613996,2
2018,2012,2,444.6812565680888,2
2018,2014,2,1214.586429042323,3
2018,2012,2,642.0990811040436,1
2018,2014,2,654.7996320481632,1
2018,2012,1,217.25716300599498,4
2018,2014,2,652.4423174155825,1
2018,2012,2,652.9932027478379,1
2018,2014,2,685.5834115102458,2
2018,2012,2,642.0179395752562,4
2018,2014,2,641.2366127697105,1
2018,2012,2,653.5617881739315,4
2018,2014,2,643.0153474159209,4
2018,2012,1,562.789978027344,4
2018,2015,2,641.3034872684668,1
2018,2012,1,216.21179189496422,4
2018,2015,2,653.509445286897,2
2018,2013,1,1146.046572773853,4
2018,2015,1,1131.066068194175,4
2018,2013,2,502.13906036279735,4
2018,2015,2,502.074571988509,4
2018,2013,1,796.7992595786978,4
2018,2015,1,1134.3773561247847,4
2018,2013,1,1130.9603593871025,4
2018,2015,2,486.4962627467349,4
2018,2013,1,798.6561467505288,4
2018,2015,1,1145.2491814610305,4
2018,2013,2,329.7773913893828,2
2018,2015,2,363.9899115707134,4
2018,2014,2,1221.3142441353652,3
2018,2015,2,797.0591325293589,3
2018,2014,2,1236.5342619155745,3
2018,2015,2,464.6066311527208,2
2018,2014,1,105.45061356385892,2
2018,2016,2,342.3819939711919,4
2018,2014,2,1208.6770354522769,3
2018,2016,2,389.03586234527984,2
2018,2014,1,111.32226448887104,4
2018,2016,2,671.7480976552523,2
2018,2014,2,502.58074027962044,2
2018,2016,2,1192.948708510331,3
2018,2014,2,464.6066311527208,2
2018,2016,2,1094.4742937295825,3
2018,2015,1,653.9913871410274,4
2018,2016,2,1240.817269975214,2
2018,2015,1,81.44731865502783,2
2018,2017,2,366.9008500453926,2
2018,2015,1,30.60988990647012,2
2018,2017,1,26.31669635408733,2
2018,2015,2,1246.6871811776998,2
2018,2017,2,484.07192326775106,4
2018,2015,1,1134.434295757275,2
2018,2017,2,497.31452944232575,1
2018,2015,1,671.0337289527604,4
2018,2017,1,1192.7010194472118,4
2018,2015,2,1098.8988350140362,3
2018,2017,1,1133.7495508050945,2
2018,2015,1,652.3141955176393,4
2018,2017,2,679.3848063795311,2
2018,2015,1,28.16883727323314,2
2018,2017,1,653.6051457352202,4
2018,2015,1,1131.2244417062425,2
2018,2018,1,483.142200012858,2
2018,2016,1,480.6808718887214,2
2018,2018,1,447.9457221508146,2
2018,2017,1,487.889559719984,2
2018,2018,1,625.0778644151118,4
2018,2017,1,447.8614956091389,2
2018,2018,1,625.0778644151118,4
2018,2018,1,671.928746995684,4
2018,2018,1,671.5555590115455,4
2018,2018,1,784.0667692064302,4
2018,2018,1,709.6385078858118,4
2018,2018,1,670.1920546881264,4
2018,2018,1,706.3705976289556,4
