EF48,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52
1148.055766924842,2,20,2,aa,25,161.1894570599674
1148.4964584311424,2,70,1,aa,26,1204.5932304618618
1149.2456882036531,2,79,1,aa,47,588.0790062312598
1151.3812376065634,2,83,1,aa,33,586.0736632997915
1154.4996454654167,2,20,1,aa,14,362.0790698664891
1154.8970653563417,2,83,1,aa,14,614.9548873283192
1155.9686914803608,2,34,2,aa,58,1133.93673305333
1158.783161158699,2,82,2,aa,8,1257.602212507384
1160.0962548263199,2,82,1,aa,8,360.55468675021825
1160.8245225165479,2,66,2,aa,2,74.16885199819632
1163.1338963669164,2,22,2,aa,2,613.725797164442
1166.7497241563215,2,30,2,aa,22,892.8377732819505
1167.798162559977,1,81,2,aa,22,446.3032717917104
1168.8346278573463,1,24,1,aa,32,111.68791778706047
1170.8296115029812,1,58,2,aa,58,105.27896502325719
1172.491144789082,2,35,1,aa,58,516.8827276094104
1173.303902549031,1,58,2,aa,8,1310.4191218945555
1174.1558627116267,1,35,2,aa,14,982.1306481975962
1176.4770615130083,1,66,1,aa,29,984.9067851264675
1177.2921399053225,1,24,1,aa,52,217.65625571915382
1178.9614383630753,2,46,1,aa,56,216.13211215177736
1188.1752198858826,1,18,2,aa,0,205.4594237352789
1194.761426232923,1,24,2,aa,0,1284.9439070370274
1199.8045736279314,2,25,2,aa,22,1301.4331093502547
1203.0282222834132,1,20,2,aa,59,1272.6020846979964
1206.4644382775691,2,50,2,aa,59,877.7675166919156
1208.346278081707,2,88,1,aa,59,445.65165435401445
1209.188766518227,2,65,1,aa,2,176.93801456242326
1210.4531593619738,2,48,1,aa,51,892.350267959644
1211.236035277618,2,51,2,aa,56,876.5656860994937
1211.5663689485957,2,20,1,aa,0,124.14670250137084
1214.0888831229076,2,68,1,aa,28,538.0350894469361
1214.7235445261683,2,16,1,aa,30,177.14248200547357
1215.145632451737,2,89,2,aa,12,649.8957429826052
1217.88045160913,1,89,2,aa,50,811.1811186485094
1221.5508866131245,1,31,1,aa,31,1334.3838989446763
1225.632238295573,1,26,2,aa,5,119.73149954162332
1228.1158551575002,1,49,2,aa,3,19.33157500962541
1230.9235180799267,1,67,2,aa,58,1133.4220667848513
1232.1272354819816,1,83,2,aa,25,7.232581360032842
1233.1936769329184,1,49,2,aa,2,751.9730844161202
1234.7671225780603,1,41,1,aa,14,1038.6211815817385
1236.1949982834378,1,64,2,aa,22,531.3251798617911
1236.7327615703189,1,80,2,aa,28,1331.4039639476568
1245.7976581769237,1,21,2,aa,53,807.0460923259641
1246.934917929368,1,87,1,aa,32,869.3907827836337
1249.9803295793567,2,88,2,aa,45,650.2461510493924
1253.0632027828424,2,19,2,aa,2,272.7413844186643
1254.0073644192698,2,83,2,aa,45,1226.5483085237727
1262.129272713533,1,22,2,aa,28,126.87356546315662
1262.7277982771004,1,18,1,aa,46,283.90130838426523
1267.5580704349732,1,51,1,aa,1,724.8696008358802
1269.805358891756,1,89,1,aa,11,876.3028980087289
1270.3674406608623,2,46,1,aa,46,1218.2063648645824
1276.0781796978463,2,51,1,aa,11,45.7717996532012
1278.1087130116198,1,75,1,aa,46,1229.6415059197418
1280.6253503293226,1,41,2,aa,20,117.8027244151379
1280.7549323334265,1,17,2,aa,5,13.136876400590733
1284.5133635809038,1,18,2,aa,19,388.1765867289766
1285.166001281378,1,18,2,aa,3,13.331369589030949
1286.1913727710323,1,57,2,aa,5,1279.2175088461672
1291.8335127109244,1,86,2,aa,18,965.1977474874157
1292.239957862534,1,48,2,aa,4,803.3633215331487
1292.8243907097021,1,49,2,aa,21,387.86707283223666
1297.10745243978,1,79,2,aa,58,1075.4380684997518
1297.183512028114,1,17,2,aa,32,1231.2147706729406
1297.5878266888778,1,87,2,aa,6,256.51719857985034
1297.6279079450526,1,87,1,aa,32,933.0151332837364
1298.8226468354014,2,41,1,aa,22,329.9332762593243
1298.8973098607523,2,41,1,aa,35,1079.90482271072
1299.3884167885835,2,16,1,aa,35,1054.0490628251368
1299.7151453182944,2,16,1,aa,7,216.59297275150044
1301.2529392238448,2,16,1,aa,19,1227.3292670549429
1301.3906312501317,2,43,1,aa,40,904.754026407625
1312.8077591696565,2,18,1,aa,40,732.5159713327411
1315.4153945899536,2,46,1,aa,40,625.9348120052282
1318.4975953005762,2,46,1,aa,17,1075.829742791113
1324.8741116552562,2,44,1,aa,4,63.40975369081223
1327.6713252672214,2,17,1,aa,4,744.048485736586
1330.3723918879787,2,54,2,aa,16,246.79330566790023
1332.327648704255,2,44,2,aa,59,130.3658559809227
1337.037698843908,2,46,2,aa,18,388.12373213997785
1337.1978809754285,2,45,2,aa,33,387.4274563443093
1342.1285828124046,2,58,2,aa,32,1333.0820879996418
1343.312700649952,2,58,2,aa,59,391.84259179917944
1344.9959546069622,2,73,1,aa,61,612.5101506978182
1345.3954253580407,1,73,1,aa,3,718.6079280423368
1347.2031552978349,1,76,1,aa,3,154.15010433564962
1347.6414757036184,1,42,1,aa,27,228.6680962857073
1349.5196092540714,2,42,1,aa,4,155.8397386387441
1351.4242666260893,1,79,1,aa,33,911.6249146131182
1360.013551138818,1,78,1,aa,33,1242.0607212547511
1360.0330759832705,2,45,1,aa,32,284.74926717610197
1360.5098250016115,2,87,1,aa,32,217.69922134409197
1363.0335641696893,2,59,1,aa,5,273.52886904536217
1363.300064167619,2,46,1,aa,17,787.6232850762175
1363.6980846917722,2,58,2,aa,27,177.42366331001944
1367.2296274932487,2,58,2,aa,58,1245.4510142047102
1367.4799104432993,2,46,2,aa,3,343.7344823912608
1376.2267503201915,2,46,2,aa,7,206.39401389407192
1378.6245682607937,2,41,2,aa,28,412.50696280742125
1378.8508077475478,1,40,2,aa,24,132.90370378440178
1379.6165298494511,1,40,2,aa,22,917.8984893609911
1384.258292506849,2,16,2,aa,42,1038.1025779676309
1384.5724213043852,1,85,2,aa,24,642.5971281762703
1385.3160721154882,2,85,2,aa,24,1315.957310533774
1385.5849951182647,1,21,1,aa,24,710.5474990511839
1385.7150884484538,2,40,1,aa,55,746.1121537408935
1386.3993145763588,2,44,1,aa,24,164.72617530986403
1387.5502710778562,2,42,1,aa,5,1314.535061832038
1387.9508571715564,2,62,1,aa,63,982.3251865781095
1394.2850767425407,2,42,1,aa,55,821.1186914632287
1398.168103313529,1,42,1,aa,22,412.6187011924953
1398.6221377984145,1,42,1,aa,54,893.2200614627233
1413.2589220516522,1,35,1,aa,58,1118.1855291896554
1413.5368432822793,1,24,2,aa,54,1224.1882002535144
1416.7521268215744,1,84,2,aa,54,987.316974677594
1417.2630422776995,2,84,2,aa,28,542.4408221491575
1420.7085440235708,2,56,2,aa,41,1231.4017609850637
1424.0097477569457,2,53,2,aa,57,1251.6507645765291
1424.5840695076597,2,67,2,aa,54,1314.8701313817965
1425.2733172264955,1,67,2,aa,60,904.0270897395897
1426.828440672858,2,59,2,aa,41,606.8062300984815
1427.5687323737782,1,84,2,aa,41,380.90131347178976
1427.9617442887625,1,62,2,aa,41,1252.795437615518
1428.566487713959,2,50,1,aa,41,967.0264175758504
1429.904935836644,2,22,1,aa,25,23.97861886580644
1429.9356057955035,2,66,1,aa,54,1226.0921978149006
1431.9134772885425,2,76,2,aa,33,984.8240229123472
1431.9576860091438,2,25,1,aa,54,1225.6551456685713
1440.9471998533077,1,65,1,aa,54,812.8973840214816
1441.5227000299749,1,62,1,aa,19,1135.0318300775575
1446.1243270790228,1,25,1,aa,58,531.5082684152484
1451.0896705596083,1,37,1,aa,61,1131.212306047507
1455.243874765241,1,67,1,aa,61,996.2862501887314
1488.1444615018,1,17,1,aa,27,1101.3970186401857
1488.1561493521783,1,18,2,aa,54,823.5500178327942
1488.1917391035524,2,78,2,aa,33,1279.257132657167
1488.5076592262374,2,25,1,aa,32,1099.3058469034675
1488.9389435031362,2,78,1,aa,29,819.1332571740114
1490.4511845012032,2,78,1,aa,29,69.21238388279248
1490.879152251108,1,60,2,aa,29,363.4592025776904
1491.0962213244013,2,53,1,aa,62,863.9137961724333
1492.0104262424923,1,53,2,aa,62,1267.6813028238655
1493.9410502666356,1,49,2,aa,54,818.0057133203848
1495.0849198394617,1,25,1,aa,29,246.87548478394316
1497.1688551970965,2,63,2,aa,40,613.4706184252705
1497.2383272823074,2,33,2,aa,7,837.3427578172696
1500.4697617412974,2,78,2,aa,29,133.04842145456723
1503.9029830404431,1,74,1,aa,29,130.09999018352943
1504.04158375253,1,67,1,aa,5,642.2058871983912
1507.746126817253,2,22,1,aa,28,966.6384783199741
1509.2919092051536,1,62,1,aa,26,362.2679798755477
1510.7811196527919,1,37,1,aa,26,686.4423205840186
1512.58837727943,2,26,1,aa,2,600.8411459250941
1515.6445905226192,2,35,1,aa,21,1111.8032776044763
1532.402976416739,1,27,1,aa,55,1227.7723549909222
1532.480352616967,2,75,1,aa,22,965.9111738381313
1532.5631946351607,1,51,1,aa,55,132.82736778007765
1533.5205886079284,2,56,1,aa,3,1228.4291186387352
1534.849135818594,1,52,1,aa,22,1231.8528931858143
1535.4693722220552,2,67,1,aa,3,809.7718780525076
1536.3578128513564,2,30,1,aa,47,1294.1920526422612
1537.0099802961843,2,40,1,aa,46,626.2349538493361
1541.5124670076318,2,90,2,aa,46,1292.4753971092641
1547.760036493333,1,50,1,aa,46,178.40635498694655
1548.5279212267324,2,89,2,aa,60,694.3692203333794
1550.629698132266,1,43,2,aa,60,671.7199317038884
1551.8777238561233,2,84,1,aa,38,624.2780428923645
1560.1321472378982,1,59,2,aa,38,362.3898540467326
1560.4730621549822,1,35,2,aa,54,515.5878818920804
1561.5261622590417,1,67,1,aa,54,447.2102125875762
1562.2569379363808,1,41,1,aa,63,363.44176689075596
1564.4309013325849,1,78,2,aa,29,671.4576205548873
1564.807495173549,2,59,2,aa,29,1301.3641619734817
1565.5497114109664,1,19,1,aa,51,759.5323735154359
1567.1772831731214,2,19,1,aa,7,852.4620782704235
1567.8525142182305,2,81,1,aa,7,562.789978027344
1568.6184217761895,2,86,1,aa,33,918.9951693478555
1571.502229783164,1,52,1,aa,33,671.9163657977983
1572.184291599793,1,63,1,aa,35,349.4970268907622
1573.1132718015613,1,19,1,aa,61,905.8955476175512
1573.1995301259788,2,68,1,aa,30,1341.657463361969
1574.790176605637,2,42,1,aa,20,1340.2073984998392
1574.943950223,1,78,2,aa,46,689.6994467511864
1575.3735642928134,1,19,2,aa,46,904.862300323757
1577.611929184543,1,30,2,aa,54,1340.4996256595405
1577.728835560395,2,42,2,aa,12,494.46667120990355
1580.2293082101005,2,50,2,aa,12,204.74567694437513
1581.1840347944867,2,36,2,aa,44,351.5643591565762
1581.7443752835761,2,14,2,aa,20,670.1490462235505
1582.2538721371768,2,80,2,aa,44,351.475472664101
1583.0600215067575,2,77,2,aa,48,913.5034182273255
1583.1641704189774,2,70,2,aa,38,913.1868665390552
1616.869544196244,2,77,1,aa,44,131.85010620133062
1616.8963755628838,1,80,1,aa,20,364.68174385575156
1618.186425328853,1,77,1,aa,20,366.48868031159134
1619.1728604689813,2,90,2,aa,20,1335.9817623773586
1620.0217719595762,1,64,1,aa,20,997.7647640090768
1622.2103887201438,1,14,1,aa,45,1330.7833573632154
1623.8046371541843,2,38,2,aa,32,135.1478847601108
1648.1470364176805,2,53,2,aa,53,334.8728474151384
1649.5765466154432,1,78,2,aa,63,611.0431751152215
1651.2408592344746,1,59,1,aa,63,957.1612469262025
1651.2489177607126,1,44,1,aa,14,413.82565468239466
1651.4439235472141,1,78,1,aa,14,911.2912394149073
1652.411179297234,2,87,1,aa,53,878.3983569638214
1652.7299541234238,1,47,2,aa,22,587.9361893013355
1653.2037476063092,2,49,2,aa,22,167.51344988605672
1654.0138819684933,2,87,1,aa,36,589.8424455664718
1654.8268398981158,1,18,1,aa,36,590.1610332525433
1655.3153426786032,1,18,1,aa,33,330.61236552784305
1681.1252753299752,2,20,2,aa,24,202.131790735394
1682.949934383836,2,60,2,aa,53,81.41087938111312
1682.9859595937503,1,89,2,aa,0,725.8366941599836
1683.8243618783072,1,61,2,aa,43,841.7117661700967
1685.1396882179865,1,22,2,aa,29,588.9189203923893
1686.5075225238866,1,60,2,aa,42,115.37486879047847
1686.7879496544974,1,22,2,aa,34,201.21685461418764
1687.2532730325672,2,23,1,aa,12,119.8813801843619
1697.629630377276,1,61,2,aa,42,745.0940474150044
1697.9342534833754,1,59,2,aa,42,108.52895514836464
1698.343196408317,1,20,2,aa,42,124.10153821758983
1701.3844577313996,1,87,1,aa,47,493.3291962901098
1703.2399186988696,2,55,2,aa,22,822.7213108161682
1706.370298525837,1,63,2,aa,4,125.6127328332914
1706.5533780470314,1,61,1,aa,42,106.7686559779044
1706.7292816117554,2,32,2,aa,44,493.1185469287567
1707.9452791767774,1,61,2,aa,43,104.83435636334424
1708.4455200384202,1,37,1,aa,46,105.46735083402385
1708.6600617681765,2,82,1,aa,35,846.733228184787
1709.5293606559255,2,20,1,aa,50,444.14967917423684
1722.5532705658559,2,20,1,aa,33,729.131579462411
1725.3683383401224,2,51,1,aa,3,132.10464682284305
1728.546585254635,2,69,1,aa,45,447.828103553079
1728.5763948222518,2,32,2,aa,15,892.8966008699047
1728.7814268021314,2,20,1,aa,14,681.945443876457
1729.439919339928,2,69,2,aa,35,446.32170493614285
1732.1557803029334,2,15,2,aa,3,413.51231208784145
1732.6978016720916,2,21,1,aa,42,671.5388965627873
1734.835062980316,2,67,2,aa,42,906.2345727694437
1735.2278748852655,2,31,2,aa,1,117.13415602565766
1739.2700335005386,2,21,2,aa,53,112.05901783661366
1759.7463206017533,1,60,2,aa,46,983.5609055404419
1780.424883094127,1,90,1,aa,15,513.1072153397914
1782.2522123895926,1,87,2,aa,13,73.62230092879028
1783.2996819649834,1,20,1,aa,37,472.9388384714241
1785.8013294201912,1,40,1,aa,12,730.0067485503969
1787.3090433685545,1,20,1,aa,1,840.5833802259237
1789.464027863845,1,53,1,aa,42,78.14494843742176
1789.541162614424,1,68,1,aa,50,420.9931927392788
1808.652449755722,2,83,2,aa,60,718.7745969823264
1809.0149447241283,2,83,2,aa,38,1129.3773255682188
1809.1109314719954,2,20,2,aa,5,1041.4958664150636
1809.9158294463875,2,87,2,aa,53,928.1643948388053
1813.5154786539706,2,87,2,aa,55,1128.8394261909712
1813.5917543557343,2,20,2,aa,9,1134.9384970886733
1816.4386855926575,2,31,2,aa,28,177.34559684055375
1816.949695037175,1,46,2,aa,63,177.12055562961237
1817.4889229072944,1,68,1,aa,23,1045.544264806012
1817.650282547154,1,68,2,aa,23,176.04800398452085
1817.8538946845038,1,68,2,aa,54,80.627387034661
1818.702301291767,2,31,1,aa,21,650.4243892699708
1820.3655867416503,2,21,1,aa,34,840.3955710535605
1821.2254700397802,1,21,2,aa,48,1040.6044331805504
1821.4665861083963,2,81,1,aa,9,869.7981385567133
1822.7845354350977,2,81,2,aa,5,179.63004435931757
1823.7752798402862,2,21,2,aa,33,1133.9991155838848
1824.2246156562646,1,53,2,aa,63,559.2229118489811
1824.7970503276217,2,53,2,aa,36,1194.3959100669902
1825.1027770423339,1,24,1,aa,29,421.0782771728942
1826.6431761209924,1,20,2,aa,19,784.4878274148583
1828.3046280302683,1,20,1,aa,53,45.719059569875924
1828.5948187976019,1,48,1,aa,31,1280.061041375575
1830.8125286276982,2,27,1,aa,29,1285.6805375172537
1831.1792160014659,1,27,1,aa,63,387.8366974003455
1831.461177848022,1,20,2,aa,57,417.4795635187483
1831.5834019529339,2,34,2,aa,29,420.75754522061163
1840.0752696955528,1,46,1,aa,52,306.7583097544786
1840.1414774663865,2,46,1,aa,15,650.0824475934395
1840.6035963430254,1,69,1,aa,19,1132.0602020139102
1841.3837377128534,1,51,1,aa,32,1110.1198272495355
1842.0287700579606,1,70,1,aa,45,996.0198942832606
1842.2259626019263,1,34,1,aa,58,1106.1633129061986
1843.6934910759674,1,34,1,aa,53,351.73003666441133
1844.0047430555585,1,29,1,aa,14,847.8952351284636
1844.1122419250262,1,49,1,aa,45,1106.8469341222346
1844.4089499322065,1,29,1,aa,4,170.70795076240145
1844.414830223752,1,29,1,aa,56,670.4899146021014
1845.438543291411,1,20,1,aa,45,173.98649690697306
1845.541995075875,1,37,1,aa,53,1109.8746451163363
1846.821322469818,1,35,2,aa,45,306.57630787431356
1846.851152816126,1,35,2,aa,58,612.1363519240298
1847.6343063633446,2,69,2,aa,5,22.188729116262834
1847.943906925975,2,54,2,aa,18,332.363377936811
1857.641898662109,2,20,2,aa,45,444.0143636643419
1858.4468573213321,2,20,2,aa,62,1192.3559940102114
1859.3314063637442,2,79,1,aa,45,79.46753583983143
1859.613452857211,2,90,2,aa,44,409.87217198576695
1861.41538686439,2,45,2,aa,50,1052.7078628516522
1861.5604056311952,2,48,1,aa,14,409.1793632139507
1861.7637421820577,2,79,1,aa,12,1206.6742954223519
1862.2667154580365,2,21,1,aa,63,446.1630703453845
1863.7188770568196,1,79,1,aa,63,12.639921832689112
1864.0258812547256,1,79,1,aa,20,408.6203163367391
1865.2989131494178,1,50,2,aa,39,671.4568230482987
1865.7946199492908,1,79,2,aa,50,518.4402744234582
1865.8483519281908,2,48,1,aa,22,867.5315867929578
1866.4223466819583,2,79,1,aa,0,574.4109753867041
1866.5349913942782,2,20,1,aa,25,1344.585991130656
1867.2023134950634,1,69,2,aa,20,179.99231749128384
1867.7708976891604,1,29,2,aa,36,785.5413601379992
1867.8704683404505,2,45,2,aa,60,408.4931999328918
1867.9257102626173,2,21,1,aa,17,1075.3107550199275
1868.1664036392713,1,48,2,aa,63,1076.5613798861102
1868.391415838966,1,22,2,aa,60,766.0489031907573
1868.9555637154501,2,78,1,aa,28,177.34701925361446
1868.956714821998,2,78,2,aa,63,648.8878830024345
1869.910755055688,1,78,1,aa,14,16.702442025000995
1870.1122537543895,1,80,1,aa,14,16.957376044396486
1870.599060355935,1,78,1,aa,22,1074.7966624677942
1873.1069363277923,2,15,1,aa,54,512.6787554780564
1873.2769583407412,1,49,1,aa,20,864.3050169408897
1874.1706072484235,1,48,1,aa,35,94.36595318716213
1874.4754092859903,1,44,1,aa,56,1107.5572959404794
1876.0762991619958,2,78,1,aa,15,1128.8196544786986
1877.479690415876,2,78,1,aa,16,877.6564510394454
1879.0238704729006,2,64,1,aa,35,1193.300960341841
1879.225778005216,1,78,1,aa,50,1335.4562249810476
1880.785193535161,1,30,1,aa,29,1134.0692239379982
1881.7286930096475,1,52,2,aa,53,171.56223471210038
1882.2083231384934,2,78,2,aa,28,812.5727291145297
1882.8467327225474,2,78,2,aa,36,1286.9439172328505
1883.0723841542065,2,26,2,aa,63,1134.1309992993392
1883.3729699523333,2,41,2,aa,36,893.0800011473648
1887.2305809896636,2,58,1,aa,55,392.30640383979085
1896.45706843534,2,14,1,aa,3,654.4558450746558
1901.753909271467,2,78,2,aa,23,981.3419495207213
1901.9918892651053,2,78,1,aa,14,980.1262069544414
1902.2793148129713,2,83,2,aa,14,1119.0102634653886
1903.5681608572672,2,33,1,aa,59,150.7827095546396
1912.7250129501522,2,28,2,aa,60,1315.2287729077589
1919.914272842053,2,69,2,aa,5,1132.183967906836
1920.0622523577133,2,49,2,aa,17,126.36251900584138
1930.1168804102972,2,14,2,aa,48,758.6121757106832
1953.1296222804635,2,34,2,aa,37,26.509119910982214
1954.9298940247795,2,80,1,aa,9,93.94345220774859
1959.9847124888995,2,39,1,aa,9,934.5454743426382
1962.271306567586,2,90,1,aa,23,293.4766666961725
1967.8352002223646,1,42,1,aa,36,877.3277048398553
1969.125683840227,2,80,1,aa,4,845.9672341570513
1974.4453486322336,2,42,2,aa,30,1158.1288168069866
1979.3383292251137,2,39,1,aa,34,1159.4300991180785
1980.1361153491107,2,59,2,aa,36,537.6847555537435
1980.8127243051595,1,52,1,aa,9,1245.0082006985456
1983.435789192495,1,42,1,aa,37,847.552305367649
1985.4872031806722,1,53,1,aa,51,1158.727925219849
1986.2161190494094,1,37,1,aa,9,1228.5930681948123
1995.0934448118587,1,15,1,aa,9,671.9546864348209
2009.4798708542912,1,47,2,aa,6,670.496362329015
2013.8482674333243,1,29,1,aa,35,908.1195947376254
2014.1133684292397,2,84,2,aa,33,346.4009148618541
2032.3487353110688,2,60,2,aa,22,1236.0665523820337
2034.3276690265618,1,36,2,aa,10,75.05216521561712
2040.4882473099733,1,61,2,aa,3,1159.9057426285246
2041.1610142807676,2,36,2,aa,9,1156.0813217017242
2042.4107122433609,1,87,2,aa,14,69.01515733011325
2044.903058642667,1,89,2,aa,15,919.9620885254907
2045.9570799215162,2,35,2,aa,14,273.38543901032494
2052.0065941769094,1,43,1,aa,59,174.68824421215933
2052.1954547246514,1,55,1,aa,23,1294.0078783464776
2052.786915001929,2,55,2,aa,56,347.87248130540144
2053.1229324492333,1,67,2,aa,0,1104.3718488424458
2053.673288886548,2,35,1,aa,59,893.5713097967763
2053.6918246848186,1,67,2,aa,54,492.05848413771736
2053.871186911104,1,35,1,aa,38,477.3549779612275
2054.0052445815936,1,30,2,aa,56,456.58779339193245
2054.1544259171415,1,30,2,aa,36,344.76027621471076
2054.3040601005023,1,69,2,aa,43,1295.3503358595997
2054.44690117546,1,69,2,aa,56,351.01621139057016
2054.5577414166733,1,83,1,aa,47,351.6724953163096
2054.930876177769,2,83,2,aa,11,493.3996875032903
2055.2253398169455,1,83,2,aa,0,348.4475629881505
2055.2703870115834,2,83,1,aa,25,871.7797879093761
2055.4488082414996,2,83,2,aa,42,349.0461770506547
2065.18245408869,2,46,2,aa,42,1315.0944363163264
2069.449966417935,2,32,2,aa,5,858.0294659461161
2070.6112615279358,1,47,1,aa,2,926.5947767151982
2071.447736127285,2,69,1,aa,22,687.7190115917246
2074.7833327265967,2,55,2,aa,25,106.32069152265977
2074.94291667455,1,55,2,aa,38,1019.4052277616537
2077.507314375754,1,83,2,aa,2,1013.4828444195435
2078.7741336063536,2,83,2,aa,54,856.245147588739
2079.0977922214665,2,83,1,aa,5,727.2665558980486
2088.0510859682254,2,31,2,aa,34,965.3444328795146
2088.3999745996025,2,31,1,aa,2,1039.702977358026
2088.730152981153,2,83,1,aa,28,1091.5696442298752
2089.44948908521,1,55,2,aa,2,655.5462189340759
2089.7781023653447,1,55,1,aa,2,265.36143759990523
2090.0526379123817,1,55,1,aa,20,242.5321504578099
2090.2588687268553,2,52,1,aa,29,655.895667400066
2091.5407134408524,2,52,1,aa,28,246.42238194629905
2091.599202546041,2,55,1,aa,57,672.3256708946491
2091.944787833986,2,29,1,aa,8,386.666145358196
2092.1173554109505,2,29,1,aa,25,279.41309127235115
2092.1410581191903,2,30,1,aa,29,265.31958041518027
2092.5785660744154,2,29,1,aa,22,1037.6880856436412
2092.7230579761094,2,52,1,aa,29,759.5169772361412
2093.0194260695002,2,55,1,aa,7,277.5348022997227
2093.3689110849364,1,52,1,aa,27,1259.0778548710407
2093.483374252791,1,55,1,aa,13,892.9910923023108
2093.7952600523076,1,21,1,aa,46,306.8326298232753
2094.0212037766914,1,82,1,aa,46,306.6616978726629
2094.1601385151807,1,83,1,aa,16,1096.0187608262195
2094.1880979473763,2,83,1,aa,43,286.7051172937633
2094.259194523499,2,65,2,aa,47,986.3204939262275
2095.0185571223974,1,65,2,aa,46,308.5371884647059
2095.169135700866,2,30,2,aa,46,1060.1388332546985
2095.455417552712,1,83,2,aa,22,282.08360433022904
2095.5520260038006,2,33,2,aa,7,693.6265284412963
2096.3015949893484,2,53,2,aa,54,915.4439463189631
2096.7393195997884,1,52,2,aa,46,892.6629407514888
2106.7837403973863,1,53,2,aa,54,892.478361541646
2111.2310464243333,1,29,2,aa,42,365.4861357334593
2113.4720547484844,1,52,1,aa,58,83.10184227980058
2122.7870259874153,1,52,1,aa,52,538.0734497096998
2132.9518277552042,1,29,1,aa,55,1300.1116823941754
2133.898800445629,2,52,1,aa,22,905.1937499912945
2134.831662904866,1,32,1,aa,52,519.4566934321713
2136.707501633722,2,53,1,aa,4,1264.4590553854484
2161.584810120242,2,36,1,aa,43,876.9025641930292
2162.3026613766965,1,53,1,aa,31,608.9929733431944
2162.321922949404,2,18,1,aa,1,500.70580667560523
2163.9433516516096,2,55,2,aa,6,1292.2563752773108
2165.5210083486563,2,55,2,aa,29,1295.4669340838516
2165.9500794129594,2,82,1,aa,42,999.6856462843182
2166.818298739929,2,82,2,aa,29,272.58568107096056
2166.9378846503737,2,30,1,aa,4,477.7215600779899
2168.316130642542,2,82,1,aa,38,1340.3092022774913
2170.2488270095146,2,52,1,aa,43,61.70178134503626
2170.5269715337895,2,35,1,aa,53,501.75178636722603
2171.889829301109,2,83,1,aa,42,154.69242791826306
2172.199532173802,2,52,1,aa,36,498.54084957070546
2172.9337982830557,1,78,2,aa,37,1295.6897215199745
2177.560620859566,1,52,1,aa,15,242.91257716909155
2179.738624696985,1,70,2,aa,53,1258.4659981941184
2179.9969192451663,1,30,1,aa,30,1158.43622428551
2186.2826151736585,1,40,2,aa,44,651.798647252362
2186.452814008387,1,14,2,aa,1,1141.6461582134996
2200.3345187290406,1,28,2,aa,1,892.9050815787845
2204.824468878456,1,28,2,aa,35,892.5926608449984
2205.814662404975,2,28,2,aa,55,168.75322775119625
2212.2718271053577,2,15,2,aa,18,1329.7170990751288
2214.36094543306,2,14,2,aa,53,497.1143138789011
2214.425934481817,2,43,2,aa,29,236.01738261743327
2215.2223870401813,1,47,2,aa,53,932.5889099643232
2216.697373137488,2,76,2,aa,30,736.7205640483502
2216.8341754718226,2,33,2,aa,6,494.7569172531745
2217.8673162233413,2,30,2,aa,0,671.5280443326334
2218.810635360046,2,30,2,aa,10,985.369790471512
2219.092207319182,2,45,2,aa,46,966.7366548358152
2220.5082195183154,2,78,1,aa,0,931.9200295872041
2222.8536963057886,1,78,1,aa,58,499.65895481769604
2226.9457516632447,2,38,1,aa,0,907.0142073793423
2229.014631071228,2,17,1,aa,56,26.447184017683597
2229.7965766639422,1,30,2,aa,38,695.3734437821636
2230.8605739513478,2,37,2,aa,58,987.9554934856429
2233.2252019241046,2,30,2,aa,55,233.15881155753803
2234.8064353424534,2,65,2,aa,56,165.70921379238274
2234.9577288655996,1,47,2,aa,36,529.6479985681667
2238.460348381055,1,18,2,aa,29,1159.5532362615206
2247.8188682830396,1,79,1,aa,56,857.6677316243588
2249.9821002444432,1,19,2,aa,56,58.052808203138966
2250.7371068368975,1,14,2,aa,10,1156.623526035704
2255.134998064141,1,71,1,aa,55,492.4524252430617
2257.9409892175836,2,30,1,aa,46,893.5272909011242
2263.305170840556,1,79,2,aa,55,861.283392194644
2265.7212022583885,2,19,2,aa,52,1158.8364530787958
2266.7253450748412,2,19,2,aa,12,1116.585601894732
2269.262216480493,2,19,2,aa,0,493.8570025851748
2271.4867114355575,2,42,2,aa,29,387.83754971654446
2273.388870534517,2,79,2,aa,14,718.3737759043502
2274.1283749011004,2,30,2,aa,13,612.234541575187
2275.6019246041524,2,76,2,aa,4,217.72604889911258
2278.7999534137152,1,79,2,aa,59,626.4226618677811
2284.1572497419775,1,30,2,aa,1,1128.680217517375
2287.4217494351597,1,41,2,aa,56,893.5875052464493
2288.785318602747,1,14,2,aa,53,241.13269806607542
2296.306275367202,1,42,2,aa,56,247.6972095121101
2301.9527895873784,1,14,2,aa,35,626.6298548200896
