"EF1","BOGENART","FALLNR","LEISTUNGSGRUPPE","PERSONENGRUPPE","TAETIGKEITSSCHLUESSEL1","TAETIGKEITSSCHLUESSEL2","TAETIGKEITSSCHLUESSEL3","TAETIGKEITSSCHLUESSEL4","TAETIGKEITSSCHLUESSEL5","EF3U1","EF3U2","EF4","EF5","EF6","EF7","EF8","EF9","EF10","EF11","EF12U1","EF12U2","EF14U1","EF14U2","EF15","EF16U1","EF16U2","EF17","EF18","EF19","EF20","EF21","EF22","EF23","EF24","EF25","EF26","EF27","EF28","EF29","EF33","EF34","EF35","EF36","EF37","EF38","EF39","EF40","EF41","EF42","EF43","EF44","EF45","EF46","EF47","EF48","EF49","EF50","EF52","EF53","EF55","EF57","EF58","EF59U1","EF59U3","YEAR","KEYE","B21","B23","B24","B27","B28","B29","B412","B423","B43","B52","KEYL","EF21H","MONTHS_OF_SERVICE"
5064,1,13297,1,454,80124,6,4,2,1,3956,3,84691,82,"aa",3,1,1,2,1982,1,1991,4,2018,74813,7,4,3,43,391,114,373139,3438,5247,182426,711,130,937759,4671614,66,2,766591,33916,7,33,1270,"aaaaaaaa",63,76,484,1,199751,489586,0,4357637,88.5800018310547,36,14.3500003814697,26.25,15,153907,3,1,3,1,2018,"aaaaaa","a",378,"a","aa","a","aaa",100000000,93037,479.579986572266,897.789978027344,9843,954.319693094629,27
61760,1,2918,4,576,48883,5,7,1,1,3861,3,22717,37,"",1,1,2,1,1950,10,1976,4,2018,86584,0,1,2,36,41,168,145046,8392,1456,139556,2226,82,4155926,4732135,17,1,266775,60160,5,51,1292,"aaaaaaaa",43,24,135,8,146376,757222,0,2822450,899.580017089844,90,22.3500003814697,15.25,19,58300,1,3,1,3,2018,"aaaaaa","a",635,"a","aa","a","aaa",100000000,48534,9.57999992370605,383.790008544922,1323,3537.70731707317,42
59343,1,33708,3,285,48252,3,7,2,3,3872,6,15750,85,"",4,1,2,2,1971,8,2000,4,2018,69823,4,3,4,8,125,34,99859,8155,818,98270,251,165,1273828,788571,44,2,103845,11191,5,50,77,"aaaaaaaa",60,70,411,5,97451,5927586,0,3391840,2088.580078125,73,46.3499984741211,90.25,24,173753,3,2,4,4,2018,"aaaaaa","a",162,"a","aa","a","aaa",100000000,13170,1550.57995605469,141.789993286133,4658,798.872,18
27061,1,3530,4,625,11063,4,8,1,3,154,8,87138,555,"aaaaaaaaaa",5,1,2,1,1980,2,1961,4,2018,11246,5,5,3,30,260,132,307406,4783,6242,49421,1412,88,4302902,3209959,47,2,225785,19841,6,51,272,"aaaaaaaa",47,18,541,3,62430,5310006,1,3172931,687.580017089844,83,11.3500003814697,72.25,13,168263,1,3,1,3,2018,"aaaaaa","a",203,"a","aa","a","aaa",100000000,67687,804.580017089844,1142.7900390625,33392,1182.33076923077,57
62694,1,3180,4,810,36687,9,1,1,4,17,4,86486,131,"aaa",2,1,5,1,1989,9,1971,4,2018,57330,0,6,5,23,184,50,11685,984,5533,16421,3379,259,2607337,2247464,9,1,185213,22746,7,26,175,"aaaaaaaa",30,65,568,3,174068,5079252,0,4418354,707.580017089844,5,27.3500003814697,33.25,21,262456,1,1,2,2,2018,"aaaaaa","a",845,"a","aa","a","aaa",100000000,514,638.580017089844,118.790000915527,45794,63.5054347826087,47
9445,1,9416,5,168,41082,6,8,1,2,145,2,34837,184,"aaa",2,1,4,2,1937,3,1958,4,2018,36412,0,4,2,5,41,55,104754,2171,7031,160569,4059,292,2732735,1127171,49,2,57530,58834,5,46,136,"aaaaaaaa",25,69,48,7,185105,1756438,1,3608956,680.580017089844,64,23.3500003814697,32.25,8,319345,2,2,2,1,2018,"aaaaaa","a",532,"a","aa","a","aaa",100000000,29970,2133.580078125,993.789978027344,16461,2554.9756097561,60
66654,1,32400,1,677,5764,9,5,1,3,1812,9,62991,517,"a",3,1,4,2,1942,9,1967,4,2018,80738,5,4,3,58,241,29,114263,574,6924,86186,1042,337,1839958,3875011,13,1,752164,7749,7,34,8,"aaaaaaaa",37,20,578,4,60458,3604162,0,993323,1839.57995605469,16,51.3499984741211,76.25,17,94902,3,3,4,2,2018,"aaaaaa","a",756,"a","aa","a","aaa",100000000,17483,1388.57995605469,840.789978027344,56765,474.120331950207,51
52388,1,36834,1,783,2951,4,3,2,4,4362,2,83185,19,"",4,1,3,2,1994,12,1960,4,2018,32113,7,3,1,8,81,144,31407,924,3603,112951,3620,172,6932700,1166260,43,1,6411,25960,7,26,557,"aaaaaaaa",5,62,569,1,130228,4720404,0,3548680,2092.580078125,42,46.3499984741211,82.25,10,81104,1,3,2,5,2018,"aaaaaa","a",568,"a","aa","a","aaa",100000000,163617,100.580001831055,874.789978027344,65830,387.740740740741,58
43398,1,2441,2,315,39173,5,3,2,2,1086,4,80087,254,"",1,1,5,1,1994,7,2007,4,2018,42773,6,1,1,81,75,118,316888,7262,7580,37078,2663,287,3345205,5259081,65,1,433442,15260,6,26,1096,"aaaaaaaa",37,60,938,1,190791,7559914,1,5180285,702.580017089844,30,13.3500003814697,58.25,28,142217,2,2,2,6,2018,"aaaaaa","a",231,"a","aa","a","aaa",100000000,165760,1132.57995605469,281.790008544922,61335,4225.17333333333,11
44760,1,26914,4,529,15073,4,6,2,4,2269,7,57787,367,"aa",1,1,1,1,1981,6,1974,4,2018,10362,3,5,4,41,136,81,342432,2314,7147,176857,2067,293,3787545,4625876,51,2,911192,45222,5,38,1316,"aaaaaaaa",30,21,274,1,4250,364702,0,3615128,682.580017089844,56,26.3500003814697,64.25,30,39223,3,2,1,3,2018,"aaaaaa","a",226,"a","aa","a","aaa",100000000,69827,1808.57995605469,779.789978027344,37606,2517.88235294118,44
37261,1,31686,4,476,74522,5,6,1,2,2475,7,43398,429,"aaa",4,1,2,1,1944,12,1979,4,2018,81152,3,1,1,56,313,47,212738,4267,3856,14624,2117,292,3200871,4191137,78,1,810669,26908,6,36,92,"aaaaaaaa",17,76,321,3,60665,935172,1,3428727,2191.580078125,44,37.3499984741211,88.25,20,211805,3,2,1,1,2018,"aaaaaa","a",802,"a","aa","a","aaa",100000000,144720,678.580017089844,540.789978027344,29286,679.674121405751,39
58758,1,37142,2,167,93241,7,4,2,2,3627,5,63009,28,"aaaa",5,1,1,2,1929,3,1963,4,2018,66736,8,4,2,41,21,94,60938,3209,5941,68750,531,151,7196032,2309997,60,2,568936,6879,5,46,794,"aaaaaaaa",1,40,413,6,59844,4413374,0,2031612,1376.57995605469,4,28.3500003814697,43.25,19,94725,3,2,3,3,2018,"aaaaaa","a",339,"a","aa","a","aaa",100000000,149747,1451.57995605469,111.790000915527,25816,2901.80952380952,55
45734,1,15786,4,138,22241,5,8,1,3,4366,5,55368,735,"",1,1,2,1,1934,10,2008,4,2018,87616,5,6,2,70,246,96,311053,1156,1787,73240,3915,142,1444177,3097627,88,1,662298,58044,7,39,1147,"aaaaaaaa",10,14,615,4,5531,5014445,1,2918250,2120.580078125,31,21.3500003814697,56.25,37,87725,2,2,3,6,2018,"aaaaaa","a",508,"a","aa","a","aaa",100000000,7425,651.580017089844,837.789978027344,17543,1264.44308943089,10
42846,1,21759,5,622,17610,3,4,1,4,1566,7,87761,295,"",4,1,2,1,1959,8,2004,4,2018,32292,5,3,5,45,347,168,267909,1540,5822,62100,280,316,4971662,113272,3,1,131182,15430,7,37,809,"aaaaaaaa",8,75,930,3,193745,1706334,0,2545928,660.580017089844,58,37.3499984741211,55.25,0,232953,1,3,4,1,2018,"aaaaaa","a",319,"a","aa","a","aaa",100000000,49134,1456.57995605469,1280.7900390625,2958,772.07204610951,14
10544,1,24903,3,268,88493,3,4,1,2,1315,6,86246,738,"aa",5,1,4,2,1954,8,2017,4,2018,19979,8,6,2,59,154,67,364117,6780,1872,126853,1510,155,3001168,5247287,44,1,251054,27536,5,53,1115,"aaaaaaaa",61,35,873,3,187976,1750818,0,1051433,519.580017089844,87,7.34999990463257,21.25,17,137739,3,3,3,2,2018,"aaaaaa","a",873,"a","aa","a","aaa",100000000,114156,2055.580078125,451.790008544922,20506,2364.3961038961,1
20587,1,33316,3,145,39394,5,1,1,2,2363,2,79831,578,"aaa",1,1,2,2,1977,2,1956,4,2018,56965,0,3,2,73,241,121,269933,4577,2590,114268,2325,269,1181458,1144816,60,1,665789,49663,5,28,117,"aaaaaaaa",4,14,140,8,197321,2338741,1,3028147,953.580017089844,45,41.3499984741211,15.25,31,313565,2,1,4,4,2018,"aaaaaa","a",760,"a","aa","a","aaa",100000000,178385,2236.580078125,396.790008544922,31407,1120.05394190871,62
10737,1,10671,4,724,39712,5,2,2,1,790,9,62647,228,"",3,1,5,1,2001,11,1970,4,2018,9389,1,3,3,77,150,103,102198,5246,4446,89686,2170,183,1391405,1309298,31,2,994758,229,4,60,75,"aaaaaaaa",46,78,448,3,88934,7267689,0,118467,1541.57995605469,60,24.3500003814697,43.25,8,106763,1,1,2,5,2018,"aaaaaa","a",520,"a","aa","a","aaa",100000000,78573,1453.57995605469,762.789978027344,51673,681.32,48
21008,1,37119,2,683,59139,7,5,1,1,25,7,33813,253,"",5,1,2,1,1988,2,1999,4,2018,63695,3,2,4,20,90,162,285244,5428,3288,151955,3554,168,674900,177761,3,1,249540,15935,7,43,40,"aaaaaaaa",3,36,434,5,23332,6419286,1,3222173,557.580017089844,30,18.3500003814697,24.25,21,110263,3,3,4,5,2018,"aaaaaa","a",797,"a","aa","a","aaa",100000000,162473,1509.57995605469,1312.7900390625,36779,3169.37777777778,19
15900,1,32160,2,751,19294,5,4,2,4,3303,4,2891,292,"aa",4,1,2,2,1945,12,2004,4,2018,69903,4,1,3,62,263,35,374670,1582,5126,64648,287,177,5757883,4525442,69,2,341196,46178,6,31,1184,"aaaaaaaa",63,35,252,7,83548,3194309,0,175550,1854.57995605469,55,20.3500003814697,20.25,5,18698,3,3,2,3,2018,"aaaaaa","a",639,"a","aa","a","aaa",100000000,91185,317.579986572266,1130.7900390625,68464,1424.60076045627,14
68557,1,35978,5,379,90830,3,2,1,2,1761,9,86212,16,"a",5,1,2,1,1953,1,1960,4,2018,26230,3,4,2,11,74,53,41309,7475,3240,21462,298,126,6014322,5196873,44,1,289939,37068,7,30,4,"aaaaaaaa",43,47,45,1,30949,185175,1,3942643,352.579986572266,97,23.3500003814697,23.25,25,24132,3,2,1,2,2018,"aaaaaa","a",270,"a","aa","a","aaa",100000000,25840,2288.580078125,1178.7900390625,68848,558.22972972973,58
27498,1,16004,1,320,61398,1,4,1,1,3807,5,56700,498,"aa",2,1,2,1,1999,3,1977,4,2018,81626,8,2,1,50,94,85,56891,4466,3291,166316,1962,119,4190170,1890532,15,1,768741,36625,5,55,744,"aaaaaaaa",15,49,177,5,42687,2605650,0,4123553,1989.57995605469,9,40.3499984741211,10.25,10,39569,3,2,3,2,2018,"aaaaaa","a",536,"a","aa","a","aaa",100000000,80447,1866.57995605469,733.789978027344,25019,605.223404255319,41
37311,1,26588,4,507,92682,9,1,1,2,872,6,37196,550,"",5,1,5,2,1928,12,1991,4,2018,12939,5,3,3,72,389,183,111047,1822,846,140361,2154,194,546625,1882192,99,1,594946,12380,6,36,506,"aaaaaaaa",49,73,891,8,60899,1518457,0,3232711,2194.580078125,40,26.3500003814697,98.25,39,115330,2,2,4,6,2018,"aaaaaa","a",854,"a","aa","a","aaa",100000000,118453,402.579986572266,925.789978027344,6963,285.467866323907,27
38200,1,31845,2,758,21422,3,6,1,1,2852,6,55862,155,"",2,1,4,1,1940,4,1958,4,2018,25620,4,3,5,5,206,68,299121,4433,4859,150138,1514,94,7114471,2168162,13,1,138139,23013,7,32,1328,"aaaaaaaa",60,77,371,3,128544,7572096,1,2305018,1847.57995605469,96,11.3500003814697,41.25,6,296541,2,1,2,2,2018,"aaaaaa","a",43,"a","aa","a","aaa",100000000,165225,404.579986572266,1034.7900390625,14852,1452.04368932039,60
22373,1,22376,1,309,64440,8,4,2,3,2606,0,37128,838,"aaa",3,1,4,1,1986,1,1955,4,2018,80037,5,2,3,22,157,153,387133,8358,2617,157957,3163,100,7229368,296157,58,1,527008,38336,5,58,1268,"aaaaaaaa",41,39,712,2,143984,2705089,1,522571,1619.57995605469,76,33.3499984741211,40.25,32,329936,3,3,2,4,2018,"aaaaaa","a",551,"a","aa","a","aaa",100000000,77188,432.579986572266,56.7900009155273,55008,2465.8152866242,63
40031,1,21914,4,297,28842,3,4,1,4,3887,3,21378,382,"aaaaaaaaaa",4,1,1,2,1948,1,2014,4,2018,82533,0,6,2,22,38,68,75124,1212,2142,180425,2859,258,7478036,1294150,68,1,766236,59425,5,60,453,"aaaaaaaa",6,49,52,8,45322,3897386,0,1353899,2252.580078125,21,40.3499984741211,50.25,15,316899,1,2,2,6,2018,"aaaaaa","a",272,"a","aa","a","aaa",100000000,61771,694.580017089844,394.790008544922,70585,1976.94736842105,4
48334,1,30226,4,205,77369,9,3,1,4,3701,5,72004,250,"",3,1,4,2,1991,1,1991,4,2018,55160,4,6,2,72,299,160,324668,6731,6982,5798,1348,166,4269620,2991260,73,1,16309,52189,5,37,327,"aaaaaaaa",11,54,42,8,161418,773128,0,3622401,1170.57995605469,12,10.3500003814697,91.25,18,57908,1,1,1,6,2018,"aaaaaa","a",462,"a","aa","a","aaa",100000000,56321,746.580017089844,411.790008544922,6295,1085.84615384615,27
11000,1,27320,1,556,43712,8,6,1,1,1667,6,21915,245,"",5,1,2,2,1946,12,1984,4,2018,64567,7,1,1,66,22,167,318979,4006,6503,141345,1512,327,5568402,279008,86,1,597466,22140,4,60,593,"aaaaaaaa",29,90,593,6,187726,5156666,1,4931872,901.580017089844,89,50.3499984741211,5.25,19,5206,3,1,1,6,2018,"aaaaaa","a",575,"a","aa","a","aaa",100000000,109967,2233.580078125,173.789993286133,29317,14499.0454545455,34
65341,1,22350,3,776,93733,6,7,2,2,211,2,69865,241,"aaa",1,1,1,2,2002,4,2010,4,2018,36110,1,1,1,60,95,19,279740,8033,5580,172371,435,47,681476,1402854,69,1,473701,55901,4,49,26,"aaaaaaaa",14,49,679,6,170803,902788,0,2643174,1626.57995605469,18,49.3499984741211,1.25,4,323132,2,3,1,2,2018,"aaaaaa","a",343,"a","aa","a","aaa",100000000,173587,129.580001831055,1256.7900390625,43928,2944.63157894737,8
3504,1,39452,1,702,84425,4,9,1,1,407,9,11377,765,"",2,1,2,2,1947,6,1964,4,2018,59989,5,1,4,22,129,107,49281,7254,8059,86855,2760,288,3846934,2998793,44,2,185024,17150,5,46,882,"aaaaaaaa",50,58,806,8,65415,4170574,1,2562979,1075.57995605469,47,42.3499984741211,11.25,27,273444,1,3,3,5,2018,"aaaaaa","a",284,"a","aa","a","aaa",100000000,55203,1475.57995605469,22.7900009155273,28141,382.023255813953,54
66292,1,41408,5,778,64217,4,6,1,1,1082,3,61213,486,"",1,1,5,1,1942,7,1991,4,2018,28972,6,5,5,47,42,7,29289,8416,1996,173779,4037,358,1245350,1643049,75,1,451644,41743,6,37,77,"aaaaaaaa",29,47,955,2,17346,1456026,1,2373941,1028.57995605469,87,38.3499984741211,2.25,24,206907,1,2,3,1,2018,"aaaaaa","a",785,"a","aa","a","aaa",100000000,111256,2130.580078125,987.789978027344,48058,697.357142857143,27
55692,1,32119,2,201,4406,5,3,1,4,1555,4,73151,778,"",4,1,4,1,1958,2,2015,4,2018,76353,7,5,2,46,183,107,232164,6628,8203,131610,2700,214,6587932,1443492,20,2,732042,21692,5,40,603,"aaaaaaaa",37,66,327,3,89967,1892308,1,4184881,1098.57995605469,25,32.3499984741211,62.25,26,210854,1,2,2,5,2018,"aaaaaa","a",728,"a","aa","a","aaa",100000000,136305,1136.57995605469,1335.7900390625,61398,1268.65573770492,3
45931,1,828,4,441,78711,1,2,2,4,3860,5,63501,46,"aaaa",1,1,3,1,1970,5,2006,4,2018,59257,4,3,3,0,154,152,295536,2265,6187,26778,1057,51,5636622,3765198,77,2,290923,7594,4,58,1308,"aaaaaaaa",21,63,373,8,30158,4005351,1,1776749,1502.57995605469,25,27.3500003814697,34.25,32,140332,2,2,4,1,2018,"aaaaaa","a",514,"a","aa","a","aaa",100000000,156089,1232.57995605469,253.789993286133,64037,1919.06493506494,12
20157,1,21778,1,304,52123,6,6,1,4,1292,0,78549,696,"",3,1,5,2,1961,8,1956,4,2018,67074,4,4,3,7,373,13,387043,7648,7500,80096,873,266,3286632,2837688,25,1,776163,16886,7,55,1320,"aaaaaaaa",44,69,213,6,74788,7251151,0,4300302,923.580017089844,4,26.3500003814697,80.25,29,2504,3,3,4,2,2018,"aaaaaa","a",870,"a","aa","a","aaa",100000000,66679,148.580001831055,766.789978027344,19051,1037.64879356568,62
4632,1,36698,5,295,54990,2,5,2,3,1890,8,17827,259,"aa",4,1,2,1,1940,4,2007,4,2018,47795,7,4,2,50,182,35,284698,3454,44,132815,139,88,6579279,1193330,53,2,167338,18363,6,58,435,"aaaaaaaa",15,49,245,2,122972,1890917,1,3827224,797.580017089844,19,22.3500003814697,66.25,21,51072,1,1,3,3,2018,"aaaaaa","a",490,"a","aa","a","aaa",100000000,173258,1170.57995605469,1030.7900390625,57125,1564.27472527473,11
65758,1,29704,2,787,25147,1,5,2,2,1469,7,21826,554,"aaa",2,1,5,2,1931,10,2011,4,2018,71784,8,1,1,2,123,120,124333,7251,7895,81124,234,266,5279706,3349377,50,1,710766,53473,4,48,1186,"aaaaaaaa",36,19,768,2,167700,3913464,1,5073327,727.580017089844,20,12.3500003814697,84.25,6,188929,1,3,2,4,2018,"aaaaaa","a",245,"a","aa","a","aaa",100000000,100635,1440.57995605469,1281.7900390625,4673,1010.83739837398,7
67507,1,16877,5,805,76408,2,5,2,2,1042,8,71029,651,"",3,1,1,1,1982,7,2000,4,2018,47958,1,3,5,16,395,194,230651,7418,8296,54277,1366,320,6777654,1603449,84,2,223511,53539,4,39,125,"aaaaaaaa",61,64,713,8,154227,6284282,0,3483910,1387.57995605469,24,30.3500003814697,60.25,15,182639,1,1,4,2,2018,"aaaaaa","a",762,"a","aa","a","aaa",100000000,111480,1736.57995605469,809.789978027344,18615,583.926582278481,18
63371,1,7816,2,374,12609,1,1,1,1,3437,5,90123,118,"aa",5,1,1,2,1993,12,2002,4,2018,20574,2,2,1,1,294,139,203470,4541,5763,22061,733,145,995848,1549782,3,1,408930,49887,5,31,1087,"aaaaaaaa",58,15,79,6,126478,103315,0,5151402,1171.57995605469,98,48.3499984741211,39.25,34,279347,2,3,2,3,2018,"aaaaaa","a",655,"a","aa","a","aaa",100000000,74645,697.580017089844,400.790008544922,26543,692.074829931973,16
7726,1,29019,4,191,17770,6,9,2,4,2298,3,74360,346,"",5,1,1,1,1972,10,2002,4,2018,65242,1,2,2,45,150,23,341126,432,206,139711,2589,339,3097235,4025751,34,2,722838,56380,5,26,529,"aaaaaaaa",5,74,261,3,69903,2805085,0,204398,2327.580078125,8,49.3499984741211,33.25,39,71706,3,3,1,5,2018,"aaaaaa","a",784,"a","aa","a","aaa",100000000,178281,1804.57995605469,168.789993286133,67064,2274.17333333333,16
40374,1,710,5,595,35799,8,1,1,3,3892,4,37268,87,"aaa",3,1,4,1,1994,8,1979,4,2018,6467,8,7,1,38,312,138,198741,7561,5873,172952,3554,192,296298,2117606,3,2,416053,17497,4,58,214,"aaaaaaaa",40,25,250,2,70491,3487207,0,4085962,213.580001831055,39,48.3499984741211,32.25,17,128980,2,1,1,4,2018,"aaaaaa","a",256,"a","aa","a","aaa",100000000,85584,2146.580078125,459.790008544922,7911,636.990384615385,39
46675,1,16853,3,785,41834,7,4,1,2,451,3,20083,210,"aa",3,1,4,2,2004,4,1979,4,2018,16863,8,7,4,78,18,99,107036,56,4512,117461,613,202,4268766,828477,3,1,325681,11251,4,43,44,"aaaaaaaa",13,62,295,5,113032,1127544,1,5002108,92.5800018310547,71,23.3500003814697,29.25,30,35640,2,1,1,4,2018,"aaaaaa","a",860,"a","aa","a","aaa",100000000,145814,174.580001831055,541.789978027344,17637,5946.44444444444,39
18372,1,13836,1,762,87429,8,6,2,4,165,9,24915,84,"",4,1,2,2,1936,10,2001,4,2018,5997,5,7,2,75,314,148,144487,4369,5514,179804,3883,256,7571236,2406558,77,2,666680,31910,6,58,802,"aaaaaaaa",60,78,825,4,11210,5124119,1,3119391,1424.57995605469,74,51.3499984741211,26.25,25,276924,3,2,1,6,2018,"aaaaaa","a",240,"a","aa","a","aaa",100000000,62288,100.580001831055,679.789978027344,58328,460.149681528662,17
12766,1,31527,4,385,28709,9,6,2,3,1150,1,80786,66,"",1,1,2,2,1978,3,1986,4,2018,45777,2,5,2,14,35,64,362063,7342,2806,181471,1743,126,1934404,2023768,21,2,962241,22979,4,41,275,"aaaaaaaa",42,33,276,3,194433,995271,1,2442173,190.580001831055,81,48.3499984741211,27.25,15,226081,2,2,1,4,2018,"aaaaaa","a",43,"a","aa","a","aaa",100000000,146014,903.580017089844,884.789978027344,20748,10344.6571428571,32
39794,1,12907,2,268,6573,5,3,2,3,3727,3,64878,638,"",3,1,3,1,1945,7,1975,4,2018,38995,5,4,5,77,336,151,394214,99,817,21842,768,224,5069502,2501860,20,2,766309,30472,5,52,625,"aaaaaaaa",53,54,255,6,168536,4925802,1,124337,1966.57995605469,27,15.3500003814697,39.25,14,193087,3,3,1,6,2018,"aaaaaa","a",139,"a","aa","a","aaa",100000000,51208,1651.57995605469,951.789978027344,69035,1173.25595238095,43
12498,1,15183,2,578,29418,8,3,1,3,2220,3,67724,482,"",2,1,2,1,1963,7,1999,4,2018,7505,2,7,3,79,161,33,278087,6086,7434,74997,4001,41,2992709,1741650,34,1,570577,25143,6,47,850,"aaaaaaaa",31,72,739,3,2650,7213146,1,1401978,824.580017089844,48,34.3499984741211,94.25,33,211346,1,1,1,1,2018,"aaaaaa","a",504,"a","aa","a","aaa",100000000,66595,1256.57995605469,374.790008544922,46305,1727.24844720497,19
36227,1,4167,5,490,34509,4,5,2,2,1359,5,48314,837,"",4,1,5,2,1962,7,1969,4,2018,63089,8,6,5,22,20,68,226755,2125,7600,111071,3940,315,5648070,1636734,98,1,835797,61829,6,44,328,"aaaaaaaa",3,53,120,1,82495,7420844,0,3634035,1177.57995605469,48,8.35000038146973,93.25,17,41013,1,3,2,1,2018,"aaaaaa","a",827,"a","aa","a","aaa",100000000,90,1938.57995605469,752.789978027344,50368,11337.75,49
44947,1,1439,2,675,51510,3,2,1,1,62,2,88488,512,"",4,1,3,1,1982,2,1987,4,2018,33030,3,6,5,75,264,109,224201,7322,8318,68230,2663,51,5804052,4300552,50,2,337266,9861,4,52,72,"aaaaaaaa",50,52,416,5,192471,3646139,1,1021033,1258.57995605469,17,47.3499984741211,49.25,17,286760,2,2,1,5,2018,"aaaaaa","a",336,"a","aa","a","aaa",100000000,143172,98.5800018310547,869.789978027344,47725,849.246212121212,31
43788,1,3163,3,135,92995,6,2,2,4,4349,4,18293,877,"",3,1,3,2,1951,9,2007,4,2018,76660,5,6,4,18,112,112,179254,7128,2991,83658,358,258,3365552,475487,14,2,557680,42870,7,33,1010,"aaaaaaaa",61,87,934,8,2612,908681,1,3167117,2287.580078125,32,17.3500003814697,26.25,10,151776,3,3,4,4,2018,"aaaaaa","a",699,"a","aa","a","aaa",100000000,60965,1764.57995605469,1273.7900390625,20013,1600.48214285714,11
30544,1,21275,2,576,79400,3,5,2,3,303,6,42162,467,"",4,1,4,2,1929,5,2009,4,2018,12540,6,2,4,53,172,129,311556,2422,2096,32742,1297,135,2121528,5283147,73,2,465244,48634,6,51,992,"aaaaaaaa",17,39,71,7,87445,1357707,1,4722451,1884.57995605469,97,9.35000038146973,83.25,26,236486,3,3,3,2,2018,"aaaaaa","a",751,"a","aa","a","aaa",100000000,43218,908.580017089844,1128.7900390625,39390,1811.37209302326,9
21514,1,21031,4,597,29676,6,9,1,1,1190,0,27455,221,"a",3,1,4,1,1982,11,1972,4,2018,15021,7,1,1,6,201,56,202508,7820,222,111203,3464,128,3329997,3747473,84,2,382270,24285,4,55,665,"aaaaaaaa",30,46,12,7,15959,2588342,0,345813,1516.57995605469,15,42.3499984741211,21.25,24,47864,3,2,2,5,2018,"aaaaaa","a",313,"a","aa","a","aaa",100000000,31229,290.579986572266,1244.7900390625,16126,1007.50248756219,46
60971,1,18631,4,691,72994,2,6,2,1,883,9,56024,86,"a",2,1,1,1,2000,6,1980,4,2018,56064,1,2,5,62,306,98,68606,1382,4221,116198,1353,177,199935,2245879,26,1,37174,32635,4,58,896,"aaaaaaaa",41,18,53,8,186004,1418418,0,1349299,963.580017089844,27,40.3499984741211,5.25,30,108517,1,1,3,3,2018,"aaaaaa","a",107,"a","aa","a","aaa",100000000,184241,2226.580078125,219.789993286133,8106,224.202614379085,38
5481,1,3415,5,208,51871,1,7,2,4,2861,2,34892,530,"aa",3,1,1,1,1934,10,1976,4,2018,40306,5,4,4,67,96,83,165421,4390,4237,120360,2449,71,4033922,3439080,95,2,371532,29568,7,53,612,"aaaaaaaa",46,29,694,5,54211,4947044,1,3728527,618.580017089844,35,44.3499984741211,39.25,33,282177,3,1,4,2,2018,"aaaaaa","a",52,"a","aa","a","aaa",100000000,58871,2016.57995605469,643.789978027344,57881,1723.13541666667,42
30364,1,13167,3,469,46116,1,6,2,4,1013,8,8872,632,"aa",2,1,4,2,1995,11,2000,4,2018,9956,2,7,1,43,288,5,128829,8092,3724,29756,3486,112,5424354,1452579,98,2,911617,1136,5,37,956,"aaaaaaaa",2,47,429,6,144975,3195744,0,4359930,2058.580078125,69,47.3499984741211,42.25,30,312777,1,1,4,2,2018,"aaaaaa","a",322,"a","aa","a","aaa",100000000,45494,751.580017089844,265.790008544922,14846,447.322916666667,18
32462,1,19024,2,642,63669,9,8,2,4,2444,1,65033,878,"",1,1,5,2,1950,4,2000,4,2018,26318,4,5,3,83,4,77,235831,7070,5918,90184,3411,249,6785967,394404,55,1,337171,12439,4,51,977,"aaaaaaaa",34,50,78,1,155753,171963,0,450253,316.579986572266,56,19.3500003814697,30.25,31,310358,1,1,1,2,2018,"aaaaaa","a",94,"a","aa","a","aaa",100000000,88017,862.580017089844,562.789978027344,35741,58957.75,18
12894,1,36381,4,228,36051,9,6,2,2,3228,7,5814,565,"",5,1,2,1,1944,8,2013,4,2018,64609,4,3,5,82,378,61,235177,8169,4823,86203,2245,194,901368,3519335,28,1,158213,40654,7,30,1243,"aaaaaaaa",56,50,11,6,98250,2038922,1,695141,434.579986572266,15,26.3500003814697,52.25,35,205977,3,2,1,6,2018,"aaaaaa","a",116,"a","aa","a","aaa",100000000,12854,593.580017089844,1040.7900390625,36739,622.161375661376,5
37965,1,4922,5,803,26907,3,6,1,3,4137,7,14134,166,"aa",1,1,5,2,1984,2,2004,4,2018,55262,6,7,3,72,357,87,30396,1732,439,59945,1430,308,2800731,4077770,58,1,715196,40172,7,43,195,"aaaaaaaa",7,40,863,4,153968,4229281,1,4635983,1447.57995605469,74,15.3500003814697,38.25,15,299470,1,1,1,3,2018,"aaaaaa","a",416,"a","aa","a","aaa",100000000,59225,2275.580078125,861.789978027344,28893,85.1428571428571,14
49116,1,8958,4,606,57074,5,1,2,1,4269,5,36753,83,"a",3,1,2,2,1972,3,1994,4,2018,50492,8,5,2,34,6,106,356808,3429,74,97206,1905,189,1368000,692899,3,1,464257,55268,6,46,976,"aaaaaaaa",56,30,434,5,98615,152738,1,4437478,313.579986572266,99,21.3500003814697,69.25,18,25170,2,2,1,4,2018,"aaaaaa","a",317,"a","aa","a","aaa",100000000,7374,2256.580078125,1122.7900390625,50969,59468,24
